Text Collection,# of Positive Labeled Documents,k,One Class Learning Threshold,F1 Score
tr21,10,17,0.05,0.2624
tr21,10,17,0.10,0.3446
tr21,10,17,0.15,0.3841
tr21,10,17,0.20,0.3774
tr21,10,17,0.25,0.3400
tr21,10,17,0.30,0.3126
tr21,10,17,0.35,0.2744
tr21,10,17,0.40,0.2354
tr21,10,17,0.45,0.1675
tr21,10,17,0.50,0.1327
tr21,10,17,0.55,0.1046
tr21,10,17,0.60,0.0663
tr21,10,17,0.65,0.0512
tr21,10,17,0.70,0.0436
tr21,10,17,0.75,0.0361
tr21,10,17,0.80,0.0261
tr21,10,17,0.85,0.0235
tr21,10,17,0.90,0.0106
tr21,10,17,0.95,0.0000
tr21,10,17,average+1sigma,0.0084
tr21,10,17,average+2sigma,0.0060
tr21,10,17,average+3sigma,0.0048
tr21,10,17,average-1sigma,0.0248
tr21,10,17,average-2sigma,0.0340
tr21,10,17,average-3sigma,0.0549
tr21,10,17,average,0.0158
tr21,10,17,minimum,0.2136
tr21,10,19,0.05,0.2624
tr21,10,19,0.10,0.3446
tr21,10,19,0.15,0.3841
tr21,10,19,0.20,0.3774
tr21,10,19,0.25,0.3400
tr21,10,19,0.30,0.3126
tr21,10,19,0.35,0.2744
tr21,10,19,0.40,0.2354
tr21,10,19,0.45,0.1675
tr21,10,19,0.50,0.1327
tr21,10,19,0.55,0.1046
tr21,10,19,0.60,0.0663
tr21,10,19,0.65,0.0512
tr21,10,19,0.70,0.0436
tr21,10,19,0.75,0.0361
tr21,10,19,0.80,0.0261
tr21,10,19,0.85,0.0235
tr21,10,19,0.90,0.0106
tr21,10,19,0.95,0.0000
tr21,10,19,average+1sigma,0.0084
tr21,10,19,average+2sigma,0.0060
tr21,10,19,average+3sigma,0.0048
tr21,10,19,average-1sigma,0.0248
tr21,10,19,average-2sigma,0.0340
tr21,10,19,average-3sigma,0.0549
tr21,10,19,average,0.0158
tr21,10,19,minimum,0.2136
tr21,10,1,0.05,0.3087
tr21,10,1,0.10,0.3453
tr21,10,1,0.15,0.3158
tr21,10,1,0.20,0.2680
tr21,10,1,0.25,0.2258
tr21,10,1,0.30,0.1772
tr21,10,1,0.35,0.1271
tr21,10,1,0.40,0.0824
tr21,10,1,0.45,0.0536
tr21,10,1,0.50,0.0406
tr21,10,1,0.55,0.0314
tr21,10,1,0.60,0.0256
tr21,10,1,0.65,0.0181
tr21,10,1,0.70,0.0128
tr21,10,1,0.75,0.0076
tr21,10,1,0.80,0.0058
tr21,10,1,0.85,0.0015
tr21,10,1,0.90,0.0000
tr21,10,1,0.95,0.0000
tr21,10,1,average+1sigma,0.1107
tr21,10,1,average+2sigma,0.0953
tr21,10,1,average+3sigma,0.0792
tr21,10,1,average-1sigma,0.1749
tr21,10,1,average-2sigma,0.2128
tr21,10,1,average-3sigma,0.2561
tr21,10,1,average,0.1384
tr21,10,1,minimum,0.4049
tr21,10,3,0.05,0.2649
tr21,10,3,0.10,0.3596
tr21,10,3,0.15,0.4062
tr21,10,3,0.20,0.3955
tr21,10,3,0.25,0.3538
tr21,10,3,0.30,0.2935
tr21,10,3,0.35,0.2437
tr21,10,3,0.40,0.2064
tr21,10,3,0.45,0.1602
tr21,10,3,0.50,0.0938
tr21,10,3,0.55,0.0704
tr21,10,3,0.60,0.0471
tr21,10,3,0.65,0.0321
tr21,10,3,0.70,0.0281
tr21,10,3,0.75,0.0237
tr21,10,3,0.80,0.0177
tr21,10,3,0.85,0.0164
tr21,10,3,0.90,0.0062
tr21,10,3,0.95,0.0000
tr21,10,3,average+1sigma,0.0462
tr21,10,3,average+2sigma,0.0406
tr21,10,3,average+3sigma,0.0359
tr21,10,3,average-1sigma,0.0935
tr21,10,3,average-2sigma,0.1692
tr21,10,3,average-3sigma,0.2232
tr21,10,3,average,0.0645
tr21,10,3,minimum,0.3418
tr21,10,5,0.05,0.2611
tr21,10,5,0.10,0.3545
tr21,10,5,0.15,0.3967
tr21,10,5,0.20,0.3891
tr21,10,5,0.25,0.3473
tr21,10,5,0.30,0.2940
tr21,10,5,0.35,0.2405
tr21,10,5,0.40,0.2006
tr21,10,5,0.45,0.1433
tr21,10,5,0.50,0.0961
tr21,10,5,0.55,0.0726
tr21,10,5,0.60,0.0521
tr21,10,5,0.65,0.0412
tr21,10,5,0.70,0.0368
tr21,10,5,0.75,0.0314
tr21,10,5,0.80,0.0193
tr21,10,5,0.85,0.0178
tr21,10,5,0.90,0.0077
tr21,10,5,0.95,0.0002
tr21,10,5,average+1sigma,0.0292
tr21,10,5,average+2sigma,0.0196
tr21,10,5,average+3sigma,0.0128
tr21,10,5,average-1sigma,0.0542
tr21,10,5,average-2sigma,0.0898
tr21,10,5,average-3sigma,0.1620
tr21,10,5,average,0.0377
tr21,10,5,minimum,0.2880
tr21,10,7,0.05,0.2621
tr21,10,7,0.10,0.3446
tr21,10,7,0.15,0.3836
tr21,10,7,0.20,0.3758
tr21,10,7,0.25,0.3384
tr21,10,7,0.30,0.3017
tr21,10,7,0.35,0.2583
tr21,10,7,0.40,0.2277
tr21,10,7,0.45,0.1726
tr21,10,7,0.50,0.1173
tr21,10,7,0.55,0.0854
tr21,10,7,0.60,0.0588
tr21,10,7,0.65,0.0428
tr21,10,7,0.70,0.0328
tr21,10,7,0.75,0.0312
tr21,10,7,0.80,0.0213
tr21,10,7,0.85,0.0162
tr21,10,7,0.90,0.0085
tr21,10,7,0.95,0.0000
tr21,10,7,average+1sigma,0.0139
tr21,10,7,average+2sigma,0.0053
tr21,10,7,average+3sigma,0.0039
tr21,10,7,average-1sigma,0.0324
tr21,10,7,average-2sigma,0.0523
tr21,10,7,average-3sigma,0.1224
tr21,10,7,average,0.0218
tr21,10,7,minimum,0.2785
tr21,10,9,0.05,0.2625
tr21,10,9,0.10,0.3461
tr21,10,9,0.15,0.3858
tr21,10,9,0.20,0.3748
tr21,10,9,0.25,0.3433
tr21,10,9,0.30,0.3146
tr21,10,9,0.35,0.2727
tr21,10,9,0.40,0.2296
tr21,10,9,0.45,0.1716
tr21,10,9,0.50,0.1368
tr21,10,9,0.55,0.0954
tr21,10,9,0.60,0.0659
tr21,10,9,0.65,0.0511
tr21,10,9,0.70,0.0434
tr21,10,9,0.75,0.0361
tr21,10,9,0.80,0.0261
tr21,10,9,0.85,0.0235
tr21,10,9,0.90,0.0108
tr21,10,9,0.95,0.0002
tr21,10,9,average+1sigma,0.0091
tr21,10,9,average+2sigma,0.0065
tr21,10,9,average+3sigma,0.0050
tr21,10,9,average-1sigma,0.0265
tr21,10,9,average-2sigma,0.0489
tr21,10,9,average-3sigma,0.0821
tr21,10,9,average,0.0167
tr21,10,9,minimum,0.2331
tr21,20,11,0.05,0.2167
tr21,20,11,0.10,0.2726
tr21,20,11,0.15,0.3166
tr21,20,11,0.20,0.3285
tr21,20,11,0.25,0.2991
tr21,20,11,0.30,0.2723
tr21,20,11,0.35,0.2387
tr21,20,11,0.40,0.2135
tr21,20,11,0.45,0.1879
tr21,20,11,0.50,0.1595
tr21,20,11,0.55,0.1145
tr21,20,11,0.60,0.0856
tr21,20,11,0.65,0.0658
tr21,20,11,0.70,0.0453
tr21,20,11,0.75,0.0384
tr21,20,11,0.80,0.0244
tr21,20,11,0.85,0.0205
tr21,20,11,0.90,0.0103
tr21,20,11,0.95,0.0002
tr21,20,11,average+1sigma,0.0351
tr21,20,11,average+2sigma,0.0254
tr21,20,11,average+3sigma,0.0184
tr21,20,11,average-1sigma,0.0726
tr21,20,11,average-2sigma,0.0996
tr21,20,11,average-3sigma,0.1266
tr21,20,11,average,0.0533
tr21,20,11,minimum,0.2947
tr21,20,13,0.05,0.2166
tr21,20,13,0.10,0.2728
tr21,20,13,0.15,0.3170
tr21,20,13,0.20,0.3297
tr21,20,13,0.25,0.3013
tr21,20,13,0.30,0.2736
tr21,20,13,0.35,0.2394
tr21,20,13,0.40,0.2144
tr21,20,13,0.45,0.1893
tr21,20,13,0.50,0.1611
tr21,20,13,0.55,0.1155
tr21,20,13,0.60,0.0854
tr21,20,13,0.65,0.0659
tr21,20,13,0.70,0.0452
tr21,20,13,0.75,0.0390
tr21,20,13,0.80,0.0247
tr21,20,13,0.85,0.0208
tr21,20,13,0.90,0.0098
tr21,20,13,0.95,0.0000
tr21,20,13,average+1sigma,0.0338
tr21,20,13,average+2sigma,0.0248
tr21,20,13,average+3sigma,0.0184
tr21,20,13,average-1sigma,0.0662
tr21,20,13,average-2sigma,0.0837
tr21,20,13,average-3sigma,0.1057
tr21,20,13,average,0.0497
tr21,20,13,minimum,0.2865
tr21,20,15,0.05,0.2164
tr21,20,15,0.10,0.2705
tr21,20,15,0.15,0.3173
tr21,20,15,0.20,0.3293
tr21,20,15,0.25,0.3010
tr21,20,15,0.30,0.2738
tr21,20,15,0.35,0.2390
tr21,20,15,0.40,0.2136
tr21,20,15,0.45,0.1888
tr21,20,15,0.50,0.1602
tr21,20,15,0.55,0.1152
tr21,20,15,0.60,0.0855
tr21,20,15,0.65,0.0659
tr21,20,15,0.70,0.0456
tr21,20,15,0.75,0.0390
tr21,20,15,0.80,0.0247
tr21,20,15,0.85,0.0204
tr21,20,15,0.90,0.0098
tr21,20,15,0.95,0.0000
tr21,20,15,average+1sigma,0.0326
tr21,20,15,average+2sigma,0.0233
tr21,20,15,average+3sigma,0.0173
tr21,20,15,average-1sigma,0.0659
tr21,20,15,average-2sigma,0.0852
tr21,20,15,average-3sigma,0.1063
tr21,20,15,average,0.0490
tr21,20,15,minimum,0.2790
tr21,20,17,0.05,0.2159
tr21,20,17,0.10,0.2705
tr21,20,17,0.15,0.3175
tr21,20,17,0.20,0.3293
tr21,20,17,0.25,0.3009
tr21,20,17,0.30,0.2739
tr21,20,17,0.35,0.2393
tr21,20,17,0.40,0.2143
tr21,20,17,0.45,0.1891
tr21,20,17,0.50,0.1604
tr21,20,17,0.55,0.1155
tr21,20,17,0.60,0.0863
tr21,20,17,0.65,0.0656
tr21,20,17,0.70,0.0449
tr21,20,17,0.75,0.0386
tr21,20,17,0.80,0.0247
tr21,20,17,0.85,0.0208
tr21,20,17,0.90,0.0103
tr21,20,17,0.95,0.0002
tr21,20,17,average+1sigma,0.0315
tr21,20,17,average+2sigma,0.0239
tr21,20,17,average+3sigma,0.0179
tr21,20,17,average-1sigma,0.0631
tr21,20,17,average-2sigma,0.0822
tr21,20,17,average-3sigma,0.1019
tr21,20,17,average,0.0462
tr21,20,17,minimum,0.2727
tr21,20,19,0.05,0.2159
tr21,20,19,0.10,0.2692
tr21,20,19,0.15,0.3172
tr21,20,19,0.20,0.3301
tr21,20,19,0.25,0.3006
tr21,20,19,0.30,0.2728
tr21,20,19,0.35,0.2380
tr21,20,19,0.40,0.2136
tr21,20,19,0.45,0.1888
tr21,20,19,0.50,0.1617
tr21,20,19,0.55,0.1154
tr21,20,19,0.60,0.0863
tr21,20,19,0.65,0.0665
tr21,20,19,0.70,0.0456
tr21,20,19,0.75,0.0392
tr21,20,19,0.80,0.0251
tr21,20,19,0.85,0.0211
tr21,20,19,0.90,0.0103
tr21,20,19,0.95,0.0002
tr21,20,19,average+1sigma,0.0315
tr21,20,19,average+2sigma,0.0239
tr21,20,19,average+3sigma,0.0179
tr21,20,19,average-1sigma,0.0626
tr21,20,19,average-2sigma,0.0826
tr21,20,19,average-3sigma,0.1028
tr21,20,19,average,0.0460
tr21,20,19,minimum,0.2703
tr21,20,1,0.05,0.2383
tr21,20,1,0.10,0.3308
tr21,20,1,0.15,0.3182
tr21,20,1,0.20,0.2655
tr21,20,1,0.25,0.2037
tr21,20,1,0.30,0.1595
tr21,20,1,0.35,0.1188
tr21,20,1,0.40,0.0907
tr21,20,1,0.45,0.0645
tr21,20,1,0.50,0.0448
tr21,20,1,0.55,0.0358
tr21,20,1,0.60,0.0224
tr21,20,1,0.65,0.0180
tr21,20,1,0.70,0.0077
tr21,20,1,0.75,0.0029
tr21,20,1,0.80,0.0005
tr21,20,1,0.85,0.0002
tr21,20,1,0.90,0.0000
tr21,20,1,0.95,0.0000
tr21,20,1,average+1sigma,0.0969
tr21,20,1,average+2sigma,0.0858
tr21,20,1,average+3sigma,0.0757
tr21,20,1,average-1sigma,0.1533
tr21,20,1,average-2sigma,0.1768
tr21,20,1,average-3sigma,0.2086
tr21,20,1,average,0.1153
tr21,20,1,minimum,0.3546
tr21,20,3,0.05,0.2189
tr21,20,3,0.10,0.2833
tr21,20,3,0.15,0.3367
tr21,20,3,0.20,0.3495
tr21,20,3,0.25,0.3203
tr21,20,3,0.30,0.2711
tr21,20,3,0.35,0.2297
tr21,20,3,0.40,0.1937
tr21,20,3,0.45,0.1673
tr21,20,3,0.50,0.1312
tr21,20,3,0.55,0.0965
tr21,20,3,0.60,0.0697
tr21,20,3,0.65,0.0527
tr21,20,3,0.70,0.0408
tr21,20,3,0.75,0.0341
tr21,20,3,0.80,0.0228
tr21,20,3,0.85,0.0185
tr21,20,3,0.90,0.0061
tr21,20,3,0.95,0.0000
tr21,20,3,average+1sigma,0.0904
tr21,20,3,average+2sigma,0.0744
tr21,20,3,average+3sigma,0.0602
tr21,20,3,average-1sigma,0.1416
tr21,20,3,average-2sigma,0.1698
tr21,20,3,average-3sigma,0.2021
tr21,20,3,average,0.1076
tr21,20,3,minimum,0.3516
tr21,20,5,0.05,0.2169
tr21,20,5,0.10,0.2790
tr21,20,5,0.15,0.3261
tr21,20,5,0.20,0.3410
tr21,20,5,0.25,0.3206
tr21,20,5,0.30,0.2680
tr21,20,5,0.35,0.2343
tr21,20,5,0.40,0.2025
tr21,20,5,0.45,0.1751
tr21,20,5,0.50,0.1434
tr21,20,5,0.55,0.0982
tr21,20,5,0.60,0.0712
tr21,20,5,0.65,0.0600
tr21,20,5,0.70,0.0450
tr21,20,5,0.75,0.0383
tr21,20,5,0.80,0.0261
tr21,20,5,0.85,0.0204
tr21,20,5,0.90,0.0100
tr21,20,5,0.95,0.0000
tr21,20,5,average+1sigma,0.0654
tr21,20,5,average+2sigma,0.0544
tr21,20,5,average+3sigma,0.0423
tr21,20,5,average-1sigma,0.1098
tr21,20,5,average-2sigma,0.1386
tr21,20,5,average-3sigma,0.1729
tr21,20,5,average,0.0822
tr21,20,5,minimum,0.3250
tr21,20,7,0.05,0.2178
tr21,20,7,0.10,0.2747
tr21,20,7,0.15,0.3197
tr21,20,7,0.20,0.3286
tr21,20,7,0.25,0.3113
tr21,20,7,0.30,0.2685
tr21,20,7,0.35,0.2320
tr21,20,7,0.40,0.2061
tr21,20,7,0.45,0.1785
tr21,20,7,0.50,0.1495
tr21,20,7,0.55,0.1081
tr21,20,7,0.60,0.0878
tr21,20,7,0.65,0.0687
tr21,20,7,0.70,0.0485
tr21,20,7,0.75,0.0416
tr21,20,7,0.80,0.0279
tr21,20,7,0.85,0.0204
tr21,20,7,0.90,0.0098
tr21,20,7,0.95,0.0000
tr21,20,7,average+1sigma,0.0512
tr21,20,7,average+2sigma,0.0414
tr21,20,7,average+3sigma,0.0232
tr21,20,7,average-1sigma,0.0900
tr21,20,7,average-2sigma,0.1202
tr21,20,7,average-3sigma,0.1564
tr21,20,7,average,0.0674
tr21,20,7,minimum,0.2993
tr21,20,9,0.05,0.2170
tr21,20,9,0.10,0.2711
tr21,20,9,0.15,0.3163
tr21,20,9,0.20,0.3286
tr21,20,9,0.25,0.3010
tr21,20,9,0.30,0.2735
tr21,20,9,0.35,0.2393
tr21,20,9,0.40,0.2140
tr21,20,9,0.45,0.1898
tr21,20,9,0.50,0.1614
tr21,20,9,0.55,0.1156
tr21,20,9,0.60,0.0866
tr21,20,9,0.65,0.0656
tr21,20,9,0.70,0.0448
tr21,20,9,0.75,0.0369
tr21,20,9,0.80,0.0243
tr21,20,9,0.85,0.0204
tr21,20,9,0.90,0.0098
tr21,20,9,0.95,0.0000
tr21,20,9,average+1sigma,0.0380
tr21,20,9,average+2sigma,0.0264
tr21,20,9,average+3sigma,0.0192
tr21,20,9,average-1sigma,0.0781
tr21,20,9,average-2sigma,0.1040
tr21,20,9,average-3sigma,0.1281
tr21,20,9,average,0.0578
tr21,20,9,minimum,0.2967
tr21,30,11,0.05,0.1964
tr21,30,11,0.10,0.2280
tr21,30,11,0.15,0.2543
tr21,30,11,0.20,0.2677
tr21,30,11,0.25,0.2767
tr21,30,11,0.30,0.2699
tr21,30,11,0.35,0.2488
tr21,30,11,0.40,0.2194
tr21,30,11,0.45,0.2020
tr21,30,11,0.50,0.1757
tr21,30,11,0.55,0.1538
tr21,30,11,0.60,0.1233
tr21,30,11,0.65,0.0955
tr21,30,11,0.70,0.0778
tr21,30,11,0.75,0.0605
tr21,30,11,0.80,0.0393
tr21,30,11,0.85,0.0186
tr21,30,11,0.90,0.0000
tr21,30,11,0.95,0.0000
tr21,30,11,average+1sigma,0.0840
tr21,30,11,average+2sigma,0.0703
tr21,30,11,average+3sigma,0.0615
tr21,30,11,average-1sigma,0.1126
tr21,30,11,average-2sigma,0.1221
tr21,30,11,average-3sigma,0.1401
tr21,30,11,average,0.0988
tr21,30,11,minimum,0.2567
tr21,30,13,0.05,0.1958
tr21,30,13,0.10,0.2285
tr21,30,13,0.15,0.2562
tr21,30,13,0.20,0.2689
tr21,30,13,0.25,0.2764
tr21,30,13,0.30,0.2685
tr21,30,13,0.35,0.2476
tr21,30,13,0.40,0.2180
tr21,30,13,0.45,0.2003
tr21,30,13,0.50,0.1757
tr21,30,13,0.55,0.1545
tr21,30,13,0.60,0.1250
tr21,30,13,0.65,0.0957
tr21,30,13,0.70,0.0776
tr21,30,13,0.75,0.0605
tr21,30,13,0.80,0.0411
tr21,30,13,0.85,0.0190
tr21,30,13,0.90,0.0000
tr21,30,13,0.95,0.0000
tr21,30,13,average+1sigma,0.0808
tr21,30,13,average+2sigma,0.0664
tr21,30,13,average+3sigma,0.0586
tr21,30,13,average-1sigma,0.1067
tr21,30,13,average-2sigma,0.1151
tr21,30,13,average-3sigma,0.1324
tr21,30,13,average,0.0938
tr21,30,13,minimum,0.2567
tr21,30,15,0.05,0.1964
tr21,30,15,0.10,0.2283
tr21,30,15,0.15,0.2549
tr21,30,15,0.20,0.2671
tr21,30,15,0.25,0.2751
tr21,30,15,0.30,0.2675
tr21,30,15,0.35,0.2474
tr21,30,15,0.40,0.2180
tr21,30,15,0.45,0.2011
tr21,30,15,0.50,0.1753
tr21,30,15,0.55,0.1541
tr21,30,15,0.60,0.1249
tr21,30,15,0.65,0.0955
tr21,30,15,0.70,0.0776
tr21,30,15,0.75,0.0592
tr21,30,15,0.80,0.0394
tr21,30,15,0.85,0.0187
tr21,30,15,0.90,0.0002
tr21,30,15,0.95,0.0002
tr21,30,15,average+1sigma,0.0784
tr21,30,15,average+2sigma,0.0631
tr21,30,15,average+3sigma,0.0556
tr21,30,15,average-1sigma,0.1018
tr21,30,15,average-2sigma,0.1096
tr21,30,15,average-3sigma,0.1269
tr21,30,15,average,0.0902
tr21,30,15,minimum,0.2550
tr21,30,17,0.05,0.1958
tr21,30,17,0.10,0.2282
tr21,30,17,0.15,0.2556
tr21,30,17,0.20,0.2678
tr21,30,17,0.25,0.2745
tr21,30,17,0.30,0.2680
tr21,30,17,0.35,0.2477
tr21,30,17,0.40,0.2187
tr21,30,17,0.45,0.2016
tr21,30,17,0.50,0.1755
tr21,30,17,0.55,0.1551
tr21,30,17,0.60,0.1248
tr21,30,17,0.65,0.0957
tr21,30,17,0.70,0.0779
tr21,30,17,0.75,0.0603
tr21,30,17,0.80,0.0403
tr21,30,17,0.85,0.0186
tr21,30,17,0.90,0.0000
tr21,30,17,0.95,0.0000
tr21,30,17,average+1sigma,0.0774
tr21,30,17,average+2sigma,0.0608
tr21,30,17,average+3sigma,0.0551
tr21,30,17,average-1sigma,0.0997
tr21,30,17,average-2sigma,0.1063
tr21,30,17,average-3sigma,0.1220
tr21,30,17,average,0.0884
tr21,30,17,minimum,0.2522
tr21,30,19,0.05,0.1962
tr21,30,19,0.10,0.2261
tr21,30,19,0.15,0.2525
tr21,30,19,0.20,0.2671
tr21,30,19,0.25,0.2745
tr21,30,19,0.30,0.2666
tr21,30,19,0.35,0.2468
tr21,30,19,0.40,0.2176
tr21,30,19,0.45,0.2004
tr21,30,19,0.50,0.1753
tr21,30,19,0.55,0.1542
tr21,30,19,0.60,0.1245
tr21,30,19,0.65,0.0965
tr21,30,19,0.70,0.0784
tr21,30,19,0.75,0.0606
tr21,30,19,0.80,0.0413
tr21,30,19,0.85,0.0191
tr21,30,19,0.90,0.0003
tr21,30,19,0.95,0.0002
tr21,30,19,average+1sigma,0.0743
tr21,30,19,average+2sigma,0.0624
tr21,30,19,average+3sigma,0.0537
tr21,30,19,average-1sigma,0.0935
tr21,30,19,average-2sigma,0.0987
tr21,30,19,average-3sigma,0.1149
tr21,30,19,average,0.0857
tr21,30,19,minimum,0.2503
tr21,30,1,0.05,0.2119
tr21,30,1,0.10,0.2805
tr21,30,1,0.15,0.3307
tr21,30,1,0.20,0.2811
tr21,30,1,0.25,0.2150
tr21,30,1,0.30,0.1678
tr21,30,1,0.35,0.1104
tr21,30,1,0.40,0.0972
tr21,30,1,0.45,0.0666
tr21,30,1,0.50,0.0502
tr21,30,1,0.55,0.0295
tr21,30,1,0.60,0.0264
tr21,30,1,0.65,0.0111
tr21,30,1,0.70,0.0031
tr21,30,1,0.75,0.0013
tr21,30,1,0.80,0.0008
tr21,30,1,0.85,0.0003
tr21,30,1,0.90,0.0000
tr21,30,1,0.95,0.0000
tr21,30,1,average+1sigma,0.1272
tr21,30,1,average+2sigma,0.1125
tr21,30,1,average+3sigma,0.1019
tr21,30,1,average-1sigma,0.1554
tr21,30,1,average-2sigma,0.1792
tr21,30,1,average-3sigma,0.2163
tr21,30,1,average,0.1373
tr21,30,1,minimum,0.2818
tr21,30,3,0.05,0.1977
tr21,30,3,0.10,0.2387
tr21,30,3,0.15,0.2790
tr21,30,3,0.20,0.3026
tr21,30,3,0.25,0.3015
tr21,30,3,0.30,0.2751
tr21,30,3,0.35,0.2406
tr21,30,3,0.40,0.2036
tr21,30,3,0.45,0.1669
tr21,30,3,0.50,0.1533
tr21,30,3,0.55,0.1128
tr21,30,3,0.60,0.0678
tr21,30,3,0.65,0.0615
tr21,30,3,0.70,0.0482
tr21,30,3,0.75,0.0339
tr21,30,3,0.80,0.0187
tr21,30,3,0.85,0.0129
tr21,30,3,0.90,0.0056
tr21,30,3,0.95,0.0000
tr21,30,3,average+1sigma,0.1240
tr21,30,3,average+2sigma,0.1095
tr21,30,3,average+3sigma,0.0939
tr21,30,3,average-1sigma,0.1629
tr21,30,3,average-2sigma,0.1847
tr21,30,3,average-3sigma,0.2024
tr21,30,3,average,0.1422
tr21,30,3,minimum,0.2782
tr21,30,5,0.05,0.1959
tr21,30,5,0.10,0.2330
tr21,30,5,0.15,0.2564
tr21,30,5,0.20,0.2660
tr21,30,5,0.25,0.2815
tr21,30,5,0.30,0.2661
tr21,30,5,0.35,0.2444
tr21,30,5,0.40,0.2128
tr21,30,5,0.45,0.1909
tr21,30,5,0.50,0.1742
tr21,30,5,0.55,0.1398
tr21,30,5,0.60,0.0910
tr21,30,5,0.65,0.0761
tr21,30,5,0.70,0.0579
tr21,30,5,0.75,0.0491
tr21,30,5,0.80,0.0306
tr21,30,5,0.85,0.0190
tr21,30,5,0.90,0.0056
tr21,30,5,0.95,0.0000
tr21,30,5,average+1sigma,0.1019
tr21,30,5,average+2sigma,0.0912
tr21,30,5,average+3sigma,0.0816
tr21,30,5,average-1sigma,0.1311
tr21,30,5,average-2sigma,0.1559
tr21,30,5,average-3sigma,0.1857
tr21,30,5,average,0.1193
tr21,30,5,minimum,0.2532
tr21,30,7,0.05,0.1970
tr21,30,7,0.10,0.2325
tr21,30,7,0.15,0.2575
tr21,30,7,0.20,0.2678
tr21,30,7,0.25,0.2764
tr21,30,7,0.30,0.2624
tr21,30,7,0.35,0.2430
tr21,30,7,0.40,0.2194
tr21,30,7,0.45,0.1947
tr21,30,7,0.50,0.1724
tr21,30,7,0.55,0.1386
tr21,30,7,0.60,0.1023
tr21,30,7,0.65,0.0866
tr21,30,7,0.70,0.0727
tr21,30,7,0.75,0.0492
tr21,30,7,0.80,0.0298
tr21,30,7,0.85,0.0186
tr21,30,7,0.90,0.0048
tr21,30,7,0.95,0.0000
tr21,30,7,average+1sigma,0.0993
tr21,30,7,average+2sigma,0.0848
tr21,30,7,average+3sigma,0.0733
tr21,30,7,average-1sigma,0.1242
tr21,30,7,average-2sigma,0.1394
tr21,30,7,average-3sigma,0.1617
tr21,30,7,average,0.1145
tr21,30,7,minimum,0.2635
tr21,30,9,0.05,0.1970
tr21,30,9,0.10,0.2325
tr21,30,9,0.15,0.2560
tr21,30,9,0.20,0.2672
tr21,30,9,0.25,0.2760
tr21,30,9,0.30,0.2681
tr21,30,9,0.35,0.2480
tr21,30,9,0.40,0.2196
tr21,30,9,0.45,0.2022
tr21,30,9,0.50,0.1772
tr21,30,9,0.55,0.1564
tr21,30,9,0.60,0.1255
tr21,30,9,0.65,0.0968
tr21,30,9,0.70,0.0783
tr21,30,9,0.75,0.0611
tr21,30,9,0.80,0.0411
tr21,30,9,0.85,0.0186
tr21,30,9,0.90,0.0000
tr21,30,9,0.95,0.0000
tr21,30,9,average+1sigma,0.0952
tr21,30,9,average+2sigma,0.0794
tr21,30,9,average+3sigma,0.0707
tr21,30,9,average-1sigma,0.1210
tr21,30,9,average-2sigma,0.1295
tr21,30,9,average-3sigma,0.1471
tr21,30,9,average,0.1099
tr21,30,9,minimum,0.2582
tr21,5,11,0.05,0.3082
tr21,5,11,0.10,0.4424
tr21,5,11,0.15,0.4609
tr21,5,11,0.20,0.4361
tr21,5,11,0.25,0.3727
tr21,5,11,0.30,0.2957
tr21,5,11,0.35,0.2490
tr21,5,11,0.40,0.2035
tr21,5,11,0.45,0.1257
tr21,5,11,0.50,0.0833
tr21,5,11,0.55,0.0587
tr21,5,11,0.60,0.0340
tr21,5,11,0.65,0.0286
tr21,5,11,0.70,0.0276
tr21,5,11,0.75,0.0207
tr21,5,11,0.80,0.0109
tr21,5,11,0.85,0.0077
tr21,5,11,0.90,0.0021
tr21,5,11,0.95,0.0000
tr21,5,11,average+1sigma,0.0012
tr21,5,11,average+2sigma,0.0000
tr21,5,11,average+3sigma,0.0000
tr21,5,11,average-1sigma,0.0243
tr21,5,11,average-2sigma,0.0573
tr21,5,11,average-3sigma,0.1061
tr21,5,11,average,0.0083
tr21,5,11,minimum,0.1284
tr21,5,13,0.05,0.3082
tr21,5,13,0.10,0.4424
tr21,5,13,0.15,0.4609
tr21,5,13,0.20,0.4361
tr21,5,13,0.25,0.3727
tr21,5,13,0.30,0.2957
tr21,5,13,0.35,0.2490
tr21,5,13,0.40,0.2035
tr21,5,13,0.45,0.1257
tr21,5,13,0.50,0.0833
tr21,5,13,0.55,0.0587
tr21,5,13,0.60,0.0340
tr21,5,13,0.65,0.0286
tr21,5,13,0.70,0.0276
tr21,5,13,0.75,0.0207
tr21,5,13,0.80,0.0109
tr21,5,13,0.85,0.0077
tr21,5,13,0.90,0.0021
tr21,5,13,0.95,0.0000
tr21,5,13,average+1sigma,0.0012
tr21,5,13,average+2sigma,0.0000
tr21,5,13,average+3sigma,0.0000
tr21,5,13,average-1sigma,0.0243
tr21,5,13,average-2sigma,0.0573
tr21,5,13,average-3sigma,0.1061
tr21,5,13,average,0.0083
tr21,5,13,minimum,0.1284
tr21,5,15,0.05,0.3082
tr21,5,15,0.10,0.4424
tr21,5,15,0.15,0.4609
tr21,5,15,0.20,0.4361
tr21,5,15,0.25,0.3727
tr21,5,15,0.30,0.2957
tr21,5,15,0.35,0.2490
tr21,5,15,0.40,0.2035
tr21,5,15,0.45,0.1257
tr21,5,15,0.50,0.0833
tr21,5,15,0.55,0.0587
