Text Collection,Classifier (NB/EM),# of Positive Labeled Documents,α,λ,# of iterations (m),Weight of Unlabeled Documents in EM,F1 Score,Standard Deviation,Negative Precision
tr23,EM,1,0.99,0.8,3,0.1,0.0000,0.0000,0.8416
tr23,EM,1,0.99,0.8,3,0.3,0.0000,0.0000,0.8416
tr23,EM,1,0.99,0.8,3,0.5,0.0000,0.0000,0.8416
tr23,EM,1,0.99,0.8,3,0.7,0.0000,0.0000,0.8416
tr23,EM,1,0.99,0.8,3,0.9,0.0000,0.0000,0.8416
tr23,EM,5,0.99,0.6,1,0.1,0.0570,0.0723,0.8573
tr23,EM,5,0.99,0.6,1,0.3,0.0597,0.0763,0.8573
tr23,EM,5,0.99,0.6,1,0.5,0.0634,0.0789,0.8573
tr23,EM,5,0.99,0.6,1,0.7,0.0574,0.0737,0.8573
tr23,EM,5,0.99,0.6,1,0.9,0.0311,0.0619,0.8573
tr23,EM,5,0.99,0.6,2,0.1,0.0338,0.0518,0.8544
tr23,EM,5,0.99,0.6,2,0.3,0.0303,0.0516,0.8544
tr23,EM,5,0.99,0.6,2,0.5,0.0215,0.0500,0.8544
tr23,EM,5,0.99,0.6,2,0.7,0.0125,0.0453,0.8544
tr23,EM,5,0.99,0.6,2,0.9,0.0034,0.0234,0.8544
tr23,EM,5,0.99,0.6,3,0.1,0.0322,0.0505,0.8565
tr23,EM,5,0.99,0.6,3,0.3,0.0303,0.0522,0.8565
tr23,EM,5,0.99,0.6,3,0.5,0.0207,0.0518,0.8565
tr23,EM,5,0.99,0.6,3,0.7,0.0124,0.0406,0.8565
tr23,EM,5,0.99,0.6,3,0.9,0.0067,0.0261,0.8565
tr23,EM,5,0.99,0.7,1,0.1,0.0678,0.0857,0.8634
tr23,EM,5,0.99,0.7,1,0.3,0.0684,0.0859,0.8634
tr23,EM,5,0.99,0.7,1,0.5,0.0689,0.0877,0.8634
tr23,EM,5,0.99,0.7,1,0.7,0.0769,0.0961,0.8634
tr23,EM,5,0.99,0.7,1,0.9,0.0618,0.1000,0.8634
tr23,EM,5,0.99,0.7,2,0.1,0.0432,0.0530,0.8547
tr23,EM,5,0.99,0.7,2,0.3,0.0406,0.0539,0.8547
tr23,EM,5,0.99,0.7,2,0.5,0.0344,0.0521,0.8547
tr23,EM,5,0.99,0.7,2,0.7,0.0180,0.0492,0.8547
tr23,EM,5,0.99,0.7,2,0.9,0.0034,0.0234,0.8547
tr23,EM,5,0.99,0.7,3,0.1,0.0203,0.0370,0.8531
tr23,EM,5,0.99,0.7,3,0.3,0.0146,0.0283,0.8531
tr23,EM,5,0.99,0.7,3,0.5,0.0048,0.0192,0.8531
tr23,EM,5,0.99,0.7,3,0.7,0.0004,0.0029,0.8531
tr23,EM,5,0.99,0.7,3,0.9,0.0004,0.0029,0.8531
tr23,EM,5,0.99,0.8,1,0.1,0.0758,0.0908,0.8739
tr23,EM,5,0.99,0.8,1,0.3,0.0758,0.0915,0.8739
tr23,EM,5,0.99,0.8,1,0.5,0.0732,0.0916,0.8739
tr23,EM,5,0.99,0.8,1,0.7,0.0753,0.0922,0.8739
tr23,EM,5,0.99,0.8,1,0.9,0.0755,0.0961,0.8739
tr23,EM,5,0.99,0.8,2,0.1,0.0372,0.0516,0.8564
tr23,EM,5,0.99,0.8,2,0.3,0.0354,0.0532,0.8564
tr23,EM,5,0.99,0.8,2,0.5,0.0320,0.0508,0.8564
tr23,EM,5,0.99,0.8,2,0.7,0.0150,0.0433,0.8564
tr23,EM,5,0.99,0.8,2,0.9,0.0027,0.0155,0.8564
tr23,EM,5,0.99,0.8,3,0.1,0.0332,0.0489,0.8543
tr23,EM,5,0.99,0.8,3,0.3,0.0289,0.0480,0.8543
tr23,EM,5,0.99,0.8,3,0.5,0.0198,0.0476,0.8543
tr23,EM,5,0.99,0.8,3,0.7,0.0144,0.0458,0.8543
tr23,EM,5,0.99,0.8,3,0.9,0.0053,0.0250,0.8543
tr23,EM,10,0.99,0.6,1,0.1,0.0559,0.0588,0.8474
tr23,EM,10,0.99,0.6,1,0.3,0.0551,0.0570,0.8474
tr23,EM,10,0.99,0.6,1,0.5,0.0550,0.0605,0.8474
tr23,EM,10,0.99,0.6,1,0.7,0.0562,0.0637,0.8474
tr23,EM,10,0.99,0.6,1,0.9,0.0501,0.0886,0.8474
tr23,EM,10,0.99,0.6,2,0.1,0.0524,0.0647,0.8446
tr23,EM,10,0.99,0.6,2,0.3,0.0428,0.0610,0.8446
tr23,EM,10,0.99,0.6,2,0.5,0.0336,0.0562,0.8446
tr23,EM,10,0.99,0.6,2,0.7,0.0198,0.0632,0.8446
tr23,EM,10,0.99,0.6,2,0.9,0.0102,0.0431,0.8446
tr23,EM,10,0.99,0.6,3,0.1,0.0486,0.0640,0.8459
tr23,EM,10,0.99,0.6,3,0.3,0.0435,0.0630,0.8459
tr23,EM,10,0.99,0.6,3,0.5,0.0344,0.0541,0.8459
tr23,EM,10,0.99,0.6,3,0.7,0.0143,0.0502,0.8459
tr23,EM,10,0.99,0.6,3,0.9,0.0074,0.0368,0.8459
tr23,EM,10,0.99,0.7,1,0.1,0.0612,0.0575,0.8512
tr23,EM,10,0.99,0.7,1,0.3,0.0647,0.0634,0.8512
tr23,EM,10,0.99,0.7,1,0.5,0.0600,0.0540,0.8512
tr23,EM,10,0.99,0.7,1,0.7,0.0592,0.0585,0.8512
tr23,EM,10,0.99,0.7,1,0.9,0.0621,0.0703,0.8512
tr23,EM,10,0.99,0.7,2,0.1,0.0522,0.0612,0.8415
tr23,EM,10,0.99,0.7,2,0.3,0.0509,0.0604,0.8415
tr23,EM,10,0.99,0.7,2,0.5,0.0430,0.0595,0.8415
tr23,EM,10,0.99,0.7,2,0.7,0.0252,0.0719,0.8415
tr23,EM,10,0.99,0.7,2,0.9,0.0133,0.0653,0.8415
tr23,EM,10,0.99,0.7,3,0.1,0.0413,0.0588,0.8425
tr23,EM,10,0.99,0.7,3,0.3,0.0318,0.0583,0.8425
tr23,EM,10,0.99,0.7,3,0.5,0.0237,0.0561,0.8425
tr23,EM,10,0.99,0.7,3,0.7,0.0113,0.0509,0.8425
tr23,EM,10,0.99,0.7,3,0.9,0.0076,0.0470,0.8425
tr23,EM,10,0.99,0.8,1,0.1,0.0662,0.0695,0.8629
tr23,EM,10,0.99,0.8,1,0.3,0.0671,0.0711,0.8629
tr23,EM,10,0.99,0.8,1,0.5,0.0678,0.0722,0.8629
tr23,EM,10,0.99,0.8,1,0.7,0.0683,0.0737,0.8629
tr23,EM,10,0.99,0.8,1,0.9,0.0641,0.0533,0.8629
tr23,EM,10,0.99,0.8,2,0.1,0.0638,0.0688,0.8469
tr23,EM,10,0.99,0.8,2,0.3,0.0661,0.0713,0.8469
tr23,EM,10,0.99,0.8,2,0.5,0.0716,0.0898,0.8469
tr23,EM,10,0.99,0.8,2,0.7,0.0335,0.0706,0.8469
tr23,EM,10,0.99,0.8,2,0.9,0.0118,0.0511,0.8469
tr23,EM,10,0.99,0.8,3,0.1,0.0477,0.0599,0.8437
tr23,EM,10,0.99,0.8,3,0.3,0.0433,0.0572,0.8437
tr23,EM,10,0.99,0.8,3,0.5,0.0378,0.0612,0.8437
tr23,EM,10,0.99,0.8,3,0.7,0.0228,0.0675,0.8437
tr23,EM,10,0.99,0.8,3,0.9,0.0120,0.0489,0.8437
tr23,EM,20,0.99,0.6,1,0.1,0.0871,0.0986,0.7914
tr23,EM,20,0.99,0.6,1,0.3,0.0991,0.1055,0.7914
tr23,EM,20,0.99,0.6,1,0.5,0.1033,0.1089,0.7914
tr23,EM,20,0.99,0.6,1,0.7,0.1136,0.1165,0.7914
tr23,EM,20,0.99,0.6,1,0.9,0.0731,0.0890,0.7914
tr23,EM,20,0.99,0.6,2,0.1,0.0777,0.0809,0.7812
tr23,EM,20,0.99,0.6,2,0.3,0.0818,0.0890,0.7812
tr23,EM,20,0.99,0.6,2,0.5,0.0759,0.0892,0.7812
tr23,EM,20,0.99,0.6,2,0.7,0.0443,0.0757,0.7812
tr23,EM,20,0.99,0.6,2,0.9,0.0191,0.0370,0.7812
tr23,EM,20,0.99,0.6,3,0.1,0.0861,0.0807,0.7844
tr23,EM,20,0.99,0.6,3,0.3,0.0872,0.0861,0.7844
tr23,EM,20,0.99,0.6,3,0.5,0.0850,0.0902,0.7844
tr23,EM,20,0.99,0.6,3,0.7,0.0504,0.0760,0.7844
tr23,EM,20,0.99,0.6,3,0.9,0.0274,0.0520,0.7844
tr23,EM,20,0.99,0.7,1,0.1,0.0851,0.0997,0.7895
tr23,EM,20,0.99,0.7,1,0.3,0.0863,0.1023,0.7895
tr23,EM,20,0.99,0.7,1,0.5,0.0872,0.1032,0.7895
tr23,EM,20,0.99,0.7,1,0.7,0.0885,0.1035,0.7895
tr23,EM,20,0.99,0.7,1,0.9,0.0583,0.0606,0.7895
tr23,EM,20,0.99,0.7,2,0.1,0.0774,0.0822,0.7741
tr23,EM,20,0.99,0.7,2,0.3,0.0773,0.0845,0.7741
tr23,EM,20,0.99,0.7,2,0.5,0.0731,0.0829,0.7741
tr23,EM,20,0.99,0.7,2,0.7,0.0354,0.0661,0.7741
tr23,EM,20,0.99,0.7,2,0.9,0.0046,0.0158,0.7741
tr23,EM,20,0.99,0.7,3,0.1,0.0817,0.0879,0.7759
tr23,EM,20,0.99,0.7,3,0.3,0.0800,0.0900,0.7759
tr23,EM,20,0.99,0.7,3,0.5,0.0640,0.0697,0.7759
tr23,EM,20,0.99,0.7,3,0.7,0.0301,0.0610,0.7759
tr23,EM,20,0.99,0.7,3,0.9,0.0063,0.0216,0.7759
tr23,EM,20,0.99,0.8,1,0.1,0.0875,0.1079,0.7988
tr23,EM,20,0.99,0.8,1,0.3,0.0889,0.1077,0.7988
tr23,EM,20,0.99,0.8,1,0.5,0.0938,0.1070,0.7988
tr23,EM,20,0.99,0.8,1,0.7,0.0950,0.1077,0.7988
tr23,EM,20,0.99,0.8,1,0.9,0.0967,0.1050,0.7988
tr23,EM,20,0.99,0.8,2,0.1,0.0949,0.0891,0.7861
tr23,EM,20,0.99,0.8,2,0.3,0.0983,0.0912,0.7861
tr23,EM,20,0.99,0.8,2,0.5,0.0999,0.0941,0.7861
tr23,EM,20,0.99,0.8,2,0.7,0.0768,0.0941,0.7861
tr23,EM,20,0.99,0.8,2,0.9,0.0171,0.0444,0.7861
tr23,EM,20,0.99,0.8,3,0.1,0.0945,0.0826,0.7876
tr23,EM,20,0.99,0.8,3,0.3,0.0953,0.0852,0.7876
tr23,EM,20,0.99,0.8,3,0.5,0.0870,0.0840,0.7876
tr23,EM,20,0.99,0.8,3,0.7,0.0524,0.0809,0.7876
tr23,EM,20,0.99,0.8,3,0.9,0.0188,0.0389,0.7876
tr23,EM,30,0.99,0.6,1,0.1,0.0538,0.0590,0.8021
tr23,EM,30,0.99,0.6,1,0.3,0.0567,0.0630,0.8021
tr23,EM,30,0.99,0.6,1,0.5,0.0561,0.0688,0.8021
tr23,EM,30,0.99,0.6,1,0.7,0.0731,0.0835,0.8021
tr23,EM,30,0.99,0.6,1,0.9,0.0789,0.0966,0.8021
tr23,EM,30,0.99,0.6,2,0.1,0.0625,0.0862,0.7982
tr23,EM,30,0.99,0.6,2,0.3,0.0739,0.0970,0.7982
tr23,EM,30,0.99,0.6,2,0.5,0.0712,0.0970,0.7982
tr23,EM,30,0.99,0.6,2,0.7,0.0700,0.1030,0.7982
tr23,EM,30,0.99,0.6,2,0.9,0.0307,0.0717,0.7982
tr23,EM,30,0.99,0.6,3,0.1,0.0714,0.0942,0.8013
tr23,EM,30,0.99,0.6,3,0.3,0.0779,0.0950,0.8013
tr23,EM,30,0.99,0.6,3,0.5,0.0744,0.0958,0.8013
tr23,EM,30,0.99,0.6,3,0.7,0.0812,0.1084,0.8013
tr23,EM,30,0.99,0.6,3,0.9,0.0318,0.0719,0.8013
tr23,EM,30,0.99,0.7,1,0.1,0.0504,0.0573,0.8014
tr23,EM,30,0.99,0.7,1,0.3,0.0487,0.0576,0.8014
tr23,EM,30,0.99,0.7,1,0.5,0.0515,0.0667,0.8014
tr23,EM,30,0.99,0.7,1,0.7,0.0553,0.0659,0.8014
tr23,EM,30,0.99,0.7,1,0.9,0.0630,0.0674,0.8014
tr23,EM,30,0.99,0.7,2,0.1,0.0784,0.0958,0.8004
tr23,EM,30,0.99,0.7,2,0.3,0.0867,0.1071,0.8004
tr23,EM,30,0.99,0.7,2,0.5,0.0801,0.1065,0.8004
tr23,EM,30,0.99,0.7,2,0.7,0.0692,0.1081,0.8004
tr23,EM,30,0.99,0.7,2,0.9,0.0339,0.0931,0.8004
tr23,EM,30,0.99,0.7,3,0.1,0.0675,0.0925,0.7980
tr23,EM,30,0.99,0.7,3,0.3,0.0769,0.0964,0.7980
tr23,EM,30,0.99,0.7,3,0.5,0.0722,0.0977,0.7980
tr23,EM,30,0.99,0.7,3,0.7,0.0736,0.1122,0.7980
tr23,EM,30,0.99,0.7,3,0.9,0.0275,0.0718,0.7980
tr23,EM,30,0.99,0.8,1,0.1,0.0532,0.0463,0.8072
tr23,EM,30,0.99,0.8,1,0.3,0.0524,0.0485,0.8072
tr23,EM,30,0.99,0.8,1,0.5,0.0550,0.0536,0.8072
tr23,EM,30,0.99,0.8,1,0.7,0.0573,0.0613,0.8072
tr23,EM,30,0.99,0.8,1,0.9,0.0594,0.0614,0.8072
tr23,EM,30,0.99,0.8,2,0.1,0.0667,0.0774,0.8002
tr23,EM,30,0.99,0.8,2,0.3,0.0718,0.0833,0.8002
tr23,EM,30,0.99,0.8,2,0.5,0.0768,0.0893,0.8002
tr23,EM,30,0.99,0.8,2,0.7,0.0579,0.0719,0.8002
tr23,EM,30,0.99,0.8,2,0.9,0.0364,0.0711,0.8002
tr23,EM,30,0.99,0.8,3,0.1,0.0863,0.0847,0.7971
tr23,EM,30,0.99,0.8,3,0.3,0.0885,0.0879,0.7971
tr23,EM,30,0.99,0.8,3,0.5,0.0797,0.0825,0.7971
tr23,EM,30,0.99,0.8,3,0.7,0.0565,0.0839,0.7971
tr23,EM,30,0.99,0.8,3,0.9,0.0239,0.0519,0.7971
tr23,NB,1,0.99,0.6,1,0.1,0.0072,0.0162,0.8472
tr23,NB,1,0.99,0.6,2,0.1,0.0072,0.0162,0.8421
tr23,NB,1,0.99,0.6,3,0.1,0.0072,0.0162,0.8430
tr23,NB,1,0.99,0.7,1,0.1,0.0072,0.0162,0.8520
tr23,NB,1,0.99,0.7,2,0.1,0.0072,0.0162,0.8424
tr23,NB,1,0.99,0.7,3,0.1,0.0072,0.0162,0.8415
tr23,NB,1,0.99,0.8,1,0.1,0.0076,0.0172,0.8546
tr23,NB,1,0.99,0.8,2,0.1,0.0072,0.0162,0.8439
tr23,NB,1,0.99,0.8,3,0.1,0.0072,0.0162,0.8416
tr23,NB,5,0.99,0.6,1,0.1,0.0072,0.0163,0.8573
tr23,NB,5,0.99,0.6,2,0.1,0.0072,0.0163,0.8544
tr23,NB,5,0.99,0.6,3,0.1,0.0093,0.0204,0.8565
tr23,NB,5,0.99,0.7,1,0.1,0.0072,0.0163,0.8634
tr23,NB,5,0.99,0.7,2,0.1,0.0072,0.0163,0.8547
tr23,NB,5,0.99,0.7,3,0.1,0.0072,0.0163,0.8531
tr23,NB,5,0.99,0.8,1,0.1,0.0129,0.0242,0.8739
tr23,NB,5,0.99,0.8,2,0.1,0.0072,0.0163,0.8564
tr23,NB,5,0.99,0.8,3,0.1,0.0076,0.0174,0.8543
tr23,NB,10,0.99,0.6,1,0.1,0.0105,0.0214,0.8474
tr23,NB,10,0.99,0.6,2,0.1,0.0123,0.0227,0.8446
tr23,NB,10,0.99,0.6,3,0.1,0.0100,0.0208,0.8459
tr23,NB,10,0.99,0.7,1,0.1,0.0091,0.0198,0.8512
tr23,NB,10,0.99,0.7,2,0.1,0.0082,0.0178,0.8415
tr23,NB,10,0.99,0.7,3,0.1,0.0087,0.0191,0.8425
tr23,NB,10,0.99,0.8,1,0.1,0.0151,0.0273,0.8629
tr23,NB,10,0.99,0.8,2,0.1,0.0091,0.0198,0.8469
tr23,NB,10,0.99,0.8,3,0.1,0.0114,0.0234,0.8437
tr23,NB,20,0.99,0.6,1,0.1,0.0287,0.0375,0.7914
tr23,NB,20,0.99,0.6,2,0.1,0.0251,0.0357,0.7812
tr23,NB,20,0.99,0.6,3,0.1,0.0327,0.0474,0.7844
tr23,NB,20,0.99,0.7,1,0.1,0.0295,0.0384,0.7895
tr23,NB,20,0.99,0.7,2,0.1,0.0146,0.0232,0.7741
tr23,NB,20,0.99,0.7,3,0.1,0.0155,0.0268,0.7759
tr23,NB,20,0.99,0.8,1,0.1,0.0364,0.0417,0.7988
tr23,NB,20,0.99,0.8,2,0.1,0.0146,0.0232,0.7861
tr23,NB,20,0.99,0.8,3,0.1,0.0285,0.0371,0.7876
tr23,NB,30,0.99,0.6,1,0.1,0.0307,0.0576,0.8021
tr23,NB,30,0.99,0.6,2,0.1,0.0317,0.0584,0.7982
tr23,NB,30,0.99,0.6,3,0.1,0.0328,0.0587,0.8013
tr23,NB,30,0.99,0.7,1,0.1,0.0328,0.0582,0.8014
tr23,NB,30,0.99,0.7,2,0.1,0.0307,0.0576,0.8004
tr23,NB,30,0.99,0.7,3,0.1,0.0307,0.0571,0.7980
tr23,NB,30,0.99,0.8,1,0.1,0.0351,0.0577,0.8072
tr23,NB,30,0.99,0.8,2,0.1,0.0180,0.0291,0.8002
tr23,NB,30,0.99,0.8,3,0.1,0.0312,0.0534,0.7971
tr11,EM,1,0.99,0.6,1,0.1,0.0003,0.0030,0.8926
tr11,EM,1,0.99,0.6,1,0.3,0.0014,0.0104,0.8926
tr11,EM,1,0.99,0.6,1,0.5,0.0123,0.0262,0.8926
tr11,EM,1,0.99,0.6,1,0.7,0.0168,0.0314,0.8926
tr11,EM,1,0.99,0.6,1,0.9,0.0228,0.0431,0.8926
tr11,EM,1,0.99,0.6,2,0.1,0.0274,0.0467,0.8948
tr11,EM,1,0.99,0.6,2,0.3,0.0304,0.0428,0.8948
tr11,EM,1,0.99,0.6,2,0.5,0.0348,0.0385,0.8948
tr11,EM,1,0.99,0.6,2,0.7,0.0385,0.0422,0.8948
tr11,EM,1,0.99,0.6,2,0.9,0.0384,0.0418,0.8948
tr11,EM,1,0.99,0.6,3,0.1,0.0554,0.0695,0.8951
tr11,EM,1,0.99,0.6,3,0.3,0.0624,0.0669,0.8951
tr11,EM,1,0.99,0.6,3,0.5,0.0617,0.0686,0.8951
tr11,EM,1,0.99,0.6,3,0.7,0.0640,0.0651,0.8951
tr11,EM,1,0.99,0.6,3,0.9,0.0629,0.0644,0.8951
tr11,EM,1,0.99,0.7,1,0.1,0.0003,0.0030,0.8921
tr11,EM,1,0.99,0.7,1,0.3,0.0003,0.0030,0.8921
tr11,EM,1,0.99,0.7,1,0.5,0.0003,0.0030,0.8921
tr11,EM,1,0.99,0.7,1,0.7,0.0010,0.0043,0.8921
tr11,EM,1,0.99,0.7,1,0.9,0.0013,0.0066,0.8921
tr11,EM,1,0.99,0.7,2,0.1,0.0565,0.0726,0.8966
tr11,EM,1,0.99,0.7,2,0.3,0.0677,0.0680,0.8966
tr11,EM,1,0.99,0.7,2,0.5,0.0724,0.0656,0.8966
tr11,EM,1,0.99,0.7,2,0.7,0.0687,0.0645,0.8966
tr11,EM,1,0.99,0.7,2,0.9,0.0692,0.0674,0.8966
tr11,EM,1,0.99,0.7,3,0.1,0.0266,0.0357,0.8949
tr11,EM,1,0.99,0.7,3,0.3,0.0282,0.0407,0.8949
tr11,EM,1,0.99,0.7,3,0.5,0.0380,0.0513,0.8949
tr11,EM,1,0.99,0.7,3,0.7,0.0381,0.0513,0.8949
tr11,EM,1,0.99,0.7,3,0.9,0.0387,0.0536,0.8949
tr11,EM,1,0.99,0.8,1,0.1,0.0003,0.0030,0.8920
tr11,EM,1,0.99,0.8,1,0.3,0.0003,0.0030,0.8920
tr11,EM,1,0.99,0.8,1,0.5,0.0003,0.0030,0.8920
tr11,EM,1,0.99,0.8,1,0.7,0.0003,0.0030,0.8920
tr11,EM,1,0.99,0.8,1,0.9,0.0006,0.0060,0.8920
tr11,EM,1,0.99,0.8,2,0.1,0.0082,0.0231,0.8921
tr11,EM,1,0.99,0.8,2,0.3,0.0082,0.0231,0.8921
tr11,EM,1,0.99,0.8,2,0.5,0.0097,0.0275,0.8921
tr11,EM,1,0.99,0.8,2,0.7,0.0128,0.0362,0.8921
tr11,EM,1,0.99,0.8,2,0.9,0.0128,0.0362,0.8921
tr11,EM,1,0.99,0.8,3,0.1,0.0368,0.0500,0.8959
tr11,EM,1,0.99,0.8,3,0.3,0.0423,0.0552,0.8959
tr11,EM,1,0.99,0.8,3,0.5,0.0518,0.0573,0.8959
tr11,EM,1,0.99,0.8,3,0.7,0.0552,0.0581,0.8959
tr11,EM,1,0.99,0.8,3,0.9,0.0552,0.0600,0.8959
tr11,EM,5,0.99,0.6,1,0.1,0.0270,0.0732,0.9110
tr11,EM,5,0.99,0.6,1,0.3,0.0221,0.0537,0.9110
tr11,EM,5,0.99,0.6,1,0.5,0.0255,0.0451,0.9110
tr11,EM,5,0.99,0.6,1,0.7,0.0311,0.0459,0.9110
tr11,EM,5,0.99,0.6,1,0.9,0.0345,0.0487,0.9110
tr11,EM,5,0.99,0.6,2,0.1,0.0841,0.1267,0.9177
tr11,EM,5,0.99,0.6,2,0.3,0.0888,0.1243,0.9177
tr11,EM,5,0.99,0.6,2,0.5,0.0944,0.1254,0.9177
tr11,EM,5,0.99,0.6,2,0.7,0.0912,0.1165,0.9177
tr11,EM,5,0.99,0.6,2,0.9,0.0887,0.1105,0.9177
tr11,EM,5,0.99,0.6,3,0.1,0.1003,0.1202,0.9198
tr11,EM,5,0.99,0.6,3,0.3,0.1048,0.1125,0.9198
tr11,EM,5,0.99,0.6,3,0.5,0.1046,0.1099,0.9198
tr11,EM,5,0.99,0.6,3,0.7,0.1007,0.1028,0.9198
tr11,EM,5,0.99,0.6,3,0.9,0.0994,0.1010,0.9198
tr11,EM,5,0.99,0.7,1,0.1,0.0345,0.0714,0.9115
tr11,EM,5,0.99,0.7,1,0.3,0.0171,0.0596,0.9115
tr11,EM,5,0.99,0.7,1,0.5,0.0132,0.0414,0.9115
tr11,EM,5,0.99,0.7,1,0.7,0.0117,0.0335,0.9115
tr11,EM,5,0.99,0.7,1,0.9,0.0121,0.0337,0.9115
tr11,EM,5,0.99,0.7,2,0.1,0.1080,0.1199,0.9226
tr11,EM,5,0.99,0.7,2,0.3,0.1117,0.1060,0.9226
tr11,EM,5,0.99,0.7,2,0.5,0.1110,0.0996,0.9226
tr11,EM,5,0.99,0.7,2,0.7,0.1092,0.0963,0.9226
tr11,EM,5,0.99,0.7,2,0.9,0.1106,0.0972,0.9226
tr11,EM,5,0.99,0.7,3,0.1,0.0658,0.0962,0.9169
tr11,EM,5,0.99,0.7,3,0.3,0.0759,0.1010,0.9169
tr11,EM,5,0.99,0.7,3,0.5,0.0789,0.0979,0.9169
tr11,EM,5,0.99,0.7,3,0.7,0.0771,0.0942,0.9169
tr11,EM,5,0.99,0.7,3,0.9,0.0743,0.0937,0.9169
tr11,EM,5,0.99,0.8,1,0.1,0.0371,0.0755,0.9117
tr11,EM,5,0.99,0.8,1,0.3,0.0195,0.0640,0.9117
tr11,EM,5,0.99,0.8,1,0.5,0.0118,0.0408,0.9117
tr11,EM,5,0.99,0.8,1,0.7,0.0115,0.0407,0.9117
tr11,EM,5,0.99,0.8,1,0.9,0.0092,0.0323,0.9117
tr11,EM,5,0.99,0.8,2,0.1,0.0218,0.0434,0.9092
tr11,EM,5,0.99,0.8,2,0.3,0.0203,0.0454,0.9092
tr11,EM,5,0.99,0.8,2,0.5,0.0176,0.0454,0.9092
tr11,EM,5,0.99,0.8,2,0.7,0.0182,0.0481,0.9092
tr11,EM,5,0.99,0.8,2,0.9,0.0184,0.0481,0.9092
tr11,EM,5,0.99,0.8,3,0.1,0.0820,0.1021,0.9183
tr11,EM,5,0.99,0.8,3,0.3,0.0927,0.1035,0.9183
tr11,EM,5,0.99,0.8,3,0.5,0.0930,0.0977,0.9183
tr11,EM,5,0.99,0.8,3,0.7,0.0926,0.0977,0.9183
tr11,EM,5,0.99,0.8,3,0.9,0.0899,0.0976,0.9183
tr11,EM,10,0.99,0.6,1,0.1,0.1724,0.2227,0.9369
tr11,EM,10,0.99,0.6,1,0.3,0.1543,0.1734,0.9369
tr11,EM,10,0.99,0.6,1,0.5,0.1533,0.1747,0.9369
tr11,EM,10,0.99,0.6,1,0.7,0.1521,0.1590,0.9369
tr11,EM,10,0.99,0.6,1,0.9,0.1409,0.1288,0.9369
tr11,EM,10,0.99,0.6,2,0.1,0.1491,0.1411,0.9400
tr11,EM,10,0.99,0.6,2,0.3,0.1542,0.1294,0.9400
tr11,EM,10,0.99,0.6,2,0.5,0.1563,0.1330,0.9400
tr11,EM,10,0.99,0.6,2,0.7,0.1499,0.1193,0.9400
tr11,EM,10,0.99,0.6,2,0.9,0.1468,0.1118,0.9400
tr11,EM,10,0.99,0.6,3,0.1,0.1408,0.1113,0.9403
tr11,EM,10,0.99,0.6,3,0.3,0.1375,0.1009,0.9403
tr11,EM,10,0.99,0.6,3,0.5,0.1362,0.0983,0.9403
tr11,EM,10,0.99,0.6,3,0.7,0.1349,0.0939,0.9403
tr11,EM,10,0.99,0.6,3,0.9,0.1342,0.0931,0.9403
tr11,EM,10,0.99,0.7,1,0.1,0.1767,0.1961,0.9321
tr11,EM,10,0.99,0.7,1,0.3,0.1699,0.1961,0.9321
tr11,EM,10,0.99,0.7,1,0.5,0.1794,0.2009,0.9321
tr11,EM,10,0.99,0.7,1,0.7,0.1540,0.1965,0.9321
tr11,EM,10,0.99,0.7,1,0.9,0.1203,0.1628,0.9321
tr11,EM,10,0.99,0.7,2,0.1,0.1451,0.1107,0.9411
tr11,EM,10,0.99,0.7,2,0.3,0.1399,0.0964,0.9411
tr11,EM,10,0.99,0.7,2,0.5,0.1390,0.0908,0.9411
tr11,EM,10,0.99,0.7,2,0.7,0.1370,0.0875,0.9411
tr11,EM,10,0.99,0.7,2,0.9,0.1354,0.0874,0.9411
tr11,EM,10,0.99,0.7,3,0.1,0.1319,0.1225,0.9394
tr11,EM,10,0.99,0.7,3,0.3,0.1435,0.1222,0.9394
tr11,EM,10,0.99,0.7,3,0.5,0.1397,0.1162,0.9394
tr11,EM,10,0.99,0.7,3,0.7,0.1375,0.1120,0.9394
tr11,EM,10,0.99,0.7,3,0.9,0.1367,0.1131,0.9394
tr11,EM,10,0.99,0.8,1,0.1,0.1839,0.2031,0.9330
tr11,EM,10,0.99,0.8,1,0.3,0.1800,0.2044,0.9330
tr11,EM,10,0.99,0.8,1,0.5,0.2000,0.2230,0.9330
tr11,EM,10,0.99,0.8,1,0.7,0.1569,0.2016,0.9330
tr11,EM,10,0.99,0.8,1,0.9,0.1402,0.1877,0.9330
tr11,EM,10,0.99,0.8,2,0.1,0.1151,0.1387,0.9276
tr11,EM,10,0.99,0.8,2,0.3,0.1176,0.1420,0.9276
tr11,EM,10,0.99,0.8,2,0.5,0.1173,0.1415,0.9276
tr11,EM,10,0.99,0.8,2,0.7,0.1069,0.1288,0.9276
tr11,EM,10,0.99,0.8,2,0.9,0.1025,0.1293,0.9276
tr11,EM,10,0.99,0.8,3,0.1,0.1512,0.1179,0.9445
tr11,EM,10,0.99,0.8,3,0.3,0.1534,0.1145,0.9445
tr11,EM,10,0.99,0.8,3,0.5,0.1474,0.1053,0.9445
tr11,EM,10,0.99,0.8,3,0.7,0.1462,0.1036,0.9445
tr11,EM,10,0.99,0.8,3,0.9,0.1469,0.1058,0.9445
tr11,EM,20,0.99,0.6,1,0.1,0.1607,0.1361,0.9542
