Text Collection,# of Positive Labeled Documents,k,One Class Learning Threshold,F1 Score
SyskillWebert,1,11,0.25,0.0183
SyskillWebert,1,11,0.30,0.0130
SyskillWebert,1,11,0.35,0.0114
SyskillWebert,1,11,0.40,0.0092
SyskillWebert,1,11,0.45,0.0084
SyskillWebert,1,11,0.50,0.0077
SyskillWebert,1,11,0.55,0.0054
SyskillWebert,1,11,0.60,0.0054
SyskillWebert,1,11,0.65,0.0047
SyskillWebert,1,11,0.70,0.0047
SyskillWebert,1,11,0.75,0.0039
SyskillWebert,1,11,0.80,0.0039
SyskillWebert,1,11,0.85,0.0032
SyskillWebert,1,11,0.90,0.0025
SyskillWebert,1,11,0.95,0.0011
SyskillWebert,1,11,average+1sigma,0.0000
SyskillWebert,1,11,average+2sigma,0.0000
SyskillWebert,1,11,average+3sigma,0.0000
SyskillWebert,1,11,average-1sigma,0.0000
SyskillWebert,1,11,average-2sigma,0.0000
SyskillWebert,1,11,average-3sigma,0.0000
SyskillWebert,1,11,average,0.0000
SyskillWebert,1,11,minimum,0.0000
SyskillWebert,1,13,0.05,0.5098
SyskillWebert,1,13,0.10,0.2348
SyskillWebert,1,13,0.15,0.0814
SyskillWebert,1,13,0.20,0.0289
SyskillWebert,1,13,0.25,0.0183
SyskillWebert,1,13,0.30,0.0130
SyskillWebert,1,13,0.35,0.0114
SyskillWebert,1,13,0.40,0.0092
SyskillWebert,1,13,0.45,0.0084
SyskillWebert,1,13,0.50,0.0077
SyskillWebert,1,13,0.55,0.0054
SyskillWebert,1,13,0.60,0.0054
SyskillWebert,1,13,0.65,0.0047
SyskillWebert,1,13,0.70,0.0047
SyskillWebert,1,13,0.75,0.0039
SyskillWebert,1,13,0.80,0.0039
SyskillWebert,1,13,0.85,0.0032
SyskillWebert,1,13,0.90,0.0025
SyskillWebert,1,13,0.95,0.0011
SyskillWebert,1,13,average+1sigma,0.0000
SyskillWebert,1,13,average+2sigma,0.0000
SyskillWebert,1,13,average+3sigma,0.0000
SyskillWebert,1,13,average-1sigma,0.0000
SyskillWebert,1,13,average-2sigma,0.0000
SyskillWebert,1,13,average-3sigma,0.0000
SyskillWebert,1,13,average,0.0000
SyskillWebert,1,13,minimum,0.0000
SyskillWebert,1,15,0.05,0.5098
SyskillWebert,1,15,0.10,0.2348
SyskillWebert,1,15,0.15,0.0814
SyskillWebert,1,15,0.20,0.0289
SyskillWebert,1,15,0.25,0.0183
SyskillWebert,1,15,0.30,0.0130
SyskillWebert,1,15,0.35,0.0114
SyskillWebert,1,15,0.40,0.0092
SyskillWebert,1,15,0.45,0.0084
SyskillWebert,1,15,0.50,0.0077
SyskillWebert,1,15,0.55,0.0054
SyskillWebert,1,15,0.60,0.0054
SyskillWebert,1,15,0.65,0.0047
SyskillWebert,1,15,0.70,0.0047
SyskillWebert,1,15,0.75,0.0039
SyskillWebert,1,15,0.80,0.0039
SyskillWebert,1,15,0.85,0.0032
SyskillWebert,1,15,0.90,0.0025
SyskillWebert,1,15,0.95,0.0011
SyskillWebert,1,15,average+1sigma,0.0000
SyskillWebert,1,15,average+2sigma,0.0000
SyskillWebert,1,15,average+3sigma,0.0000
SyskillWebert,1,15,average-1sigma,0.0000
SyskillWebert,1,15,average-2sigma,0.0000
SyskillWebert,1,15,average-3sigma,0.0000
SyskillWebert,1,15,average,0.0000
SyskillWebert,1,15,minimum,0.0000
SyskillWebert,1,17,0.05,0.5098
SyskillWebert,1,17,0.10,0.2348
SyskillWebert,1,17,0.15,0.0814
SyskillWebert,1,17,0.20,0.0289
SyskillWebert,1,17,0.25,0.0183
SyskillWebert,1,17,0.30,0.0130
SyskillWebert,1,17,0.35,0.0114
SyskillWebert,1,17,0.40,0.0092
SyskillWebert,1,17,0.45,0.0084
SyskillWebert,1,17,0.50,0.0077
SyskillWebert,1,17,0.55,0.0054
SyskillWebert,1,17,0.60,0.0054
SyskillWebert,1,17,0.65,0.0047
SyskillWebert,1,17,0.70,0.0047
SyskillWebert,1,17,0.75,0.0039
SyskillWebert,1,17,0.80,0.0039
SyskillWebert,1,17,0.85,0.0032
SyskillWebert,1,17,0.90,0.0025
SyskillWebert,1,17,0.95,0.0011
SyskillWebert,1,17,average+1sigma,0.0000
SyskillWebert,1,17,average+2sigma,0.0000
SyskillWebert,1,17,average+3sigma,0.0000
SyskillWebert,1,17,average-1sigma,0.0000
SyskillWebert,1,17,average-2sigma,0.0000
SyskillWebert,1,17,average-3sigma,0.0000
SyskillWebert,1,17,average,0.0000
SyskillWebert,1,17,minimum,0.0000
SyskillWebert,1,19,0.05,0.5098
SyskillWebert,1,19,0.10,0.2348
SyskillWebert,1,19,0.15,0.0814
SyskillWebert,1,19,0.20,0.0289
SyskillWebert,1,19,0.25,0.0183
SyskillWebert,1,19,0.30,0.0130
SyskillWebert,1,19,0.35,0.0114
SyskillWebert,1,19,0.40,0.0092
SyskillWebert,1,19,0.45,0.0084
SyskillWebert,1,19,0.50,0.0077
SyskillWebert,1,19,0.55,0.0054
SyskillWebert,1,19,0.60,0.0054
SyskillWebert,1,19,0.65,0.0047
SyskillWebert,1,19,0.70,0.0047
SyskillWebert,1,19,0.75,0.0039
SyskillWebert,1,19,0.80,0.0039
SyskillWebert,1,19,0.85,0.0032
SyskillWebert,1,19,0.90,0.0025
SyskillWebert,1,19,0.95,0.0011
SyskillWebert,1,19,average+1sigma,0.0000
SyskillWebert,1,19,average+2sigma,0.0000
SyskillWebert,1,19,average+3sigma,0.0000
SyskillWebert,1,19,average-1sigma,0.0000
SyskillWebert,1,19,average-2sigma,0.0000
SyskillWebert,1,19,average-3sigma,0.0000
SyskillWebert,1,19,average,0.0000
SyskillWebert,1,19,minimum,0.0000
SyskillWebert,1,1,0.05,0.5098
SyskillWebert,1,1,0.10,0.2348
SyskillWebert,1,1,0.15,0.0814
SyskillWebert,1,1,0.20,0.0289
SyskillWebert,1,1,0.25,0.0183
SyskillWebert,1,1,0.30,0.0130
SyskillWebert,1,1,0.35,0.0114
SyskillWebert,1,1,0.40,0.0092
SyskillWebert,1,1,0.45,0.0084
SyskillWebert,1,1,0.50,0.0077
SyskillWebert,1,1,0.55,0.0054
SyskillWebert,1,1,0.60,0.0054
SyskillWebert,1,1,0.65,0.0047
SyskillWebert,1,1,0.70,0.0047
SyskillWebert,1,1,0.75,0.0039
SyskillWebert,1,1,0.80,0.0039
SyskillWebert,1,1,0.85,0.0032
SyskillWebert,1,1,0.90,0.0025
SyskillWebert,1,1,0.95,0.0011
SyskillWebert,1,1,average+1sigma,0.0000
SyskillWebert,1,1,average+2sigma,0.0000
SyskillWebert,1,1,average+3sigma,0.0000
SyskillWebert,1,1,average-1sigma,0.0000
SyskillWebert,1,1,average-2sigma,0.0000
SyskillWebert,1,1,average-3sigma,0.0000
SyskillWebert,1,1,average,0.0000
SyskillWebert,1,1,minimum,0.0000
SyskillWebert,1,3,0.05,0.5098
SyskillWebert,1,3,0.10,0.2348
SyskillWebert,1,3,0.15,0.0814
SyskillWebert,1,3,0.20,0.0289
SyskillWebert,1,3,0.25,0.0183
SyskillWebert,1,3,0.30,0.0130
SyskillWebert,1,3,0.35,0.0114
SyskillWebert,1,3,0.40,0.0092
SyskillWebert,1,3,0.45,0.0084
SyskillWebert,1,3,0.50,0.0077
SyskillWebert,1,3,0.55,0.0054
SyskillWebert,1,3,0.60,0.0054
SyskillWebert,1,3,0.65,0.0047
SyskillWebert,1,3,0.70,0.0047
SyskillWebert,1,3,0.75,0.0039
SyskillWebert,1,3,0.80,0.0039
SyskillWebert,1,3,0.85,0.0032
SyskillWebert,1,3,0.90,0.0025
SyskillWebert,1,3,0.95,0.0011
SyskillWebert,1,3,average+1sigma,0.0000
SyskillWebert,1,3,average+2sigma,0.0000
SyskillWebert,1,3,average+3sigma,0.0000
SyskillWebert,1,3,average-1sigma,0.0000
SyskillWebert,1,3,average-2sigma,0.0000
SyskillWebert,1,3,average-3sigma,0.0000
SyskillWebert,1,3,average,0.0000
SyskillWebert,1,3,minimum,0.0000
SyskillWebert,1,5,0.05,0.5098
SyskillWebert,1,5,0.10,0.2348
SyskillWebert,1,5,0.15,0.0814
SyskillWebert,1,5,0.20,0.0289
SyskillWebert,1,5,0.25,0.0183
SyskillWebert,1,5,0.30,0.0130
SyskillWebert,1,5,0.35,0.0114
SyskillWebert,1,5,0.40,0.0092
SyskillWebert,1,5,0.45,0.0084
SyskillWebert,1,5,0.50,0.0077
SyskillWebert,1,5,0.55,0.0054
SyskillWebert,1,5,0.60,0.0054
SyskillWebert,1,5,0.65,0.0047
SyskillWebert,1,5,0.70,0.0047
SyskillWebert,1,5,0.75,0.0039
SyskillWebert,1,5,0.80,0.0039
SyskillWebert,1,5,0.85,0.0032
SyskillWebert,1,5,0.90,0.0025
SyskillWebert,1,5,0.95,0.0011
SyskillWebert,1,5,average+1sigma,0.0000
SyskillWebert,1,5,average+2sigma,0.0000
SyskillWebert,1,5,average+3sigma,0.0000
SyskillWebert,1,5,average-1sigma,0.0000
SyskillWebert,1,5,average-2sigma,0.0000
SyskillWebert,1,5,average-3sigma,0.0000
SyskillWebert,1,5,average,0.0000
SyskillWebert,1,5,minimum,0.0000
SyskillWebert,1,7,0.05,0.5098
SyskillWebert,1,7,0.10,0.2348
SyskillWebert,1,7,0.15,0.0814
SyskillWebert,1,7,0.20,0.0289
SyskillWebert,1,7,0.25,0.0183
SyskillWebert,1,7,0.30,0.0130
SyskillWebert,1,7,0.35,0.0114
SyskillWebert,1,7,0.40,0.0092
SyskillWebert,1,7,0.45,0.0084
SyskillWebert,1,7,0.50,0.0077
SyskillWebert,1,7,0.55,0.0054
SyskillWebert,1,7,0.60,0.0054
SyskillWebert,1,7,0.65,0.0047
SyskillWebert,1,7,0.70,0.0047
SyskillWebert,1,7,0.75,0.0039
SyskillWebert,1,7,0.80,0.0039
SyskillWebert,1,7,0.85,0.0032
SyskillWebert,1,7,0.90,0.0025
SyskillWebert,1,7,0.95,0.0011
SyskillWebert,1,7,average+1sigma,0.0000
SyskillWebert,1,7,average+2sigma,0.0000
SyskillWebert,1,7,average+3sigma,0.0000
SyskillWebert,1,7,average-1sigma,0.0000
SyskillWebert,1,7,average-2sigma,0.0000
SyskillWebert,1,7,average-3sigma,0.0000
SyskillWebert,1,7,average,0.0000
SyskillWebert,1,7,minimum,0.0000
SyskillWebert,1,9,0.05,0.5098
SyskillWebert,1,9,0.10,0.2348
SyskillWebert,1,9,0.15,0.0814
SyskillWebert,1,9,0.20,0.0289
SyskillWebert,1,9,0.25,0.0183
SyskillWebert,1,9,0.30,0.0130
SyskillWebert,1,9,0.35,0.0114
SyskillWebert,1,9,0.40,0.0092
SyskillWebert,1,9,0.45,0.0084
SyskillWebert,1,9,0.50,0.0077
SyskillWebert,1,9,0.55,0.0054
SyskillWebert,1,9,0.60,0.0054
SyskillWebert,1,9,0.65,0.0047
SyskillWebert,1,9,0.70,0.0047
SyskillWebert,1,9,0.75,0.0039
SyskillWebert,1,9,0.80,0.0039
SyskillWebert,1,9,0.85,0.0032
SyskillWebert,1,9,0.90,0.0025
SyskillWebert,1,9,0.95,0.0011
SyskillWebert,1,9,average+1sigma,0.0000
SyskillWebert,1,9,average+2sigma,0.0000
SyskillWebert,1,9,average+3sigma,0.0000
SyskillWebert,1,9,average-1sigma,0.0000
SyskillWebert,1,9,average-2sigma,0.0000
SyskillWebert,1,9,average-3sigma,0.0000
SyskillWebert,1,9,average,0.0000
SyskillWebert,1,9,minimum,0.0000
SyskillWebert,10,11,0.05,0.6601
SyskillWebert,10,11,0.10,0.1708
SyskillWebert,10,11,0.15,0.0215
SyskillWebert,10,11,0.20,0.0057
SyskillWebert,10,11,0.25,0.0000
SyskillWebert,10,11,0.30,0.0000
SyskillWebert,10,11,0.35,0.0000
SyskillWebert,10,11,0.40,0.0000
SyskillWebert,10,11,0.45,0.0000
SyskillWebert,10,11,0.50,0.0000
SyskillWebert,10,11,0.55,0.0000
SyskillWebert,10,11,0.60,0.0000
SyskillWebert,10,11,0.65,0.0000
SyskillWebert,10,11,0.70,0.0000
SyskillWebert,10,11,0.75,0.0000
SyskillWebert,10,11,0.80,0.0000
SyskillWebert,10,11,0.85,0.0000
SyskillWebert,10,11,0.90,0.0000
SyskillWebert,10,11,0.95,0.0000
SyskillWebert,10,11,average+1sigma,0.0172
SyskillWebert,10,11,average+2sigma,0.0127
SyskillWebert,10,11,average+3sigma,0.0103
SyskillWebert,10,11,average-1sigma,0.0266
SyskillWebert,10,11,average-2sigma,0.0340
SyskillWebert,10,11,average-3sigma,0.0488
SyskillWebert,10,11,average,0.0223
SyskillWebert,10,11,minimum,0.1483
SyskillWebert,10,13,0.05,0.6601
SyskillWebert,10,13,0.10,0.1708
SyskillWebert,10,13,0.15,0.0215
SyskillWebert,10,13,0.20,0.0057
SyskillWebert,10,13,0.25,0.0000
SyskillWebert,10,13,0.30,0.0000
SyskillWebert,10,13,0.35,0.0000
SyskillWebert,10,13,0.40,0.0000
SyskillWebert,10,13,0.45,0.0000
SyskillWebert,10,13,0.50,0.0000
SyskillWebert,10,13,0.55,0.0000
SyskillWebert,10,13,0.60,0.0000
SyskillWebert,10,13,0.65,0.0000
SyskillWebert,10,13,0.70,0.0000
SyskillWebert,10,13,0.75,0.0000
SyskillWebert,10,13,0.80,0.0000
SyskillWebert,10,13,0.85,0.0000
SyskillWebert,10,13,0.90,0.0000
SyskillWebert,10,13,0.95,0.0000
SyskillWebert,10,13,average+1sigma,0.0172
SyskillWebert,10,13,average+2sigma,0.0127
SyskillWebert,10,13,average+3sigma,0.0103
SyskillWebert,10,13,average-1sigma,0.0266
SyskillWebert,10,13,average-2sigma,0.0340
SyskillWebert,10,13,average-3sigma,0.0488
SyskillWebert,10,13,average,0.0223
SyskillWebert,10,13,minimum,0.1483
SyskillWebert,10,15,0.05,0.6601
SyskillWebert,10,15,0.10,0.1708
SyskillWebert,10,15,0.15,0.0215
SyskillWebert,10,15,0.20,0.0057
SyskillWebert,10,15,0.25,0.0000
SyskillWebert,10,15,0.30,0.0000
SyskillWebert,10,15,0.35,0.0000
SyskillWebert,10,15,0.40,0.0000
SyskillWebert,10,15,0.45,0.0000
SyskillWebert,10,15,0.50,0.0000
SyskillWebert,10,15,0.55,0.0000
SyskillWebert,10,15,0.60,0.0000
SyskillWebert,10,15,0.65,0.0000
SyskillWebert,10,15,0.70,0.0000
SyskillWebert,10,15,0.75,0.0000
SyskillWebert,10,15,0.80,0.0000
SyskillWebert,10,15,0.85,0.0000
SyskillWebert,10,15,0.90,0.0000
SyskillWebert,10,15,0.95,0.0000
SyskillWebert,10,15,average+1sigma,0.0172
SyskillWebert,10,15,average+2sigma,0.0127
SyskillWebert,10,15,average+3sigma,0.0103
SyskillWebert,10,15,average-1sigma,0.0266
SyskillWebert,10,15,average-2sigma,0.0340
SyskillWebert,10,15,average-3sigma,0.0488
SyskillWebert,10,15,average,0.0223
SyskillWebert,10,15,minimum,0.1483
SyskillWebert,10,17,0.05,0.6601
SyskillWebert,10,17,0.10,0.1708
SyskillWebert,10,17,0.15,0.0215
SyskillWebert,10,17,0.20,0.0057
SyskillWebert,10,17,0.25,0.0000
SyskillWebert,10,17,0.30,0.0000
SyskillWebert,10,17,0.35,0.0000
SyskillWebert,10,17,0.40,0.0000
SyskillWebert,10,17,0.45,0.0000
SyskillWebert,10,17,0.50,0.0000
SyskillWebert,10,17,0.55,0.0000
SyskillWebert,10,17,0.60,0.0000
SyskillWebert,10,17,0.65,0.0000
SyskillWebert,10,17,0.70,0.0000
SyskillWebert,10,17,0.75,0.0000
SyskillWebert,10,17,0.80,0.0000
SyskillWebert,10,17,0.85,0.0000
SyskillWebert,10,17,0.90,0.0000
SyskillWebert,10,17,0.95,0.0000
SyskillWebert,10,17,average+1sigma,0.0172
SyskillWebert,10,17,average+2sigma,0.0127
SyskillWebert,10,17,average+3sigma,0.0103
SyskillWebert,10,17,average-1sigma,0.0266
SyskillWebert,10,17,average-2sigma,0.0340
SyskillWebert,10,17,average-3sigma,0.0488
SyskillWebert,10,17,average,0.0223
SyskillWebert,10,17,minimum,0.1483
SyskillWebert,10,19,0.05,0.6601
SyskillWebert,10,19,0.10,0.1708
SyskillWebert,10,19,0.15,0.0215
SyskillWebert,10,19,0.20,0.0057
SyskillWebert,10,19,0.25,0.0000
SyskillWebert,10,19,0.30,0.0000
SyskillWebert,10,19,0.35,0.0000
SyskillWebert,10,19,0.40,0.0000
SyskillWebert,10,19,0.45,0.0000
SyskillWebert,10,19,0.50,0.0000
SyskillWebert,10,19,0.55,0.0000
SyskillWebert,10,19,0.60,0.0000
SyskillWebert,10,19,0.65,0.0000
SyskillWebert,10,19,0.70,0.0000
SyskillWebert,10,19,0.75,0.0000
SyskillWebert,10,19,0.80,0.0000
SyskillWebert,10,19,0.85,0.0000
SyskillWebert,10,19,0.90,0.0000
SyskillWebert,10,19,0.95,0.0000
SyskillWebert,10,19,average+1sigma,0.0172
SyskillWebert,10,19,average+2sigma,0.0127
SyskillWebert,10,19,average+3sigma,0.0103
SyskillWebert,10,19,average-1sigma,0.0266
SyskillWebert,10,19,average-2sigma,0.0340
SyskillWebert,10,19,average-3sigma,0.0488
SyskillWebert,10,19,average,0.0223
SyskillWebert,10,19,minimum,0.1483
SyskillWebert,10,1,0.05,0.6447
SyskillWebert,10,1,0.10,0.6504
SyskillWebert,10,1,0.15,0.4518
SyskillWebert,10,1,0.20,0.2596
SyskillWebert,10,1,0.25,0.1765
SyskillWebert,10,1,0.30,0.1303
SyskillWebert,10,1,0.35,0.1083
SyskillWebert,10,1,0.40,0.0973
SyskillWebert,10,1,0.45,0.0873
SyskillWebert,10,1,0.50,0.0723
SyskillWebert,10,1,0.55,0.0500
SyskillWebert,10,1,0.60,0.0420
SyskillWebert,10,1,0.65,0.0369
SyskillWebert,10,1,0.70,0.0348
SyskillWebert,10,1,0.75,0.0304
SyskillWebert,10,1,0.80,0.0304
SyskillWebert,10,1,0.85,0.0239
SyskillWebert,10,1,0.90,0.0200
SyskillWebert,10,1,0.95,0.0129
SyskillWebert,10,1,average+1sigma,0.0056
SyskillWebert,10,1,average+2sigma,0.0052
SyskillWebert,10,1,average+3sigma,0.0044
SyskillWebert,10,1,average-1sigma,0.0084
SyskillWebert,10,1,average-2sigma,0.0093
SyskillWebert,10,1,average-3sigma,0.0097
SyskillWebert,10,1,average,0.0072
SyskillWebert,10,1,minimum,0.0883
SyskillWebert,10,3,0.05,0.7364
SyskillWebert,10,3,0.10,0.5658
SyskillWebert,10,3,0.15,0.2514
SyskillWebert,10,3,0.20,0.1258
SyskillWebert,10,3,0.25,0.0680
SyskillWebert,10,3,0.30,0.0456
SyskillWebert,10,3,0.35,0.0296
SyskillWebert,10,3,0.40,0.0160
SyskillWebert,10,3,0.45,0.0086
SyskillWebert,10,3,0.50,0.0060
SyskillWebert,10,3,0.55,0.0033
SyskillWebert,10,3,0.60,0.0033
SyskillWebert,10,3,0.65,0.0017
SyskillWebert,10,3,0.70,0.0000
SyskillWebert,10,3,0.75,0.0000
SyskillWebert,10,3,0.80,0.0000
SyskillWebert,10,3,0.85,0.0000
SyskillWebert,10,3,0.90,0.0000
SyskillWebert,10,3,0.95,0.0000
SyskillWebert,10,3,average+1sigma,0.0096
SyskillWebert,10,3,average+2sigma,0.0070
SyskillWebert,10,3,average+3sigma,0.0070
SyskillWebert,10,3,average-1sigma,0.0142
SyskillWebert,10,3,average-2sigma,0.0188
SyskillWebert,10,3,average-3sigma,0.0214
SyskillWebert,10,3,average,0.0108
SyskillWebert,10,3,minimum,0.1093
SyskillWebert,10,5,0.05,0.7630
SyskillWebert,10,5,0.10,0.4567
SyskillWebert,10,5,0.15,0.1452
SyskillWebert,10,5,0.20,0.0555
SyskillWebert,10,5,0.25,0.0218
SyskillWebert,10,5,0.30,0.0106
SyskillWebert,10,5,0.35,0.0042
SyskillWebert,10,5,0.40,0.0033
SyskillWebert,10,5,0.45,0.0000
SyskillWebert,10,5,0.50,0.0000
SyskillWebert,10,5,0.55,0.0000
SyskillWebert,10,5,0.60,0.0000
SyskillWebert,10,5,0.65,0.0000
SyskillWebert,10,5,0.70,0.0000
SyskillWebert,10,5,0.75,0.0000
SyskillWebert,10,5,0.80,0.0000
SyskillWebert,10,5,0.85,0.0000
SyskillWebert,10,5,0.90,0.0000
SyskillWebert,10,5,0.95,0.0000
SyskillWebert,10,5,average+1sigma,0.0099
SyskillWebert,10,5,average+2sigma,0.0074
SyskillWebert,10,5,average+3sigma,0.0074
SyskillWebert,10,5,average-1sigma,0.0167
SyskillWebert,10,5,average-2sigma,0.0241
SyskillWebert,10,5,average-3sigma,0.0274
SyskillWebert,10,5,average,0.0116
SyskillWebert,10,5,minimum,0.1177
SyskillWebert,10,7,0.05,0.7445
SyskillWebert,10,7,0.10,0.3386
SyskillWebert,10,7,0.15,0.0808
SyskillWebert,10,7,0.20,0.0210
SyskillWebert,10,7,0.25,0.0067
SyskillWebert,10,7,0.30,0.0017
SyskillWebert,10,7,0.35,0.0000
SyskillWebert,10,7,0.40,0.0000
SyskillWebert,10,7,0.45,0.0000
SyskillWebert,10,7,0.50,0.0000
SyskillWebert,10,7,0.55,0.0000
SyskillWebert,10,7,0.60,0.0000
SyskillWebert,10,7,0.65,0.0000
SyskillWebert,10,7,0.70,0.0000
SyskillWebert,10,7,0.75,0.0000
SyskillWebert,10,7,0.80,0.0000
SyskillWebert,10,7,0.85,0.0000
SyskillWebert,10,7,0.90,0.0000
SyskillWebert,10,7,0.95,0.0000
SyskillWebert,10,7,average+1sigma,0.0135
SyskillWebert,10,7,average+2sigma,0.0098
SyskillWebert,10,7,average+3sigma,0.0094
SyskillWebert,10,7,average-1sigma,0.0208
SyskillWebert,10,7,average-2sigma,0.0283
SyskillWebert,10,7,average-3sigma,0.0388
SyskillWebert,10,7,average,0.0151
SyskillWebert,10,7,minimum,0.1300
SyskillWebert,10,9,0.05,0.6976
SyskillWebert,10,9,0.10,0.2319
SyskillWebert,10,9,0.15,0.0355
SyskillWebert,10,9,0.20,0.0079
SyskillWebert,10,9,0.25,0.0017
SyskillWebert,10,9,0.30,0.0000
SyskillWebert,10,9,0.35,0.0000
SyskillWebert,10,9,0.40,0.0000
SyskillWebert,10,9,0.45,0.0000
SyskillWebert,10,9,0.50,0.0000
SyskillWebert,10,9,0.55,0.0000
SyskillWebert,10,9,0.60,0.0000
SyskillWebert,10,9,0.65,0.0000
SyskillWebert,10,9,0.70,0.0000
SyskillWebert,10,9,0.75,0.0000
SyskillWebert,10,9,0.80,0.0000
SyskillWebert,10,9,0.85,0.0000
SyskillWebert,10,9,0.90,0.0000
SyskillWebert,10,9,0.95,0.0000
SyskillWebert,10,9,average+1sigma,0.0156
SyskillWebert,10,9,average+2sigma,0.0127
SyskillWebert,10,9,average+3sigma,0.0103
SyskillWebert,10,9,average-1sigma,0.0258
SyskillWebert,10,9,average-2sigma,0.0323
SyskillWebert,10,9,average-3sigma,0.0479
SyskillWebert,10,9,average,0.0181
SyskillWebert,10,9,minimum,0.1449
SyskillWebert,20,11,0.05,0.7921
SyskillWebert,20,11,0.10,0.4320
SyskillWebert,20,11,0.15,0.1124
SyskillWebert,20,11,0.20,0.0231
SyskillWebert,20,11,0.25,0.0020
SyskillWebert,20,11,0.30,0.0000
SyskillWebert,20,11,0.35,0.0000
SyskillWebert,20,11,0.40,0.0000
SyskillWebert,20,11,0.45,0.0000
SyskillWebert,20,11,0.50,0.0000
SyskillWebert,20,11,0.55,0.0000
SyskillWebert,20,11,0.60,0.0000
SyskillWebert,20,11,0.65,0.0000
SyskillWebert,20,11,0.70,0.0000
SyskillWebert,20,11,0.75,0.0000
SyskillWebert,20,11,0.80,0.0000
SyskillWebert,20,11,0.85,0.0000
SyskillWebert,20,11,0.90,0.0000
SyskillWebert,20,11,0.95,0.0000
SyskillWebert,20,11,average+1sigma,0.0414
SyskillWebert,20,11,average+2sigma,0.0353
SyskillWebert,20,11,average+3sigma,0.0296
SyskillWebert,20,11,average-1sigma,0.0792
SyskillWebert,20,11,average-2sigma,0.1041
SyskillWebert,20,11,average-3sigma,0.1282
SyskillWebert,20,11,average,0.0593
SyskillWebert,20,11,minimum,0.3584
SyskillWebert,20,13,0.05,0.7850
SyskillWebert,20,13,0.10,0.3703
SyskillWebert,20,13,0.15,0.0772
SyskillWebert,20,13,0.20,0.0070
SyskillWebert,20,13,0.25,0.0010
SyskillWebert,20,13,0.30,0.0000
SyskillWebert,20,13,0.35,0.0000
SyskillWebert,20,13,0.40,0.0000
SyskillWebert,20,13,0.45,0.0000
SyskillWebert,20,13,0.50,0.0000
SyskillWebert,20,13,0.55,0.0000
SyskillWebert,20,13,0.60,0.0000
SyskillWebert,20,13,0.65,0.0000
SyskillWebert,20,13,0.70,0.0000
SyskillWebert,20,13,0.75,0.0000
SyskillWebert,20,13,0.80,0.0000
SyskillWebert,20,13,0.85,0.0000
SyskillWebert,20,13,0.90,0.0000
SyskillWebert,20,13,0.95,0.0000
SyskillWebert,20,13,average+1sigma,0.0588
SyskillWebert,20,13,average+2sigma,0.0437
SyskillWebert,20,13,average+3sigma,0.0344
SyskillWebert,20,13,average-1sigma,0.0901
SyskillWebert,20,13,average-2sigma,0.1153
SyskillWebert,20,13,average-3sigma,0.1490
SyskillWebert,20,13,average,0.0794
SyskillWebert,20,13,minimum,0.4128
SyskillWebert,20,15,0.05,0.7633
SyskillWebert,20,15,0.10,0.3184
SyskillWebert,20,15,0.15,0.0473
SyskillWebert,20,15,0.20,0.0020
SyskillWebert,20,15,0.25,0.0000
SyskillWebert,20,15,0.30,0.0000
SyskillWebert,20,15,0.35,0.0000
SyskillWebert,20,15,0.40,0.0000
SyskillWebert,20,15,0.45,0.0000
SyskillWebert,20,15,0.50,0.0000
SyskillWebert,20,15,0.55,0.0000
SyskillWebert,20,15,0.60,0.0000
SyskillWebert,20,15,0.65,0.0000
SyskillWebert,20,15,0.70,0.0000
SyskillWebert,20,15,0.75,0.0000
SyskillWebert,20,15,0.80,0.0000
SyskillWebert,20,15,0.85,0.0000
SyskillWebert,20,15,0.90,0.0000
SyskillWebert,20,15,0.95,0.0000
SyskillWebert,20,15,average+1sigma,0.0761
SyskillWebert,20,15,average+2sigma,0.0602
SyskillWebert,20,15,average+3sigma,0.0423
SyskillWebert,20,15,average-1sigma,0.1101
SyskillWebert,20,15,average-2sigma,0.1293
SyskillWebert,20,15,average-3sigma,0.1669
SyskillWebert,20,15,average,0.0910
SyskillWebert,20,15,minimum,0.4513
SyskillWebert,20,17,0.05,0.7392
SyskillWebert,20,17,0.10,0.2559
SyskillWebert,20,17,0.15,0.0252
SyskillWebert,20,17,0.20,0.0010
SyskillWebert,20,17,0.25,0.0000
SyskillWebert,20,17,0.30,0.0000
SyskillWebert,20,17,0.35,0.0000
SyskillWebert,20,17,0.40,0.0000
SyskillWebert,20,17,0.45,0.0000
SyskillWebert,20,17,0.50,0.0000
SyskillWebert,20,17,0.55,0.0000
SyskillWebert,20,17,0.60,0.0000
SyskillWebert,20,17,0.65,0.0000
SyskillWebert,20,17,0.70,0.0000
SyskillWebert,20,17,0.75,0.0000
SyskillWebert,20,17,0.80,0.0000
SyskillWebert,20,17,0.85,0.0000
SyskillWebert,20,17,0.90,0.0000
SyskillWebert,20,17,0.95,0.0000
SyskillWebert,20,17,average+1sigma,0.0842
SyskillWebert,20,17,average+2sigma,0.0660
SyskillWebert,20,17,average+3sigma,0.0566
SyskillWebert,20,17,average-1sigma,0.1184
SyskillWebert,20,17,average-2sigma,0.1438
SyskillWebert,20,17,average-3sigma,0.1848
SyskillWebert,20,17,average,0.0982
SyskillWebert,20,17,minimum,0.4850
SyskillWebert,20,19,0.05,0.6975
SyskillWebert,20,19,0.10,0.1970
