Text Collection,# of Positive Labeled Documents,k,One Class Learning Threshold,F1 Score
oh0,5,5,average+3sigma,0.0000
oh0,5,5,average-1sigma,0.0029
oh0,5,5,average-2sigma,0.0053
oh0,5,5,average-3sigma,0.0102
oh0,5,5,average,0.0009
oh0,5,5,minimum,0.0073
oh0,5,7,0.05,0.6124
oh0,5,7,0.10,0.3424
oh0,5,7,0.15,0.1260
oh0,5,7,0.20,0.0309
oh0,5,7,0.25,0.0047
oh0,5,7,0.30,0.0013
oh0,5,7,0.35,0.0000
oh0,5,7,0.40,0.0000
oh0,5,7,0.45,0.0000
oh0,5,7,0.50,0.0000
oh0,5,7,0.55,0.0000
oh0,5,7,0.60,0.0000
oh0,5,7,0.65,0.0000
oh0,5,7,0.70,0.0000
oh0,5,7,0.75,0.0000
oh0,5,7,0.80,0.0000
oh0,5,7,0.85,0.0000
oh0,5,7,0.90,0.0000
oh0,5,7,0.95,0.0000
oh0,5,7,average+1sigma,0.0000
oh0,5,7,average+2sigma,0.0000
oh0,5,7,average+3sigma,0.0000
oh0,5,7,average-1sigma,0.0029
oh0,5,7,average-2sigma,0.0053
oh0,5,7,average-3sigma,0.0102
oh0,5,7,average,0.0009
oh0,5,7,minimum,0.0073
oh0,5,9,0.05,0.6124
oh0,5,9,0.10,0.3424
oh0,5,9,0.15,0.1260
oh0,5,9,0.20,0.0309
oh0,5,9,0.25,0.0047
oh0,5,9,0.30,0.0013
oh0,5,9,0.35,0.0000
oh0,5,9,0.40,0.0000
oh0,5,9,0.45,0.0000
oh0,5,9,0.50,0.0000
oh0,5,9,0.55,0.0000
oh0,5,9,0.60,0.0000
oh0,5,9,0.65,0.0000
oh0,5,9,0.70,0.0000
oh0,5,9,0.75,0.0000
oh0,5,9,0.80,0.0000
oh0,5,9,0.85,0.0000
oh0,5,9,0.90,0.0000
oh0,5,9,0.95,0.0000
oh0,5,9,average+1sigma,0.0000
oh0,5,9,average+2sigma,0.0000
oh0,5,9,average+3sigma,0.0000
oh0,5,9,average-1sigma,0.0029
oh0,5,9,average-2sigma,0.0053
oh0,5,9,average-3sigma,0.0102
oh0,5,9,average,0.0009
oh0,5,9,minimum,0.0073
oh5,1,11,0.05,0.4108
oh5,1,11,0.10,0.2916
oh5,1,11,0.15,0.1706
oh5,1,11,0.20,0.0982
oh5,1,11,0.25,0.0597
oh5,1,11,0.30,0.0357
oh5,1,11,0.35,0.0219
oh5,1,11,0.40,0.0159
oh5,1,11,0.45,0.0094
oh5,1,11,0.50,0.0063
oh5,1,11,0.55,0.0036
oh5,1,11,0.60,0.0009
oh5,1,11,0.65,0.0007
oh5,1,11,0.70,0.0000
oh5,1,11,0.75,0.0000
oh5,1,11,0.80,0.0000
oh5,1,11,0.85,0.0000
oh5,1,11,0.90,0.0000
oh5,1,11,0.95,0.0000
oh5,1,11,average+1sigma,0.0000
oh5,1,11,average+2sigma,0.0000
oh5,1,11,average+3sigma,0.0000
oh5,1,11,average-1sigma,0.0000
oh5,1,11,average-2sigma,0.0000
oh5,1,11,average-3sigma,0.0000
oh5,1,11,average,0.0000
oh5,1,11,minimum,0.0000
oh5,1,13,0.05,0.4108
oh5,1,13,0.10,0.2916
oh5,1,13,0.15,0.1706
oh5,1,13,0.20,0.0982
oh5,1,13,0.25,0.0597
oh5,1,13,0.30,0.0357
oh5,1,13,0.35,0.0219
oh5,1,13,0.40,0.0159
oh5,1,13,0.45,0.0094
oh5,1,13,0.50,0.0063
oh5,1,13,0.55,0.0036
oh5,1,13,0.60,0.0009
oh5,1,13,0.65,0.0007
oh5,1,13,0.70,0.0000
oh5,1,13,0.75,0.0000
oh5,1,13,0.80,0.0000
oh5,1,13,0.85,0.0000
oh5,1,13,0.90,0.0000
oh5,1,13,0.95,0.0000
oh5,1,13,average+1sigma,0.0000
oh5,1,13,average+2sigma,0.0000
oh5,1,13,average+3sigma,0.0000
oh5,1,13,average-1sigma,0.0000
oh5,1,13,average-2sigma,0.0000
oh5,1,13,average-3sigma,0.0000
oh5,1,13,average,0.0000
oh5,1,13,minimum,0.0000
oh5,1,15,0.05,0.4108
oh5,1,15,0.10,0.2916
oh5,1,15,0.15,0.1706
oh5,1,15,0.20,0.0982
oh5,1,15,0.25,0.0597
oh5,1,15,0.30,0.0357
oh5,1,15,0.35,0.0219
oh5,1,15,0.40,0.0159
oh5,1,15,0.45,0.0094
oh5,1,15,0.50,0.0063
oh5,1,15,0.55,0.0036
oh5,1,15,0.60,0.0009
oh5,1,15,0.65,0.0007
oh5,1,15,0.70,0.0000
oh5,1,15,0.75,0.0000
oh5,1,15,0.80,0.0000
oh5,1,15,0.85,0.0000
oh5,1,15,0.90,0.0000
oh5,1,15,0.95,0.0000
oh5,1,15,average+1sigma,0.0000
oh5,1,15,average+2sigma,0.0000
oh5,1,15,average+3sigma,0.0000
oh5,1,15,average-1sigma,0.0000
oh5,1,15,average-2sigma,0.0000
oh5,1,15,average-3sigma,0.0000
oh5,1,15,average,0.0000
oh5,1,15,minimum,0.0000
oh5,1,17,0.05,0.4108
oh5,1,17,0.10,0.2916
oh5,1,17,0.15,0.1706
oh5,1,17,0.20,0.0982
oh5,1,17,0.25,0.0597
oh5,1,17,0.30,0.0357
oh5,1,17,0.35,0.0219
oh5,1,17,0.40,0.0159
oh5,1,17,0.45,0.0094
oh5,1,17,0.50,0.0063
oh5,1,17,0.55,0.0036
oh5,1,17,0.60,0.0009
oh5,1,17,0.65,0.0007
oh5,1,17,0.70,0.0000
oh5,1,17,0.75,0.0000
oh5,1,17,0.80,0.0000
oh5,1,17,0.85,0.0000
oh5,1,17,0.90,0.0000
oh5,1,17,0.95,0.0000
oh5,1,17,average+1sigma,0.0000
oh5,1,17,average+2sigma,0.0000
oh5,1,17,average+3sigma,0.0000
oh5,1,17,average-1sigma,0.0000
oh5,1,17,average-2sigma,0.0000
oh5,1,17,average-3sigma,0.0000
oh5,1,17,average,0.0000
oh5,1,17,minimum,0.0000
oh5,1,19,0.05,0.4108
oh5,1,19,0.10,0.2916
oh5,1,19,0.15,0.1706
oh5,1,19,0.20,0.0982
oh5,1,19,0.25,0.0597
oh5,1,19,0.30,0.0357
oh5,1,19,0.35,0.0219
oh5,1,19,0.40,0.0159
oh5,1,19,0.45,0.0094
oh5,1,19,0.50,0.0063
oh5,1,19,0.55,0.0036
oh5,1,19,0.60,0.0009
oh5,1,19,0.65,0.0007
oh5,1,19,0.70,0.0000
oh5,1,19,0.75,0.0000
oh5,1,19,0.80,0.0000
oh5,1,19,0.85,0.0000
oh5,1,19,0.90,0.0000
oh5,1,19,0.95,0.0000
oh5,1,19,average+1sigma,0.0000
oh5,1,19,average+2sigma,0.0000
oh5,1,19,average+3sigma,0.0000
oh5,1,19,average-1sigma,0.0000
oh5,1,19,average-2sigma,0.0000
oh5,1,19,average-3sigma,0.0000
oh5,1,19,average,0.0000
oh5,1,19,minimum,0.0000
oh5,1,1,0.05,0.4108
oh5,1,1,0.10,0.2916
oh5,1,1,0.15,0.1706
oh5,1,1,0.20,0.0982
oh5,1,1,0.25,0.0597
oh5,1,1,0.30,0.0357
oh5,1,1,0.35,0.0219
oh5,1,1,0.40,0.0159
oh5,1,1,0.45,0.0094
oh5,1,1,0.50,0.0063
oh5,1,1,0.55,0.0036
oh5,1,1,0.60,0.0009
oh5,1,1,0.65,0.0007
oh5,1,1,0.70,0.0000
oh5,1,1,0.75,0.0000
oh5,1,1,0.80,0.0000
oh5,1,1,0.85,0.0000
oh5,1,1,0.90,0.0000
oh5,1,1,0.95,0.0000
oh5,1,1,average+1sigma,0.0000
oh5,1,1,average+2sigma,0.0000
oh5,1,1,average+3sigma,0.0000
oh5,1,1,average-1sigma,0.0000
oh5,1,1,average-2sigma,0.0000
oh5,1,1,average-3sigma,0.0000
oh5,1,1,average,0.0000
oh5,1,1,minimum,0.0000
oh5,1,3,0.05,0.4108
oh5,1,3,0.10,0.2916
oh5,1,3,0.15,0.1706
oh5,1,3,0.20,0.0982
oh5,1,3,0.25,0.0597
oh5,1,3,0.30,0.0357
oh5,1,3,0.35,0.0219
oh5,1,3,0.40,0.0159
oh5,1,3,0.45,0.0094
oh5,1,3,0.50,0.0063
oh5,1,3,0.55,0.0036
oh5,1,3,0.60,0.0009
oh5,1,3,0.65,0.0007
oh5,1,3,0.70,0.0000
oh5,1,3,0.75,0.0000
oh5,1,3,0.80,0.0000
oh5,1,3,0.85,0.0000
oh5,1,3,0.90,0.0000
oh5,1,3,0.95,0.0000
oh5,1,3,average+1sigma,0.0000
oh5,1,3,average+2sigma,0.0000
oh5,1,3,average+3sigma,0.0000
oh5,1,3,average-1sigma,0.0000
oh5,1,3,average-2sigma,0.0000
oh5,1,3,average-3sigma,0.0000
oh5,1,3,average,0.0000
oh5,1,3,minimum,0.0000
oh5,1,5,0.05,0.4108
oh5,1,5,0.10,0.2916
oh5,1,5,0.15,0.1706
oh5,1,5,0.20,0.0982
oh5,1,5,0.25,0.0597
oh5,1,5,0.30,0.0357
oh5,1,5,0.35,0.0219
oh5,1,5,0.40,0.0159
oh5,1,5,0.45,0.0094
oh5,1,5,0.50,0.0063
oh5,1,5,0.55,0.0036
oh5,1,5,0.60,0.0009
oh5,1,5,0.65,0.0007
oh5,1,5,0.70,0.0000
oh5,1,5,0.75,0.0000
oh5,1,5,0.80,0.0000
oh5,1,5,0.85,0.0000
oh5,1,5,0.90,0.0000
oh5,1,5,0.95,0.0000
oh5,1,5,average+1sigma,0.0000
oh5,1,5,average+2sigma,0.0000
oh5,1,5,average+3sigma,0.0000
oh5,1,5,average-1sigma,0.0000
oh5,1,5,average-2sigma,0.0000
oh5,1,5,average-3sigma,0.0000
oh5,1,5,average,0.0000
oh5,1,5,minimum,0.0000
oh5,1,7,0.05,0.4108
oh5,1,7,0.10,0.2916
oh5,1,7,0.15,0.1706
oh5,1,7,0.20,0.0982
oh5,1,7,0.25,0.0597
oh5,1,7,0.30,0.0357
oh5,1,7,0.35,0.0219
oh5,1,7,0.40,0.0159
oh5,1,7,0.45,0.0094
oh5,1,7,0.50,0.0063
oh5,1,7,0.55,0.0036
oh5,1,7,0.60,0.0009
oh5,1,7,0.65,0.0007
oh5,1,7,0.70,0.0000
oh5,1,7,0.75,0.0000
oh5,1,7,0.80,0.0000
oh5,1,7,0.85,0.0000
oh5,1,7,0.90,0.0000
oh5,1,7,0.95,0.0000
oh5,1,7,average+1sigma,0.0000
oh5,1,7,average+2sigma,0.0000
oh5,1,7,average+3sigma,0.0000
oh5,1,7,average-1sigma,0.0000
oh5,1,7,average-2sigma,0.0000
oh5,1,7,average-3sigma,0.0000
oh5,1,7,average,0.0000
oh5,1,7,minimum,0.0000
oh5,1,9,0.05,0.4108
oh5,1,9,0.10,0.2916
oh5,1,9,0.15,0.1706
oh5,1,9,0.20,0.0982
oh5,1,9,0.25,0.0597
oh5,1,9,0.30,0.0357
oh5,1,9,0.35,0.0219
oh5,1,9,0.40,0.0159
oh5,1,9,0.45,0.0094
oh5,1,9,0.50,0.0063
oh5,1,9,0.55,0.0036
oh5,1,9,0.60,0.0009
oh5,1,9,0.65,0.0007
oh5,1,9,0.70,0.0000
oh5,1,9,0.75,0.0000
oh5,1,9,0.80,0.0000
oh5,1,9,0.85,0.0000
oh5,1,9,0.90,0.0000
oh5,1,9,0.95,0.0000
oh5,1,9,average+1sigma,0.0000
oh5,1,9,average+2sigma,0.0000
oh5,1,9,average+3sigma,0.0000
oh5,1,9,average-1sigma,0.0000
oh5,1,9,average-2sigma,0.0000
oh5,1,9,average-3sigma,0.0000
oh5,1,9,average,0.0000
oh5,1,9,minimum,0.0000
oh5,10,11,0.05,0.6625
oh5,10,11,0.10,0.2498
oh5,10,11,0.15,0.0352
oh5,10,11,0.20,0.0023
oh5,10,11,0.25,0.0000
oh5,10,11,0.30,0.0000
oh5,10,11,0.35,0.0000
oh5,10,11,0.40,0.0000
oh5,10,11,0.45,0.0000
oh5,10,11,0.50,0.0000
oh5,10,11,0.55,0.0000
oh5,10,11,0.60,0.0000
oh5,10,11,0.65,0.0000
oh5,10,11,0.70,0.0000
oh5,10,11,0.75,0.0000
oh5,10,11,0.80,0.0000
oh5,10,11,0.85,0.0000
oh5,10,11,0.90,0.0000
oh5,10,11,0.95,0.0000
oh5,10,11,average+1sigma,0.0060
oh5,10,11,average+2sigma,0.0046
oh5,10,11,average+3sigma,0.0025
oh5,10,11,average-1sigma,0.0177
oh5,10,11,average-2sigma,0.0300
oh5,10,11,average-3sigma,0.0492
oh5,10,11,average,0.0107
oh5,10,11,minimum,0.1162
oh5,10,13,0.05,0.6625
oh5,10,13,0.10,0.2498
oh5,10,13,0.15,0.0352
oh5,10,13,0.20,0.0023
oh5,10,13,0.25,0.0000
oh5,10,13,0.30,0.0000
oh5,10,13,0.35,0.0000
oh5,10,13,0.40,0.0000
oh5,10,13,0.45,0.0000
oh5,10,13,0.50,0.0000
oh5,10,13,0.55,0.0000
oh5,10,13,0.60,0.0000
oh5,10,13,0.65,0.0000
oh5,10,13,0.70,0.0000
oh5,10,13,0.75,0.0000
oh5,10,13,0.80,0.0000
oh5,10,13,0.85,0.0000
oh5,10,13,0.90,0.0000
oh5,10,13,0.95,0.0000
oh5,10,13,average+1sigma,0.0060
oh5,10,13,average+2sigma,0.0046
oh5,10,13,average+3sigma,0.0025
oh5,10,13,average-1sigma,0.0177
oh5,10,13,average-2sigma,0.0300
oh5,10,13,average-3sigma,0.0492
oh5,10,13,average,0.0107
oh5,10,13,minimum,0.1162
oh5,10,15,0.05,0.6625
oh5,10,15,0.10,0.2498
oh5,10,15,0.15,0.0352
oh5,10,15,0.20,0.0023
oh5,10,15,0.25,0.0000
oh5,10,15,0.30,0.0000
oh5,10,15,0.35,0.0000
oh5,10,15,0.40,0.0000
oh5,10,15,0.45,0.0000
oh5,10,15,0.50,0.0000
oh5,10,15,0.55,0.0000
oh5,10,15,0.60,0.0000
oh5,10,15,0.65,0.0000
oh5,10,15,0.70,0.0000
oh5,10,15,0.75,0.0000
oh5,10,15,0.80,0.0000
oh5,10,15,0.85,0.0000
oh5,10,15,0.90,0.0000
oh5,10,15,0.95,0.0000
oh5,10,15,average+1sigma,0.0060
oh5,10,15,average+2sigma,0.0046
oh5,10,15,average+3sigma,0.0025
oh5,10,15,average-1sigma,0.0177
oh5,10,15,average-2sigma,0.0300
oh5,10,15,average-3sigma,0.0492
oh5,10,15,average,0.0107
oh5,10,15,minimum,0.1162
oh5,10,17,0.05,0.6625
oh5,10,17,0.10,0.2498
oh5,10,17,0.15,0.0352
oh5,10,17,0.20,0.0023
oh5,10,17,0.25,0.0000
oh5,10,17,0.30,0.0000
oh5,10,17,0.35,0.0000
oh5,10,17,0.40,0.0000
oh5,10,17,0.45,0.0000
oh5,10,17,0.50,0.0000
oh5,10,17,0.55,0.0000
oh5,10,17,0.60,0.0000
oh5,10,17,0.65,0.0000
oh5,10,17,0.70,0.0000
oh5,10,17,0.75,0.0000
oh5,10,17,0.80,0.0000
oh5,10,17,0.85,0.0000
oh5,10,17,0.90,0.0000
oh5,10,17,0.95,0.0000
oh5,10,17,average+1sigma,0.0060
oh5,10,17,average+2sigma,0.0046
oh5,10,17,average+3sigma,0.0025
oh5,10,17,average-1sigma,0.0177
oh5,10,17,average-2sigma,0.0300
oh5,10,17,average-3sigma,0.0492
oh5,10,17,average,0.0107
oh5,10,17,minimum,0.1162
oh5,10,19,0.05,0.6625
oh5,10,19,0.10,0.2498
oh5,10,19,0.15,0.0352
oh5,10,19,0.20,0.0023
oh5,10,19,0.25,0.0000
oh5,10,19,0.30,0.0000
oh5,10,19,0.35,0.0000
oh5,10,19,0.40,0.0000
oh5,10,19,0.45,0.0000
oh5,10,19,0.50,0.0000
oh5,10,19,0.55,0.0000
oh5,10,19,0.60,0.0000
oh5,10,19,0.65,0.0000
oh5,10,19,0.70,0.0000
oh5,10,19,0.75,0.0000
oh5,10,19,0.80,0.0000
oh5,10,19,0.85,0.0000
oh5,10,19,0.90,0.0000
oh5,10,19,0.95,0.0000
oh5,10,19,average+1sigma,0.0060
oh5,10,19,average+2sigma,0.0046
oh5,10,19,average+3sigma,0.0025
oh5,10,19,average-1sigma,0.0177
oh5,10,19,average-2sigma,0.0300
oh5,10,19,average-3sigma,0.0492
oh5,10,19,average,0.0107
oh5,10,19,minimum,0.1162
oh5,10,1,0.05,0.3137
oh5,10,1,0.10,0.5150
oh5,10,1,0.15,0.5395
oh5,10,1,0.20,0.4523
oh5,10,1,0.25,0.3355
oh5,10,1,0.30,0.2318
oh5,10,1,0.35,0.1511
oh5,10,1,0.40,0.1035
oh5,10,1,0.45,0.0584
oh5,10,1,0.50,0.0343
oh5,10,1,0.55,0.0211
oh5,10,1,0.60,0.0099
oh5,10,1,0.65,0.0045
oh5,10,1,0.70,0.0011
oh5,10,1,0.75,0.0011
oh5,10,1,0.80,0.0002
oh5,10,1,0.85,0.0000
oh5,10,1,0.90,0.0000
oh5,10,1,0.95,0.0000
oh5,10,1,average+1sigma,0.0000
oh5,10,1,average+2sigma,0.0000
oh5,10,1,average+3sigma,0.0000
oh5,10,1,average-1sigma,0.0000
oh5,10,1,average-2sigma,0.0000
oh5,10,1,average-3sigma,0.0000
oh5,10,1,average,0.0000
oh5,10,1,minimum,0.0000
oh5,10,3,0.05,0.4466
oh5,10,3,0.10,0.6209
oh5,10,3,0.15,0.4652
oh5,10,3,0.20,0.2594
oh5,10,3,0.25,0.1145
oh5,10,3,0.30,0.0406
oh5,10,3,0.35,0.0144
oh5,10,3,0.40,0.0045
oh5,10,3,0.45,0.0008
oh5,10,3,0.50,0.0003
oh5,10,3,0.55,0.0003
oh5,10,3,0.60,0.0000
oh5,10,3,0.65,0.0000
oh5,10,3,0.70,0.0000
oh5,10,3,0.75,0.0000
oh5,10,3,0.80,0.0000
oh5,10,3,0.85,0.0000
oh5,10,3,0.90,0.0000
oh5,10,3,0.95,0.0000
oh5,10,3,average+1sigma,0.0003
oh5,10,3,average+2sigma,0.0003
oh5,10,3,average+3sigma,0.0003
oh5,10,3,average-1sigma,0.0010
oh5,10,3,average-2sigma,0.0015
oh5,10,3,average-3sigma,0.0047
oh5,10,3,average,0.0008
oh5,10,3,minimum,0.0089
oh5,10,5,0.05,0.5749
oh5,10,5,0.10,0.5766
oh5,10,5,0.15,0.2921
oh5,10,5,0.20,0.1011
oh5,10,5,0.25,0.0255
oh5,10,5,0.30,0.0050
oh5,10,5,0.35,0.0006
oh5,10,5,0.40,0.0000
oh5,10,5,0.45,0.0000
oh5,10,5,0.50,0.0000
oh5,10,5,0.55,0.0000
oh5,10,5,0.60,0.0000
oh5,10,5,0.65,0.0000
oh5,10,5,0.70,0.0000
oh5,10,5,0.75,0.0000
oh5,10,5,0.80,0.0000
oh5,10,5,0.85,0.0000
oh5,10,5,0.90,0.0000
oh5,10,5,0.95,0.0000
oh5,10,5,average+1sigma,0.0022
oh5,10,5,average+2sigma,0.0014
oh5,10,5,average+3sigma,0.0012
oh5,10,5,average-1sigma,0.0043
oh5,10,5,average-2sigma,0.0113
oh5,10,5,average-3sigma,0.0197
oh5,10,5,average,0.0030
oh5,10,5,minimum,0.0421
oh5,10,7,0.05,0.6485
oh5,10,7,0.10,0.4586
oh5,10,7,0.15,0.1517
oh5,10,7,0.20,0.0297
oh5,10,7,0.25,0.0037
oh5,10,7,0.30,0.0000
oh5,10,7,0.35,0.0000
oh5,10,7,0.40,0.0000
oh5,10,7,0.45,0.0000
oh5,10,7,0.50,0.0000
oh5,10,7,0.55,0.0000
oh5,10,7,0.60,0.0000
oh5,10,7,0.65,0.0000
oh5,10,7,0.70,0.0000
oh5,10,7,0.75,0.0000
oh5,10,7,0.80,0.0000
oh5,10,7,0.85,0.0000
oh5,10,7,0.90,0.0000
oh5,10,7,0.95,0.0000
oh5,10,7,average+1sigma,0.0036
oh5,10,7,average+2sigma,0.0024
oh5,10,7,average+3sigma,0.0023
oh5,10,7,average-1sigma,0.0126
oh5,10,7,average-2sigma,0.0201
oh5,10,7,average-3sigma,0.0352
oh5,10,7,average,0.0054
oh5,10,7,minimum,0.0802
oh5,10,9,0.05,0.6706
oh5,10,9,0.10,0.3197
oh5,10,9,0.15,0.0628
oh5,10,9,0.20,0.0079
oh5,10,9,0.25,0.0000
oh5,10,9,0.30,0.0000
oh5,10,9,0.35,0.0000
oh5,10,9,0.40,0.0000
oh5,10,9,0.45,0.0000
oh5,10,9,0.50,0.0000
oh5,10,9,0.55,0.0000
oh5,10,9,0.60,0.0000
oh5,10,9,0.65,0.0000
oh5,10,9,0.70,0.0000
oh5,10,9,0.75,0.0000
oh5,10,9,0.80,0.0000
oh5,10,9,0.85,0.0000
oh5,10,9,0.90,0.0000
oh5,10,9,0.95,0.0000
oh5,10,9,average+1sigma,0.0060
oh5,10,9,average+2sigma,0.0039
oh5,10,9,average+3sigma,0.0031
oh5,10,9,average-1sigma,0.0169
oh5,10,9,average-2sigma,0.0278
oh5,10,9,average-3sigma,0.0452
oh5,10,9,average,0.0099
oh5,10,9,minimum,0.1111
oh5,20,11,0.05,0.6271
oh5,20,11,0.10,0.5743
oh5,20,11,0.15,0.2278
oh5,20,11,0.20,0.0498
oh5,20,11,0.25,0.0048
oh5,20,11,0.30,0.0004
oh5,20,11,0.35,0.0000
oh5,20,11,0.40,0.0000
oh5,20,11,0.45,0.0000
oh5,20,11,0.50,0.0000
oh5,20,11,0.55,0.0000
oh5,20,11,0.60,0.0000
oh5,20,11,0.65,0.0000
oh5,20,11,0.70,0.0000
oh5,20,11,0.75,0.0000
oh5,20,11,0.80,0.0000
oh5,20,11,0.85,0.0000
oh5,20,11,0.90,0.0000
oh5,20,11,0.95,0.0000
oh5,20,11,average+1sigma,0.0502
oh5,20,11,average+2sigma,0.0396
oh5,20,11,average+3sigma,0.0319
oh5,20,11,average-1sigma,0.0961
oh5,20,11,average-2sigma,0.1253
oh5,20,11,average-3sigma,0.1632
oh5,20,11,average,0.0704
oh5,20,11,minimum,0.4260
oh5,20,13,0.05,0.6730
oh5,20,13,0.10,0.5034
oh5,20,13,0.15,0.1527
oh5,20,13,0.20,0.0217
oh5,20,13,0.25,0.0011
oh5,20,13,0.30,0.0000
oh5,20,13,0.35,0.0000
oh5,20,13,0.40,0.0000
oh5,20,13,0.45,0.0000
oh5,20,13,0.50,0.0000
oh5,20,13,0.55,0.0000
oh5,20,13,0.60,0.0000
oh5,20,13,0.65,0.0000
oh5,20,13,0.70,0.0000
oh5,20,13,0.75,0.0000
oh5,20,13,0.80,0.0000
oh5,20,13,0.85,0.0000
oh5,20,13,0.90,0.0000
oh5,20,13,0.95,0.0000
oh5,20,13,average+1sigma,0.0624
oh5,20,13,average+2sigma,0.0487
oh5,20,13,average+3sigma,0.0390
oh5,20,13,average-1sigma,0.1142
oh5,20,13,average-2sigma,0.1476
oh5,20,13,average-3sigma,0.1918
oh5,20,13,average,0.0836
oh5,20,13,minimum,0.4777
oh5,20,15,0.05,0.7009
oh5,20,15,0.10,0.4147
oh5,20,15,0.15,0.0967
oh5,20,15,0.20,0.0074
oh5,20,15,0.25,0.0004
oh5,20,15,0.30,0.0000
oh5,20,15,0.35,0.0000
oh5,20,15,0.40,0.0000
oh5,20,15,0.45,0.0000
oh5,20,15,0.50,0.0000
oh5,20,15,0.55,0.0000
oh5,20,15,0.60,0.0000
oh5,20,15,0.65,0.0000
oh5,20,15,0.70,0.0000
oh5,20,15,0.75,0.0000
oh5,20,15,0.80,0.0000
oh5,20,15,0.85,0.0000
oh5,20,15,0.90,0.0000
oh5,20,15,0.95,0.0000
oh5,20,15,average+1sigma,0.0698
oh5,20,15,average+2sigma,0.0571
oh5,20,15,average+3sigma,0.0441
oh5,20,15,average-1sigma,0.1286
oh5,20,15,average-2sigma,0.1660
oh5,20,15,average-3sigma,0.2111
oh5,20,15,average,0.0957
oh5,20,15,minimum,0.5116
oh5,20,17,0.05,0.7107
oh5,20,17,0.10,0.3316
oh5,20,17,0.15,0.0529
oh5,20,17,0.20,0.0021
oh5,20,17,0.25,0.0004
oh5,20,17,0.30,0.0000
oh5,20,17,0.35,0.0000
oh5,20,17,0.40,0.0000
oh5,20,17,0.45,0.0000
oh5,20,17,0.50,0.0000
oh5,20,17,0.55,0.0000
oh5,20,17,0.60,0.0000
oh5,20,17,0.65,0.0000
oh5,20,17,0.70,0.0000
oh5,20,17,0.75,0.0000
oh5,20,17,0.80,0.0000
oh5,20,17,0.85,0.0000
oh5,20,17,0.90,0.0000
oh5,20,17,0.95,0.0000
oh5,20,17,average+1sigma,0.0751
oh5,20,17,average+2sigma,0.0605
oh5,20,17,average+3sigma,0.0488
oh5,20,17,average-1sigma,0.1375
oh5,20,17,average-2sigma,0.1781
oh5,20,17,average-3sigma,0.2258
oh5,20,17,average,0.1014
oh5,20,17,minimum,0.5300
oh5,20,19,0.05,0.7047
oh5,20,19,0.10,0.2500
oh5,20,19,0.15,0.0242
oh5,20,19,0.20,0.0004
oh5,20,19,0.25,0.0000
oh5,20,19,0.30,0.0000
oh5,20,19,0.35,0.0000
oh5,20,19,0.40,0.0000
oh5,20,19,0.45,0.0000
oh5,20,19,0.50,0.0000
oh5,20,19,0.55,0.0000
oh5,20,19,0.60,0.0000
oh5,20,19,0.65,0.0000
oh5,20,19,0.70,0.0000
oh5,20,19,0.75,0.0000
oh5,20,19,0.80,0.0000
oh5,20,19,0.85,0.0000
oh5,20,19,0.90,0.0000
oh5,20,19,0.95,0.0000
oh5,20,19,average+1sigma,0.0809
oh5,20,19,average+2sigma,0.0638
oh5,20,19,average+3sigma,0.0513
oh5,20,19,average-1sigma,0.1451
oh5,20,19,average-2sigma,0.1857
oh5,20,19,average-3sigma,0.2346
oh5,20,19,average,0.1087
oh5,20,19,minimum,0.5404
oh5,20,1,0.05,0.2266
oh5,20,1,0.10,0.4267
oh5,20,1,0.15,0.5554
oh5,20,1,0.20,0.5500
oh5,20,1,0.25,0.4735
oh5,20,1,0.30,0.3601
oh5,20,1,0.35,0.2554
oh5,20,1,0.40,0.1858
oh5,20,1,0.45,0.1146
oh5,20,1,0.50,0.0709
oh5,20,1,0.55,0.0443
oh5,20,1,0.60,0.0209
oh5,20,1,0.65,0.0103
oh5,20,1,0.70,0.0036
oh5,20,1,0.75,0.0025
oh5,20,1,0.80,0.0002
oh5,20,1,0.85,0.0000
oh5,20,1,0.90,0.0000
oh5,20,1,0.95,0.0000
oh5,20,1,average+1sigma,0.0000
oh5,20,1,average+2sigma,0.0000
oh5,20,1,average+3sigma,0.0000
oh5,20,1,average-1sigma,0.0000
oh5,20,1,average-2sigma,0.0000
oh5,20,1,average-3sigma,0.0000
oh5,20,1,average,0.0000
oh5,20,1,minimum,0.0000
oh5,20,3,0.05,0.2996
oh5,20,3,0.10,0.6020
oh5,20,3,0.15,0.6198
oh5,20,3,0.20,0.4671
oh5,20,3,0.25,0.2799
oh5,20,3,0.30,0.1332
oh5,20,3,0.35,0.0547
oh5,20,3,0.40,0.0215
oh5,20,3,0.45,0.0103
oh5,20,3,0.50,0.0031
oh5,20,3,0.55,0.0007
oh5,20,3,0.60,0.0000
oh5,20,3,0.65,0.0000
oh5,20,3,0.70,0.0000
oh5,20,3,0.75,0.0000
oh5,20,3,0.80,0.0000
oh5,20,3,0.85,0.0000
oh5,20,3,0.90,0.0000
oh5,20,3,0.95,0.0000
oh5,20,3,average+1sigma,0.0040
oh5,20,3,average+2sigma,0.0033
oh5,20,3,average+3sigma,0.0033
oh5,20,3,average-1sigma,0.0074
oh5,20,3,average-2sigma,0.0091
oh5,20,3,average-3sigma,0.0114
oh5,20,3,average,0.0057
oh5,20,3,minimum,0.0309
oh5,20,5,0.05,0.3857
oh5,20,5,0.10,0.6758
oh5,20,5,0.15,0.5433
oh5,20,5,0.20,0.3060
