Text Collection,Graph Constructor Algorithm,Graph Parameter k,# of Positive Labeled Documents,α,λ (|D+'| = λ x |D+|),# of iterations (m),F1 Score,Standard Deviation,Negative Precision
tr23,kNN,31,20,0.06,1,2,0.4295,0.1419,0.8842
tr23,kNN,31,20,0.06,1,3,0.4259,0.1388,0.8816
tr23,kNN,31,20,0.06,1.2,1,0.4254,0.1191,0.8848
tr23,kNN,31,20,0.06,1.2,2,0.4292,0.1313,0.8758
tr23,kNN,31,20,0.06,1.2,3,0.4299,0.1296,0.8772
tr23,kNN,31,20,0.06,1.4,1,0.4333,0.1194,0.8833
tr23,kNN,31,20,0.06,1.4,2,0.4337,0.1206,0.8778
tr23,kNN,31,20,0.06,1.4,3,0.4424,0.1116,0.8738
tr23,kNN,31,20,0.06,2,1,0.3922,0.1225,0.8789
tr23,kNN,31,20,0.06,2,2,0.4217,0.0854,0.8644
tr23,kNN,31,20,0.06,2,3,0.4289,0.0876,0.8621
tr23,kNN,31,20,0.04,0.2,1,0.3553,0.2133,0.7625
tr23,kNN,31,20,0.04,0.2,2,0.3509,0.2170,0.7361
tr23,kNN,31,20,0.04,0.2,3,0.3159,0.1914,0.6899
tr23,kNN,31,20,0.04,0.6,1,0.4379,0.2186,0.8521
tr23,kNN,31,20,0.04,0.6,2,0.3327,0.1570,0.7125
tr23,kNN,31,20,0.04,0.6,3,0.3536,0.2142,0.7632
tr23,kNN,31,20,0.04,0.8,1,0.4709,0.2388,0.8426
tr23,kNN,31,20,0.04,0.8,2,0.3770,0.1402,0.7333
tr23,kNN,31,20,0.04,0.8,3,0.4165,0.2130,0.8171
tr23,kNN,31,20,0.04,1,1,0.4844,0.2389,0.8608
tr23,kNN,31,20,0.04,1,2,0.3995,0.1526,0.7450
tr23,kNN,31,20,0.04,1,3,0.4344,0.2248,0.8412
tr23,kNN,31,20,0.04,1.2,1,0.4595,0.2321,0.8462
tr23,kNN,31,20,0.04,1.2,2,0.4281,0.1759,0.7530
tr23,kNN,31,20,0.04,1.2,3,0.4683,0.2269,0.8415
tr23,kNN,31,20,0.04,1.4,1,0.4160,0.2223,0.8111
tr23,kNN,31,20,0.04,1.4,2,0.4317,0.1823,0.7611
tr23,kNN,31,20,0.04,1.4,3,0.4627,0.2226,0.8567
tr23,kNN,31,20,0.04,2,1,0.4239,0.1257,0.8272
tr23,kNN,31,20,0.04,2,2,0.4190,0.1730,0.7567
tr23,kNN,31,20,0.04,2,3,0.4076,0.2192,0.8288
tr23,kNN,31,20,0.02,0.2,1,0.3634,0.1814,0.9667
tr23,kNN,31,20,0.02,0.2,2,0.3661,0.1783,0.9681
tr23,kNN,31,20,0.02,0.2,3,0.3674,0.1781,0.9681
tr23,kNN,31,20,0.02,0.6,1,0.3496,0.2044,0.9260
tr23,kNN,31,20,0.02,0.6,2,0.3437,0.2063,0.9125
tr23,kNN,31,20,0.02,0.6,3,0.3497,0.1938,0.9138
tr23,kNN,31,20,0.02,0.8,1,0.3544,0.2175,0.9139
tr23,kNN,31,20,0.02,0.8,2,0.3494,0.2158,0.9028
tr23,kNN,31,20,0.02,0.8,3,0.3502,0.2065,0.9010
tr23,kNN,31,20,0.02,1,1,0.3623,0.2252,0.9100
tr23,kNN,31,20,0.02,1,2,0.3577,0.2238,0.9017
tr23,kNN,31,20,0.02,1,3,0.3523,0.2163,0.8956
tr23,kNN,31,20,0.02,1.2,1,0.3676,0.2334,0.9098
tr23,kNN,31,20,0.02,1.2,2,0.3609,0.2302,0.8977
tr23,kNN,31,20,0.02,1.2,3,0.3544,0.2183,0.8967
tr23,kNN,31,20,0.02,1.4,1,0.3719,0.2417,0.9076
tr23,kNN,31,20,0.02,1.4,2,0.3651,0.2347,0.8965
tr23,kNN,31,20,0.02,1.4,3,0.3583,0.2285,0.8901
tr23,kNN,31,20,0.02,2,1,0.3924,0.2585,0.9128
tr23,kNN,31,20,0.02,2,2,0.3680,0.2361,0.8939
tr23,kNN,31,20,0.02,2,3,0.3590,0.2227,0.8842
tr23,kNN,31,30,0.1,0.2,1,0.3269,0.2227,0.7602
tr23,kNN,31,30,0.1,0.2,2,0.3334,0.2453,0.7722
tr23,kNN,31,30,0.1,0.2,3,0.3604,0.2277,0.7926
tr23,kNN,31,30,0.1,0.6,1,0.3457,0.2077,0.8285
tr23,kNN,31,30,0.1,0.6,2,0.3401,0.2272,0.8299
tr23,kNN,31,30,0.1,0.6,3,0.3537,0.2288,0.8326
tr23,kNN,31,30,0.1,0.8,1,0.3174,0.1937,0.8309
tr23,kNN,31,30,0.1,0.8,2,0.3103,0.2211,0.8265
tr23,kNN,31,30,0.1,0.8,3,0.3182,0.2116,0.8358
tr23,kNN,31,30,0.1,1,1,0.2876,0.1848,0.8322
tr23,kNN,31,30,0.1,1,2,0.2810,0.2079,0.8183
tr23,kNN,31,30,0.1,1,3,0.2935,0.1960,0.8283
tr23,kNN,31,30,0.1,1.2,1,0.2505,0.1774,0.8298
tr23,kNN,31,30,0.1,1.2,2,0.2509,0.1967,0.8197
tr23,kNN,31,30,0.1,1.2,3,0.2760,0.1936,0.8259
tr23,kNN,31,30,0.1,1.4,1,0.2212,0.1743,0.8245
tr23,kNN,31,30,0.1,1.4,2,0.2325,0.1974,0.8245
tr23,kNN,31,30,0.1,1.4,3,0.2516,0.1874,0.8261
tr23,kNN,31,30,0.1,2,1,0.1583,0.1690,0.8178
tr23,kNN,31,30,0.1,2,2,0.1802,0.1799,0.8281
tr23,kNN,31,30,0.1,2,3,0.1908,0.1783,0.8337
tr23,kNN,31,30,0.08,0.2,1,0.3707,0.2082,0.8648
tr23,kNN,31,30,0.08,0.2,2,0.3730,0.2044,0.8824
tr23,kNN,31,30,0.08,0.2,3,0.3695,0.2040,0.8833
tr23,kNN,31,30,0.08,0.6,1,0.3822,0.2549,0.8757
tr23,kNN,31,30,0.08,0.6,2,0.3776,0.2586,0.8799
tr23,kNN,31,30,0.08,0.6,3,0.3935,0.2667,0.8859
tr23,kNN,31,30,0.08,0.8,1,0.3690,0.2634,0.8765
tr23,kNN,31,30,0.08,0.8,2,0.3741,0.2653,0.8802
tr23,kNN,31,30,0.08,0.8,3,0.3731,0.2640,0.8790
tr23,kNN,31,30,0.08,1,1,0.3526,0.2622,0.8794
tr23,kNN,31,30,0.08,1,2,0.3616,0.2671,0.8794
tr23,kNN,31,30,0.08,1,3,0.3587,0.2655,0.8789
tr23,kNN,31,30,0.08,1.2,1,0.3445,0.2581,0.8859
tr23,kNN,31,30,0.08,1.2,2,0.3474,0.2620,0.8808
tr23,kNN,31,30,0.08,1.2,3,0.3555,0.2617,0.8815
tr23,kNN,31,30,0.08,1.4,1,0.3231,0.2566,0.8856
tr23,kNN,31,30,0.08,1.4,2,0.3381,0.2579,0.8824
tr23,kNN,31,30,0.08,1.4,3,0.3415,0.2618,0.8778
tr23,kNN,31,30,0.08,2,1,0.2481,0.2528,0.8719
tr23,kNN,31,30,0.08,2,2,0.2686,0.2592,0.8744
tr23,kNN,31,30,0.08,2,3,0.2687,0.2542,0.8737
tr23,kNN,31,30,0.06,0.2,1,0.4091,0.2310,0.9306
tr23,kNN,31,30,0.06,0.2,2,0.3873,0.2080,0.9037
tr23,kNN,31,30,0.06,0.2,3,0.3861,0.2039,0.9019
tr23,kNN,31,30,0.06,0.6,1,0.3795,0.1943,0.9215
tr23,kNN,31,30,0.06,0.6,2,0.3666,0.1709,0.9090
tr23,kNN,31,30,0.06,0.6,3,0.3668,0.1716,0.9074
tr23,kNN,31,30,0.06,0.8,1,0.3561,0.1805,0.9068
tr23,kNN,31,30,0.06,0.8,2,0.3624,0.1669,0.9043
tr23,kNN,31,30,0.06,0.8,3,0.3612,0.1694,0.9043
tr23,kNN,31,30,0.06,1,1,0.3564,0.1871,0.9044
tr23,kNN,31,30,0.06,1,2,0.3627,0.1679,0.9028
tr23,kNN,31,30,0.06,1,3,0.3606,0.1631,0.9050
tr23,kNN,31,30,0.06,1.2,1,0.3461,0.1802,0.9101
tr23,kNN,31,30,0.06,1.2,2,0.3532,0.1755,0.9071
tr23,kNN,31,30,0.06,1.2,3,0.3620,0.1746,0.9053
tr23,kNN,31,30,0.06,1.4,1,0.3440,0.1790,0.9106
tr23,kNN,31,30,0.06,1.4,2,0.3498,0.1719,0.9065
tr23,kNN,31,30,0.06,1.4,3,0.3558,0.1722,0.9043
tr23,kNN,31,30,0.06,2,1,0.2822,0.1453,0.8978
tr23,kNN,31,30,0.06,2,2,0.3133,0.1716,0.9056
tr23,kNN,31,30,0.06,2,3,0.3269,0.1556,0.9048
tr23,kNN,31,30,0.04,0.2,1,0.3508,0.2125,0.8417
tr23,kNN,31,30,0.04,0.2,2,0.3328,0.2170,0.8333
tr23,kNN,31,30,0.04,0.2,3,0.3169,0.2289,0.8315
tr23,kNN,31,30,0.04,0.6,1,0.4328,0.2426,0.9076
tr23,kNN,31,30,0.04,0.6,2,0.3294,0.1904,0.8063
tr23,kNN,31,30,0.04,0.6,3,0.3045,0.1847,0.7889
tr23,kNN,31,30,0.04,0.8,1,0.3929,0.2192,0.8796
tr23,kNN,31,30,0.04,0.8,2,0.3445,0.2109,0.8006
tr23,kNN,31,30,0.04,0.8,3,0.3366,0.2157,0.8796
tr23,kNN,31,30,0.04,1,1,0.3531,0.1861,0.8700
tr23,kNN,31,30,0.04,1,2,0.3364,0.1705,0.7933
tr23,kNN,31,30,0.04,1,3,0.3540,0.2274,0.8783
tr23,kNN,31,30,0.04,1.2,1,0.3328,0.1490,0.8631
tr23,kNN,31,30,0.04,1.2,2,0.3099,0.1537,0.7944
tr23,kNN,31,30,0.04,1.2,3,0.3628,0.2166,0.8831
tr23,kNN,31,30,0.04,1.4,1,0.2954,0.1258,0.8343
tr23,kNN,31,30,0.04,1.4,2,0.2800,0.1496,0.8023
tr23,kNN,31,30,0.04,1.4,3,0.3344,0.1942,0.8836
tr23,kNN,31,30,0.04,2,1,0.1716,0.1118,0.7889
tr23,kNN,31,30,0.04,2,2,0.1826,0.1366,0.7941
tr23,kNN,31,30,0.04,2,3,0.2240,0.1216,0.8415
tr23,kNN,31,30,0.02,0.2,1,0.3155,0.2385,0.9806
tr23,kNN,31,30,0.02,0.2,2,0.3146,0.2384,0.9806
tr23,kNN,31,30,0.02,0.2,3,0.3162,0.2372,0.9796
tr23,kNN,31,30,0.02,0.6,1,0.3133,0.2740,0.9590
tr23,kNN,31,30,0.02,0.6,2,0.3093,0.2713,0.9514
tr23,kNN,31,30,0.02,0.6,3,0.3047,0.2670,0.9578
tr23,kNN,31,30,0.02,0.8,1,0.3224,0.2878,0.9519
tr23,kNN,31,30,0.02,0.8,2,0.3152,0.2788,0.9426
tr23,kNN,31,30,0.02,0.8,3,0.3131,0.2749,0.9383
tr23,kNN,31,30,0.02,1,1,0.3309,0.2967,0.9528
tr23,kNN,31,30,0.02,1,2,0.3228,0.2858,0.9394
tr23,kNN,31,30,0.02,1,3,0.3217,0.2848,0.9378
tr23,kNN,31,30,0.02,1.2,1,0.3345,0.3016,0.9515
tr23,kNN,31,30,0.02,1.2,2,0.3303,0.2914,0.9409
tr23,kNN,31,30,0.02,1.2,3,0.3204,0.2810,0.9349
tr23,kNN,31,30,0.02,1.4,1,0.3398,0.2977,0.9500
tr23,kNN,31,30,0.02,1.4,2,0.3400,0.2992,0.9444
tr23,kNN,31,30,0.02,1.4,3,0.3240,0.2809,0.9319
tr23,kNN,31,30,0.02,2,1,0.3526,0.2708,0.9404
tr23,kNN,31,30,0.02,2,2,0.3290,0.2725,0.9281
tr23,kNN,31,30,0.02,2,3,0.3220,0.2617,0.9215
re1,kNN,3,1,0.1,0.2,1,0.0726,0.0918,0.9600
re1,kNN,3,1,0.1,0.2,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.1,0.2,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.1,0.6,1,0.0726,0.0918,0.9600
re1,kNN,3,1,0.1,0.6,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.1,0.6,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.1,0.8,1,0.0726,0.0918,0.9600
re1,kNN,3,1,0.1,0.8,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.1,0.8,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.1,1,1,0.0726,0.0918,0.9640
re1,kNN,3,1,0.1,1,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.1,1,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.1,1.2,1,0.0726,0.0918,0.9640
re1,kNN,3,1,0.1,1.2,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.1,1.2,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.1,1.4,1,0.0726,0.0918,0.9640
re1,kNN,3,1,0.1,1.4,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.1,1.4,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.1,2,1,0.0726,0.0918,0.9640
re1,kNN,3,1,0.1,2,2,0.0726,0.0918,0.9640
re1,kNN,3,1,0.1,2,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.08,0.2,1,0.0726,0.0918,0.9600
re1,kNN,3,1,0.08,0.2,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.08,0.2,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.08,0.6,1,0.0726,0.0918,0.9600
re1,kNN,3,1,0.08,0.6,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.08,0.6,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.08,0.8,1,0.0726,0.0918,0.9600
re1,kNN,3,1,0.08,0.8,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.08,0.8,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.08,1,1,0.0726,0.0918,0.9640
re1,kNN,3,1,0.08,1,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.08,1,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.08,1.2,1,0.0726,0.0918,0.9640
re1,kNN,3,1,0.08,1.2,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.08,1.2,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.08,1.4,1,0.0726,0.0918,0.9640
re1,kNN,3,1,0.08,1.4,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.08,1.4,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.08,2,1,0.0726,0.0918,0.9640
re1,kNN,3,1,0.08,2,2,0.0726,0.0918,0.9640
re1,kNN,3,1,0.08,2,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.06,0.2,1,0.0726,0.0918,0.9600
re1,kNN,3,1,0.06,0.2,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.06,0.2,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.06,0.6,1,0.0726,0.0918,0.9600
re1,kNN,3,1,0.06,0.6,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.06,0.6,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.06,0.8,1,0.0726,0.0918,0.9600
re1,kNN,3,1,0.06,0.8,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.06,0.8,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.06,1,1,0.0726,0.0918,0.9640
re1,kNN,3,1,0.06,1,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.06,1,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.06,1.2,1,0.0726,0.0918,0.9640
re1,kNN,3,1,0.06,1.2,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.06,1.2,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.06,1.4,1,0.0726,0.0918,0.9640
re1,kNN,3,1,0.06,1.4,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.06,1.4,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.06,2,1,0.0726,0.0918,0.9640
re1,kNN,3,1,0.06,2,2,0.0726,0.0918,0.9640
re1,kNN,3,1,0.06,2,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.04,0.2,1,0.0726,0.0918,0.9600
re1,kNN,3,1,0.04,0.2,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.04,0.2,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.04,0.6,1,0.0726,0.0918,0.9600
re1,kNN,3,1,0.04,0.6,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.04,0.6,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.04,0.8,1,0.0726,0.0918,0.9600
re1,kNN,3,1,0.04,0.8,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.04,0.8,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.04,1,1,0.0726,0.0918,0.9640
re1,kNN,3,1,0.04,1,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.04,1,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.04,1.2,1,0.0726,0.0918,0.9640
re1,kNN,3,1,0.04,1.2,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.04,1.2,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.04,1.4,1,0.0726,0.0918,0.9640
re1,kNN,3,1,0.04,1.4,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.04,1.4,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.04,2,1,0.0726,0.0918,0.9640
re1,kNN,3,1,0.04,2,2,0.0726,0.0918,0.9640
re1,kNN,3,1,0.04,2,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.02,0.2,1,0.0726,0.0918,0.9600
re1,kNN,3,1,0.02,0.2,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.02,0.2,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.02,0.6,1,0.0726,0.0918,0.9600
re1,kNN,3,1,0.02,0.6,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.02,0.6,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.02,0.8,1,0.0726,0.0918,0.9600
re1,kNN,3,1,0.02,0.8,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.02,0.8,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.02,1,1,0.0726,0.0918,0.9640
re1,kNN,3,1,0.02,1,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.02,1,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.02,1.2,1,0.0726,0.0918,0.9640
re1,kNN,3,1,0.02,1.2,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.02,1.2,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.02,1.4,1,0.0726,0.0918,0.9640
re1,kNN,3,1,0.02,1.4,2,0.0726,0.0918,0.9600
re1,kNN,3,1,0.02,1.4,3,0.0726,0.0918,0.9600
re1,kNN,3,1,0.02,2,1,0.0726,0.0918,0.9640
re1,kNN,3,1,0.02,2,2,0.0726,0.0918,0.9640
re1,kNN,3,1,0.02,2,3,0.0726,0.0918,0.9600
re1,kNN,3,5,0.1,0.2,1,0.0670,0.0908,0.9780
re1,kNN,3,5,0.1,0.2,2,0.0670,0.0908,0.9800
re1,kNN,3,5,0.1,0.2,3,0.0670,0.0908,0.9800
re1,kNN,3,5,0.1,0.6,1,0.0670,0.0908,0.9780
re1,kNN,3,5,0.1,0.6,2,0.0670,0.0908,0.9777
re1,kNN,3,5,0.1,0.6,3,0.0670,0.0908,0.9800
re1,kNN,3,5,0.1,0.8,1,0.0670,0.0908,0.9764
re1,kNN,3,5,0.1,0.8,2,0.0670,0.0908,0.9764
re1,kNN,3,5,0.1,0.8,3,0.0670,0.0908,0.9780
re1,kNN,3,5,0.1,1,1,0.0670,0.0908,0.9752
re1,kNN,3,5,0.1,1,2,0.0670,0.0908,0.9764
re1,kNN,3,5,0.1,1,3,0.0670,0.0908,0.9780
re1,kNN,3,5,0.1,1.2,1,0.0670,0.0908,0.9753
re1,kNN,3,5,0.1,1.2,2,0.0670,0.0908,0.9753
re1,kNN,3,5,0.1,1.2,3,0.0670,0.0908,0.9780
re1,kNN,3,5,0.1,1.4,1,0.0670,0.0908,0.9767
re1,kNN,3,5,0.1,1.4,2,0.0670,0.0908,0.9753
re1,kNN,3,5,0.1,1.4,3,0.0670,0.0908,0.9753
re1,kNN,3,5,0.1,2,1,0.0670,0.0908,0.9760
re1,kNN,3,5,0.1,2,2,0.0670,0.0908,0.9760
re1,kNN,3,5,0.1,2,3,0.0670,0.0908,0.9754
re1,kNN,3,5,0.08,0.2,1,0.0670,0.0908,0.9780
re1,kNN,3,5,0.08,0.2,2,0.0670,0.0908,0.9800
re1,kNN,3,5,0.08,0.2,3,0.0670,0.0908,0.9800
re1,kNN,3,5,0.08,0.6,1,0.0670,0.0908,0.9780
re1,kNN,3,5,0.08,0.6,2,0.0670,0.0908,0.9783
re1,kNN,3,5,0.08,0.6,3,0.0670,0.0908,0.9800
re1,kNN,3,5,0.08,0.8,1,0.0670,0.0908,0.9764
re1,kNN,3,5,0.08,0.8,2,0.0670,0.0908,0.9764
re1,kNN,3,5,0.08,0.8,3,0.0670,0.0908,0.9780
re1,kNN,3,5,0.08,1,1,0.0670,0.0908,0.9752
re1,kNN,3,5,0.08,1,2,0.0670,0.0908,0.9764
re1,kNN,3,5,0.08,1,3,0.0670,0.0908,0.9780
re1,kNN,3,5,0.08,1.2,1,0.0670,0.0908,0.9753
re1,kNN,3,5,0.08,1.2,2,0.0670,0.0908,0.9749
re1,kNN,3,5,0.08,1.2,3,0.0670,0.0908,0.9780
re1,kNN,3,5,0.08,1.4,1,0.0670,0.0908,0.9767
re1,kNN,3,5,0.08,1.4,2,0.0670,0.0908,0.9749
re1,kNN,3,5,0.08,1.4,3,0.0670,0.0908,0.9749
re1,kNN,3,5,0.08,2,1,0.0670,0.0908,0.9763
re1,kNN,3,5,0.08,2,2,0.0670,0.0908,0.9760
re1,kNN,3,5,0.08,2,3,0.0670,0.0908,0.9754
re1,kNN,3,5,0.06,0.2,1,0.0670,0.0908,0.9780
re1,kNN,3,5,0.06,0.2,2,0.0670,0.0908,0.9800
re1,kNN,3,5,0.06,0.2,3,0.0670,0.0908,0.9800
re1,kNN,3,5,0.06,0.6,1,0.0670,0.0908,0.9780
re1,kNN,3,5,0.06,0.6,2,0.0670,0.0908,0.9783
re1,kNN,3,5,0.06,0.6,3,0.0670,0.0908,0.9800
re1,kNN,3,5,0.06,0.8,1,0.0670,0.0908,0.9764
re1,kNN,3,5,0.06,0.8,2,0.0670,0.0908,0.9764
re1,kNN,3,5,0.06,0.8,3,0.0670,0.0908,0.9780
re1,kNN,3,5,0.06,1,1,0.0670,0.0908,0.9752
re1,kNN,3,5,0.06,1,2,0.0670,0.0908,0.9764
re1,kNN,3,5,0.06,1,3,0.0670,0.0908,0.9780
re1,kNN,3,5,0.06,1.2,1,0.0670,0.0908,0.9753
re1,kNN,3,5,0.06,1.2,2,0.0670,0.0908,0.9749
re1,kNN,3,5,0.06,1.2,3,0.0670,0.0908,0.9780
re1,kNN,3,5,0.06,1.4,1,0.0670,0.0908,0.9767
re1,kNN,3,5,0.06,1.4,2,0.0670,0.0908,0.9749
re1,kNN,3,5,0.06,1.4,3,0.0670,0.0908,0.9749
re1,kNN,3,5,0.06,2,1,0.0670,0.0908,0.9763
re1,kNN,3,5,0.06,2,2,0.0670,0.0908,0.9760
re1,kNN,3,5,0.06,2,3,0.0670,0.0908,0.9754
re1,kNN,3,5,0.04,0.2,1,0.0670,0.0908,0.9780
re1,kNN,3,5,0.04,0.2,2,0.0670,0.0908,0.9800
re1,kNN,3,5,0.04,0.2,3,0.0670,0.0908,0.9800
re1,kNN,3,5,0.04,0.6,1,0.0670,0.0908,0.9780
re1,kNN,3,5,0.04,0.6,2,0.0670,0.0908,0.9783
re1,kNN,3,5,0.04,0.6,3,0.0670,0.0908,0.9800
re1,kNN,3,5,0.04,0.8,1,0.0670,0.0908,0.9764
re1,kNN,3,5,0.04,0.8,2,0.0670,0.0908,0.9764
re1,kNN,3,5,0.04,0.8,3,0.0670,0.0908,0.9780
re1,kNN,3,5,0.04,1,1,0.0670,0.0908,0.9752
re1,kNN,3,5,0.04,1,2,0.0670,0.0908,0.9764
re1,kNN,3,5,0.04,1,3,0.0670,0.0908,0.9780
re1,kNN,3,5,0.04,1.2,1,0.0670,0.0908,0.9753
re1,kNN,3,5,0.04,1.2,2,0.0670,0.0908,0.9749
re1,kNN,3,5,0.04,1.2,3,0.0670,0.0908,0.9780
re1,kNN,3,5,0.04,1.4,1,0.0670,0.0908,0.9770
re1,kNN,3,5,0.04,1.4,2,0.0670,0.0908,0.9749
re1,kNN,3,5,0.04,1.4,3,0.0670,0.0908,0.9749
re1,kNN,3,5,0.04,2,1,0.0670,0.0908,0.9763
re1,kNN,3,5,0.04,2,2,0.0670,0.0908,0.9763
re1,kNN,3,5,0.04,2,3,0.0670,0.0908,0.9751
re1,kNN,3,5,0.02,0.2,1,0.0670,0.0908,0.9780
re1,kNN,3,5,0.02,0.2,2,0.0670,0.0908,0.9800
re1,kNN,3,5,0.02,0.2,3,0.0670,0.0908,0.9800
re1,kNN,3,5,0.02,0.6,1,0.0670,0.0908,0.9780
re1,kNN,3,5,0.02,0.6,2,0.0670,0.0908,0.9783
re1,kNN,3,5,0.02,0.6,3,0.0670,0.0908,0.9800
re1,kNN,3,5,0.02,0.8,1,0.0670,0.0908,0.9764
re1,kNN,3,5,0.02,0.8,2,0.0670,0.0908,0.9764
re1,kNN,3,5,0.02,0.8,3,0.0670,0.0908,0.9780
re1,kNN,3,5,0.02,1,1,0.0670,0.0908,0.9752
re1,kNN,3,5,0.02,1,2,0.0670,0.0908,0.9764
re1,kNN,3,5,0.02,1,3,0.0670,0.0908,0.9780
re1,kNN,3,5,0.02,1.2,1,0.0670,0.0908,0.9753
re1,kNN,3,5,0.02,1.2,2,0.0670,0.0908,0.9749
re1,kNN,3,5,0.02,1.2,3,0.0670,0.0908,0.9780
re1,kNN,3,5,0.02,1.4,1,0.0670,0.0908,0.9767
re1,kNN,3,5,0.02,1.4,2,0.0670,0.0908,0.9749
re1,kNN,3,5,0.02,1.4,3,0.0670,0.0908,0.9749
re1,kNN,3,5,0.02,2,1,0.0670,0.0908,0.9763
re1,kNN,3,5,0.02,2,2,0.0670,0.0908,0.9760
re1,kNN,3,5,0.02,2,3,0.0670,0.0908,0.9751
re1,kNN,3,10,0.1,0.2,1,0.0643,0.0925,0.9816
re1,kNN,3,10,0.1,0.2,2,0.0643,0.0925,0.9816
re1,kNN,3,10,0.1,0.2,3,0.0643,0.0925,0.9800
re1,kNN,3,10,0.1,0.6,1,0.0643,0.0925,0.9813
re1,kNN,3,10,0.1,0.6,2,0.0643,0.0925,0.9815
re1,kNN,3,10,0.1,0.6,3,0.0643,0.0925,0.9811
re1,kNN,3,10,0.1,0.8,1,0.0643,0.0925,0.9826
re1,kNN,3,10,0.1,0.8,2,0.0643,0.0925,0.9826
re1,kNN,3,10,0.1,0.8,3,0.0643,0.0925,0.9815
re1,kNN,3,10,0.1,1,1,0.0643,0.0925,0.9833
re1,kNN,3,10,0.1,1,2,0.0643,0.0925,0.9833
re1,kNN,3,10,0.1,1,3,0.0643,0.0925,0.9840
re1,kNN,3,10,0.1,1.2,1,0.0643,0.0925,0.9830
re1,kNN,3,10,0.1,1.2,2,0.0643,0.0925,0.9830
re1,kNN,3,10,0.1,1.2,3,0.0643,0.0925,0.9840
re1,kNN,3,10,0.1,1.4,1,0.0643,0.0925,0.9826
re1,kNN,3,10,0.1,1.4,2,0.0643,0.0925,0.9825
re1,kNN,3,10,0.1,1.4,3,0.0643,0.0925,0.9831
re1,kNN,3,10,0.1,2,1,0.0643,0.0926,0.9810
re1,kNN,3,10,0.1,2,2,0.0643,0.0926,0.9810
