Text Collection,Graph Constructor Algorithm,Graph Parameter (k or ε),# of Positive Labeled Documents (D+),Label Propagation Algorithm,"Extracted Negatives Docs (num_neg = {1,2,5,10} x |D+|)",LLGC parameter (α),F1 Score,Standard Deviation,Negative Precision
re0,eN,0.2,20,LLGC,x2,0.7,0.1869,0.2009,0.9608
re0,eN,0.2,20,LLGC,x2,0.9,0.1856,0.1991,0.9608
re0,eN,0.2,20,LLGC,x5,0.1,0.2131,0.2205,0.9604
re0,eN,0.2,20,LLGC,x5,0.3,0.2176,0.2250,0.9604
re0,eN,0.2,20,LLGC,x5,0.5,0.2237,0.2303,0.9604
re0,eN,0.2,20,LLGC,x5,0.7,0.2354,0.2408,0.9604
re0,eN,0.2,20,LLGC,x5,0.9,0.2598,0.2481,0.9604
re0,eN,0.2,20,LLGC,x10,0.1,0.2474,0.2248,0.9562
re0,eN,0.2,20,LLGC,x10,0.3,0.2523,0.2272,0.9562
re0,eN,0.2,20,LLGC,x10,0.5,0.2608,0.2308,0.9562
re0,eN,0.2,20,LLGC,x10,0.7,0.2716,0.2237,0.9562
re0,eN,0.2,20,LLGC,x10,0.9,0.3376,0.1629,0.9562
re0,eN,0.2,30,LLGC,x1,0.1,0.1619,0.1999,0.9619
re0,eN,0.2,30,LLGC,x1,0.3,0.1622,0.2002,0.9619
re0,eN,0.2,30,LLGC,x1,0.5,0.1620,0.1999,0.9619
re0,eN,0.2,30,LLGC,x1,0.7,0.1609,0.1987,0.9619
re0,eN,0.2,30,LLGC,x1,0.9,0.1573,0.1963,0.9619
re0,eN,0.2,30,LLGC,x2,0.1,0.1727,0.2084,0.9617
re0,eN,0.2,30,LLGC,x2,0.3,0.1733,0.2089,0.9617
re0,eN,0.2,30,LLGC,x2,0.5,0.1738,0.2090,0.9617
re0,eN,0.2,30,LLGC,x2,0.7,0.1744,0.2096,0.9617
re0,eN,0.2,30,LLGC,x2,0.9,0.1753,0.2099,0.9617
re0,eN,0.2,30,LLGC,x5,0.1,0.2040,0.2338,0.9610
re0,eN,0.2,30,LLGC,x5,0.3,0.2069,0.2373,0.9610
re0,eN,0.2,30,LLGC,x5,0.5,0.2126,0.2430,0.9610
re0,eN,0.2,30,LLGC,x5,0.7,0.2234,0.2542,0.9610
re0,eN,0.2,30,LLGC,x5,0.9,0.2465,0.2579,0.9610
re0,eN,0.2,30,LLGC,x10,0.1,0.2318,0.2350,0.9574
re0,eN,0.2,30,LLGC,x10,0.3,0.2371,0.2384,0.9574
re0,eN,0.2,30,LLGC,x10,0.5,0.2440,0.2415,0.9574
re0,eN,0.2,30,LLGC,x10,0.7,0.2491,0.2306,0.9574
re0,eN,0.2,30,LLGC,x10,0.9,0.3022,0.1790,0.9574
re0,eN,0.25,1,LLGC,x1,0.1,0.1204,0.1593,0.9769
re0,eN,0.25,1,LLGC,x1,0.3,0.1212,0.1594,0.9769
re0,eN,0.25,1,LLGC,x1,0.5,0.1218,0.1591,0.9769
re0,eN,0.25,1,LLGC,x1,0.7,0.1225,0.1591,0.9769
re0,eN,0.25,1,LLGC,x1,0.9,0.1238,0.1591,0.9769
re0,eN,0.25,1,LLGC,x2,0.1,0.1208,0.1590,0.9500
re0,eN,0.25,1,LLGC,x2,0.3,0.1220,0.1592,0.9500
re0,eN,0.25,1,LLGC,x2,0.5,0.1230,0.1594,0.9500
re0,eN,0.25,1,LLGC,x2,0.7,0.1246,0.1600,0.9500
re0,eN,0.25,1,LLGC,x2,0.9,0.1258,0.1568,0.9500
re0,eN,0.25,1,LLGC,x5,0.1,0.1243,0.1621,0.9462
re0,eN,0.25,1,LLGC,x5,0.3,0.1253,0.1608,0.9462
re0,eN,0.25,1,LLGC,x5,0.5,0.1264,0.1594,0.9462
re0,eN,0.25,1,LLGC,x5,0.7,0.1278,0.1581,0.9462
re0,eN,0.25,1,LLGC,x5,0.9,0.1310,0.1556,0.9462
re0,eN,0.25,1,LLGC,x10,0.1,0.1362,0.1673,0.9392
re0,eN,0.25,1,LLGC,x10,0.3,0.1391,0.1675,0.9392
re0,eN,0.25,1,LLGC,x10,0.5,0.1407,0.1658,0.9392
re0,eN,0.25,1,LLGC,x10,0.7,0.1433,0.1663,0.9392
re0,eN,0.25,1,LLGC,x10,0.9,0.1525,0.1706,0.9392
re0,eN,0.25,5,LLGC,x1,0.1,0.1233,0.1651,0.9538
re0,eN,0.25,5,LLGC,x1,0.3,0.1246,0.1668,0.9538
re0,eN,0.25,5,LLGC,x1,0.5,0.1257,0.1680,0.9538
re0,eN,0.25,5,LLGC,x1,0.7,0.1269,0.1690,0.9538
re0,eN,0.25,5,LLGC,x1,0.9,0.1278,0.1670,0.9538
re0,eN,0.25,5,LLGC,x2,0.1,0.1309,0.1719,0.9492
re0,eN,0.25,5,LLGC,x2,0.3,0.1333,0.1744,0.9492
re0,eN,0.25,5,LLGC,x2,0.5,0.1349,0.1761,0.9492
re0,eN,0.25,5,LLGC,x2,0.7,0.1367,0.1770,0.9492
re0,eN,0.25,5,LLGC,x2,0.9,0.1384,0.1756,0.9492
re0,eN,0.25,5,LLGC,x5,0.1,0.1419,0.1781,0.9523
re0,eN,0.25,5,LLGC,x5,0.3,0.1458,0.1812,0.9523
re0,eN,0.25,5,LLGC,x5,0.5,0.1487,0.1828,0.9523
re0,eN,0.25,5,LLGC,x5,0.7,0.1520,0.1844,0.9523
re0,eN,0.25,5,LLGC,x5,0.9,0.1587,0.1871,0.9523
re0,eN,0.25,5,LLGC,x10,0.1,0.1522,0.1824,0.9531
re0,eN,0.25,5,LLGC,x10,0.3,0.1564,0.1835,0.9531
re0,eN,0.25,5,LLGC,x10,0.5,0.1596,0.1845,0.9531
re0,eN,0.25,5,LLGC,x10,0.7,0.1634,0.1846,0.9531
re0,eN,0.25,5,LLGC,x10,0.9,0.1867,0.1950,0.9531
re0,eN,0.25,10,LLGC,x1,0.1,0.1206,0.1696,0.9515
re0,eN,0.25,10,LLGC,x1,0.3,0.1220,0.1707,0.9515
re0,eN,0.25,10,LLGC,x1,0.5,0.1227,0.1713,0.9515
re0,eN,0.25,10,LLGC,x1,0.7,0.1234,0.1717,0.9515
re0,eN,0.25,10,LLGC,x1,0.9,0.1232,0.1702,0.9515
re0,eN,0.25,10,LLGC,x2,0.1,0.1274,0.1743,0.9508
re0,eN,0.25,10,LLGC,x2,0.3,0.1294,0.1760,0.9508
re0,eN,0.25,10,LLGC,x2,0.5,0.1311,0.1776,0.9508
re0,eN,0.25,10,LLGC,x2,0.7,0.1327,0.1788,0.9508
re0,eN,0.25,10,LLGC,x2,0.9,0.1342,0.1787,0.9508
re0,eN,0.25,10,LLGC,x5,0.1,0.1394,0.1829,0.9574
re0,eN,0.25,10,LLGC,x5,0.3,0.1428,0.1849,0.9574
re0,eN,0.25,10,LLGC,x5,0.5,0.1454,0.1865,0.9574
re0,eN,0.25,10,LLGC,x5,0.7,0.1487,0.1895,0.9574
re0,eN,0.25,10,LLGC,x5,0.9,0.1591,0.2009,0.9574
re0,eN,0.25,10,LLGC,x10,0.1,0.1492,0.1875,0.9570
re0,eN,0.25,10,LLGC,x10,0.3,0.1539,0.1910,0.9570
re0,eN,0.25,10,LLGC,x10,0.5,0.1584,0.1949,0.9570
re0,eN,0.25,10,LLGC,x10,0.7,0.1663,0.2025,0.9570
re0,eN,0.25,10,LLGC,x10,0.9,0.1878,0.2046,0.9570
re0,eN,0.25,20,LLGC,x1,0.1,0.1632,0.1876,0.9328
re0,eN,0.25,20,LLGC,x1,0.3,0.1643,0.1881,0.9328
re0,eN,0.25,20,LLGC,x1,0.5,0.1649,0.1881,0.9328
re0,eN,0.25,20,LLGC,x1,0.7,0.1654,0.1881,0.9328
re0,eN,0.25,20,LLGC,x1,0.9,0.1651,0.1871,0.9328
re0,eN,0.25,20,LLGC,x2,0.1,0.1711,0.1909,0.9367
re0,eN,0.25,20,LLGC,x2,0.3,0.1730,0.1913,0.9367
re0,eN,0.25,20,LLGC,x2,0.5,0.1745,0.1914,0.9367
re0,eN,0.25,20,LLGC,x2,0.7,0.1760,0.1919,0.9367
re0,eN,0.25,20,LLGC,x2,0.9,0.1771,0.1921,0.9367
re0,eN,0.25,20,LLGC,x5,0.1,0.1848,0.1958,0.9372
re0,eN,0.25,20,LLGC,x5,0.3,0.1890,0.1984,0.9372
re0,eN,0.25,20,LLGC,x5,0.5,0.1934,0.2016,0.9372
re0,eN,0.25,20,LLGC,x5,0.7,0.2000,0.2072,0.9372
re0,eN,0.25,20,LLGC,x5,0.9,0.2225,0.2292,0.9372
re0,eN,0.25,20,LLGC,x10,0.1,0.2109,0.2119,0.9464
re0,eN,0.25,20,LLGC,x10,0.3,0.2163,0.2157,0.9464
re0,eN,0.25,20,LLGC,x10,0.5,0.2226,0.2199,0.9464
re0,eN,0.25,20,LLGC,x10,0.7,0.2308,0.2251,0.9464
re0,eN,0.25,20,LLGC,x10,0.9,0.2560,0.2055,0.9464
re0,eN,0.25,30,LLGC,x1,0.1,0.1530,0.1930,0.9433
re0,eN,0.25,30,LLGC,x1,0.3,0.1540,0.1940,0.9433
re0,eN,0.25,30,LLGC,x1,0.5,0.1548,0.1946,0.9433
re0,eN,0.25,30,LLGC,x1,0.7,0.1553,0.1944,0.9433
re0,eN,0.25,30,LLGC,x1,0.9,0.1543,0.1925,0.9433
re0,eN,0.25,30,LLGC,x2,0.1,0.1597,0.1970,0.9381
re0,eN,0.25,30,LLGC,x2,0.3,0.1611,0.1973,0.9381
re0,eN,0.25,30,LLGC,x2,0.5,0.1623,0.1977,0.9381
re0,eN,0.25,30,LLGC,x2,0.7,0.1638,0.1983,0.9381
re0,eN,0.25,30,LLGC,x2,0.9,0.1651,0.1990,0.9381
re0,eN,0.25,30,LLGC,x5,0.1,0.1762,0.2082,0.9464
re0,eN,0.25,30,LLGC,x5,0.3,0.1797,0.2116,0.9464
re0,eN,0.25,30,LLGC,x5,0.5,0.1841,0.2164,0.9464
re0,eN,0.25,30,LLGC,x5,0.7,0.1920,0.2249,0.9464
re0,eN,0.25,30,LLGC,x5,0.9,0.2145,0.2455,0.9464
re0,eN,0.25,30,LLGC,x10,0.1,0.2104,0.2298,0.9494
re0,eN,0.25,30,LLGC,x10,0.3,0.2145,0.2312,0.9494
re0,eN,0.25,30,LLGC,x10,0.5,0.2201,0.2344,0.9494
re0,eN,0.25,30,LLGC,x10,0.7,0.2268,0.2364,0.9494
re0,eN,0.25,30,LLGC,x10,0.9,0.2464,0.2131,0.9494
re0,eN,0.3,1,LLGC,x1,0.1,0.1173,0.1567,0.9692
re0,eN,0.3,1,LLGC,x1,0.3,0.1181,0.1567,0.9692
re0,eN,0.3,1,LLGC,x1,0.5,0.1185,0.1563,0.9692
re0,eN,0.3,1,LLGC,x1,0.7,0.1191,0.1561,0.9692
re0,eN,0.3,1,LLGC,x1,0.9,0.1197,0.1551,0.9692
re0,eN,0.3,1,LLGC,x2,0.1,0.1187,0.1585,0.9615
re0,eN,0.3,1,LLGC,x2,0.3,0.1194,0.1579,0.9615
re0,eN,0.3,1,LLGC,x2,0.5,0.1201,0.1575,0.9615
re0,eN,0.3,1,LLGC,x2,0.7,0.1210,0.1577,0.9615
re0,eN,0.3,1,LLGC,x2,0.9,0.1204,0.1546,0.9615
re0,eN,0.3,1,LLGC,x5,0.1,0.1202,0.1577,0.9369
re0,eN,0.3,1,LLGC,x5,0.3,0.1213,0.1575,0.9369
re0,eN,0.3,1,LLGC,x5,0.5,0.1219,0.1567,0.9369
re0,eN,0.3,1,LLGC,x5,0.7,0.1227,0.1557,0.9369
re0,eN,0.3,1,LLGC,x5,0.9,0.1213,0.1522,0.9369
re0,eN,0.3,1,LLGC,x10,0.1,0.1234,0.1547,0.9354
re0,eN,0.3,1,LLGC,x10,0.3,0.1230,0.1522,0.9354
re0,eN,0.3,1,LLGC,x10,0.5,0.1233,0.1503,0.9354
re0,eN,0.3,1,LLGC,x10,0.7,0.1230,0.1462,0.9354
re0,eN,0.3,1,LLGC,x10,0.9,0.1266,0.1448,0.9354
re0,eN,0.3,5,LLGC,x1,0.1,0.1252,0.1646,0.9415
re0,eN,0.3,5,LLGC,x1,0.3,0.1262,0.1650,0.9415
re0,eN,0.3,5,LLGC,x1,0.5,0.1271,0.1655,0.9415
re0,eN,0.3,5,LLGC,x1,0.7,0.1280,0.1656,0.9415
re0,eN,0.3,5,LLGC,x1,0.9,0.1299,0.1666,0.9415
re0,eN,0.3,5,LLGC,x2,0.1,0.1300,0.1670,0.9477
re0,eN,0.3,5,LLGC,x2,0.3,0.1316,0.1680,0.9477
re0,eN,0.3,5,LLGC,x2,0.5,0.1331,0.1691,0.9477
re0,eN,0.3,5,LLGC,x2,0.7,0.1344,0.1699,0.9477
re0,eN,0.3,5,LLGC,x2,0.9,0.1371,0.1725,0.9477
re0,eN,0.3,5,LLGC,x5,0.1,0.1377,0.1696,0.9563
re0,eN,0.3,5,LLGC,x5,0.3,0.1404,0.1715,0.9563
re0,eN,0.3,5,LLGC,x5,0.5,0.1421,0.1716,0.9563
re0,eN,0.3,5,LLGC,x5,0.7,0.1440,0.1720,0.9563
re0,eN,0.3,5,LLGC,x5,0.9,0.1487,0.1752,0.9563
re0,eN,0.3,5,LLGC,x10,0.1,0.1464,0.1751,0.9588
re0,eN,0.3,5,LLGC,x10,0.3,0.1498,0.1765,0.9588
re0,eN,0.3,5,LLGC,x10,0.5,0.1523,0.1764,0.9588
re0,eN,0.3,5,LLGC,x10,0.7,0.1558,0.1770,0.9588
re0,eN,0.3,5,LLGC,x10,0.9,0.1636,0.1784,0.9588
re0,eN,0.3,10,LLGC,x1,0.1,0.1218,0.1682,0.9492
re0,eN,0.3,10,LLGC,x1,0.3,0.1229,0.1690,0.9492
re0,eN,0.3,10,LLGC,x1,0.5,0.1237,0.1692,0.9492
re0,eN,0.3,10,LLGC,x1,0.7,0.1248,0.1697,0.9492
re0,eN,0.3,10,LLGC,x1,0.9,0.1261,0.1703,0.9492
re0,eN,0.3,10,LLGC,x2,0.1,0.1266,0.1709,0.9573
re0,eN,0.3,10,LLGC,x2,0.3,0.1285,0.1725,0.9573
re0,eN,0.3,10,LLGC,x2,0.5,0.1298,0.1732,0.9573
re0,eN,0.3,10,LLGC,x2,0.7,0.1312,0.1742,0.9573
re0,eN,0.3,10,LLGC,x2,0.9,0.1332,0.1759,0.9573
re0,eN,0.3,10,LLGC,x5,0.1,0.1349,0.1756,0.9602
re0,eN,0.3,10,LLGC,x5,0.3,0.1376,0.1775,0.9602
re0,eN,0.3,10,LLGC,x5,0.5,0.1396,0.1790,0.9602
re0,eN,0.3,10,LLGC,x5,0.7,0.1421,0.1808,0.9602
re0,eN,0.3,10,LLGC,x5,0.9,0.1492,0.1880,0.9602
re0,eN,0.3,10,LLGC,x10,0.1,0.1415,0.1804,0.9634
re0,eN,0.3,10,LLGC,x10,0.3,0.1453,0.1828,0.9634
re0,eN,0.3,10,LLGC,x10,0.5,0.1483,0.1845,0.9634
re0,eN,0.3,10,LLGC,x10,0.7,0.1532,0.1883,0.9634
re0,eN,0.3,10,LLGC,x10,0.9,0.1627,0.1921,0.9634
re0,eN,0.3,20,LLGC,x1,0.1,0.1630,0.1856,0.9406
re0,eN,0.3,20,LLGC,x1,0.3,0.1651,0.1871,0.9406
re0,eN,0.3,20,LLGC,x1,0.5,0.1662,0.1878,0.9406
re0,eN,0.3,20,LLGC,x1,0.7,0.1674,0.1887,0.9406
re0,eN,0.3,20,LLGC,x1,0.9,0.1689,0.1893,0.9406
re0,eN,0.3,20,LLGC,x2,0.1,0.1685,0.1871,0.9442
re0,eN,0.3,20,LLGC,x2,0.3,0.1711,0.1887,0.9442
re0,eN,0.3,20,LLGC,x2,0.5,0.1724,0.1893,0.9442
re0,eN,0.3,20,LLGC,x2,0.7,0.1736,0.1898,0.9442
re0,eN,0.3,20,LLGC,x2,0.9,0.1758,0.1906,0.9442
re0,eN,0.3,20,LLGC,x5,0.1,0.1789,0.1926,0.9492
re0,eN,0.3,20,LLGC,x5,0.3,0.1821,0.1943,0.9492
re0,eN,0.3,20,LLGC,x5,0.5,0.1854,0.1971,0.9492
re0,eN,0.3,20,LLGC,x5,0.7,0.1903,0.2011,0.9492
re0,eN,0.3,20,LLGC,x5,0.9,0.2014,0.2132,0.9492
re0,eN,0.3,20,LLGC,x10,0.1,0.1986,0.2027,0.9493
re0,eN,0.3,20,LLGC,x10,0.3,0.2030,0.2055,0.9493
re0,eN,0.3,20,LLGC,x10,0.5,0.2084,0.2094,0.9493
re0,eN,0.3,20,LLGC,x10,0.7,0.2143,0.2138,0.9493
re0,eN,0.3,20,LLGC,x10,0.9,0.2254,0.2158,0.9493
re0,eN,0.3,30,LLGC,x1,0.1,0.1511,0.1906,0.9411
re0,eN,0.3,30,LLGC,x1,0.3,0.1523,0.1916,0.9411
re0,eN,0.3,30,LLGC,x1,0.5,0.1531,0.1922,0.9411
re0,eN,0.3,30,LLGC,x1,0.7,0.1536,0.1926,0.9411
re0,eN,0.3,30,LLGC,x1,0.9,0.1545,0.1927,0.9411
re0,eN,0.3,30,LLGC,x2,0.1,0.1560,0.1920,0.9459
re0,eN,0.3,30,LLGC,x2,0.3,0.1583,0.1936,0.9459
re0,eN,0.3,30,LLGC,x2,0.5,0.1597,0.1947,0.9459
re0,eN,0.3,30,LLGC,x2,0.7,0.1611,0.1958,0.9459
re0,eN,0.3,30,LLGC,x2,0.9,0.1641,0.1980,0.9459
re0,eN,0.3,30,LLGC,x5,0.1,0.1704,0.2028,0.9513
re0,eN,0.3,30,LLGC,x5,0.3,0.1735,0.2055,0.9513
re0,eN,0.3,30,LLGC,x5,0.5,0.1763,0.2081,0.9513
re0,eN,0.3,30,LLGC,x5,0.7,0.1814,0.2133,0.9513
re0,eN,0.3,30,LLGC,x5,0.9,0.1959,0.2290,0.9513
re0,eN,0.3,30,LLGC,x10,0.1,0.1953,0.2183,0.9478
re0,eN,0.3,30,LLGC,x10,0.3,0.1996,0.2213,0.9478
re0,eN,0.3,30,LLGC,x10,0.5,0.2035,0.2240,0.9478
re0,eN,0.3,30,LLGC,x10,0.7,0.2080,0.2263,0.9478
re0,eN,0.3,30,LLGC,x10,0.9,0.2083,0.2186,0.9478
re0,eN,0.35,1,LLGC,x1,0.1,0.0901,0.1328,0.8846
re0,eN,0.35,1,LLGC,x1,0.3,0.0902,0.1328,0.8846
re0,eN,0.35,1,LLGC,x1,0.5,0.0901,0.1329,0.8846
re0,eN,0.35,1,LLGC,x1,0.7,0.0901,0.1330,0.8846
re0,eN,0.35,1,LLGC,x1,0.9,0.0901,0.1331,0.8846
re0,eN,0.35,1,LLGC,x2,0.1,0.0894,0.1332,0.8962
re0,eN,0.35,1,LLGC,x2,0.3,0.0894,0.1333,0.8962
re0,eN,0.35,1,LLGC,x2,0.5,0.0893,0.1332,0.8962
re0,eN,0.35,1,LLGC,x2,0.7,0.0893,0.1332,0.8962
re0,eN,0.35,1,LLGC,x2,0.9,0.0894,0.1333,0.8962
re0,eN,0.35,1,LLGC,x5,0.1,0.0894,0.1333,0.9123
re0,eN,0.35,1,LLGC,x5,0.3,0.0893,0.1332,0.9123
re0,eN,0.35,1,LLGC,x5,0.5,0.0893,0.1332,0.9123
re0,eN,0.35,1,LLGC,x5,0.7,0.0893,0.1333,0.9123
re0,eN,0.35,1,LLGC,x5,0.9,0.0896,0.1335,0.9123
re0,eN,0.35,1,LLGC,x10,0.1,0.0891,0.1329,0.9177
re0,eN,0.35,1,LLGC,x10,0.3,0.0890,0.1329,0.9177
re0,eN,0.35,1,LLGC,x10,0.5,0.0890,0.1328,0.9177
re0,eN,0.35,1,LLGC,x10,0.7,0.0891,0.1331,0.9177
re0,eN,0.35,1,LLGC,x10,0.9,0.0890,0.1329,0.9177
re0,eN,0.35,5,LLGC,x1,0.1,0.1153,0.1503,0.9215
re0,eN,0.35,5,LLGC,x1,0.3,0.1153,0.1504,0.9215
re0,eN,0.35,5,LLGC,x1,0.5,0.1152,0.1503,0.9215
re0,eN,0.35,5,LLGC,x1,0.7,0.1151,0.1503,0.9215
re0,eN,0.35,5,LLGC,x1,0.9,0.1151,0.1504,0.9215
re0,eN,0.35,5,LLGC,x2,0.1,0.1148,0.1497,0.9238
re0,eN,0.35,5,LLGC,x2,0.3,0.1147,0.1495,0.9238
re0,eN,0.35,5,LLGC,x2,0.5,0.1147,0.1496,0.9238
re0,eN,0.35,5,LLGC,x2,0.7,0.1148,0.1496,0.9238
re0,eN,0.35,5,LLGC,x2,0.9,0.1146,0.1495,0.9238
re0,eN,0.35,5,LLGC,x5,0.1,0.1149,0.1489,0.9280
re0,eN,0.35,5,LLGC,x5,0.3,0.1146,0.1481,0.9280
re0,eN,0.35,5,LLGC,x5,0.5,0.1143,0.1475,0.9280
re0,eN,0.35,5,LLGC,x5,0.7,0.1141,0.1471,0.9280
re0,eN,0.35,5,LLGC,x5,0.9,0.1138,0.1461,0.9280
re0,eN,0.35,5,LLGC,x10,0.1,0.1165,0.1464,0.9332
re0,eN,0.35,5,LLGC,x10,0.3,0.1166,0.1458,0.9332
re0,eN,0.35,5,LLGC,x10,0.5,0.1164,0.1450,0.9332
re0,eN,0.35,5,LLGC,x10,0.7,0.1161,0.1441,0.9332
re0,eN,0.35,5,LLGC,x10,0.9,0.1170,0.1462,0.9332
re0,eN,0.35,10,LLGC,x1,0.1,0.1102,0.1531,0.9192
re0,eN,0.35,10,LLGC,x1,0.3,0.1103,0.1532,0.9192
re0,eN,0.35,10,LLGC,x1,0.5,0.1102,0.1532,0.9192
re0,eN,0.35,10,LLGC,x1,0.7,0.1103,0.1534,0.9192
re0,eN,0.35,10,LLGC,x1,0.9,0.1103,0.1534,0.9192
re0,eN,0.35,10,LLGC,x2,0.1,0.1102,0.1528,0.9188
re0,eN,0.35,10,LLGC,x2,0.3,0.1102,0.1528,0.9188
re0,eN,0.35,10,LLGC,x2,0.5,0.1101,0.1528,0.9188
re0,eN,0.35,10,LLGC,x2,0.7,0.1101,0.1528,0.9188
re0,eN,0.35,10,LLGC,x2,0.9,0.1101,0.1530,0.9188
re0,eN,0.35,10,LLGC,x5,0.1,0.1122,0.1533,0.9357
re0,eN,0.35,10,LLGC,x5,0.3,0.1125,0.1535,0.9357
re0,eN,0.35,10,LLGC,x5,0.5,0.1126,0.1536,0.9357
re0,eN,0.35,10,LLGC,x5,0.7,0.1127,0.1538,0.9357
re0,eN,0.35,10,LLGC,x5,0.9,0.1128,0.1541,0.9357
re0,eN,0.35,10,LLGC,x10,0.1,0.1190,0.1561,0.9402
re0,eN,0.35,10,LLGC,x10,0.3,0.1199,0.1569,0.9402
re0,eN,0.35,10,LLGC,x10,0.5,0.1205,0.1574,0.9402
re0,eN,0.35,10,LLGC,x10,0.7,0.1215,0.1583,0.9402
re0,eN,0.35,10,LLGC,x10,0.9,0.1243,0.1620,0.9402
re0,eN,0.35,20,LLGC,x1,0.1,0.1452,0.1690,0.8856
re0,eN,0.35,20,LLGC,x1,0.3,0.1451,0.1689,0.8856
re0,eN,0.35,20,LLGC,x1,0.5,0.1451,0.1689,0.8856
re0,eN,0.35,20,LLGC,x1,0.7,0.1452,0.1690,0.8856
re0,eN,0.35,20,LLGC,x1,0.9,0.1454,0.1693,0.8856
re0,eN,0.35,20,LLGC,x2,0.1,0.1468,0.1692,0.9058
re0,eN,0.35,20,LLGC,x2,0.3,0.1468,0.1693,0.9058
re0,eN,0.35,20,LLGC,x2,0.5,0.1471,0.1695,0.9058
re0,eN,0.35,20,LLGC,x2,0.7,0.1473,0.1697,0.9058
re0,eN,0.35,20,LLGC,x2,0.9,0.1475,0.1699,0.9058
re0,eN,0.35,20,LLGC,x5,0.1,0.1546,0.1713,0.9144
re0,eN,0.35,20,LLGC,x5,0.3,0.1554,0.1717,0.9144
re0,eN,0.35,20,LLGC,x5,0.5,0.1561,0.1719,0.9144
re0,eN,0.35,20,LLGC,x5,0.7,0.1570,0.1721,0.9144
re0,eN,0.35,20,LLGC,x5,0.9,0.1582,0.1732,0.9144
re0,eN,0.35,20,LLGC,x10,0.1,0.1662,0.1729,0.9258
re0,eN,0.35,20,LLGC,x10,0.3,0.1683,0.1746,0.9258
re0,eN,0.35,20,LLGC,x10,0.5,0.1709,0.1764,0.9258
re0,eN,0.35,20,LLGC,x10,0.7,0.1738,0.1792,0.9258
re0,eN,0.35,20,LLGC,x10,0.9,0.1823,0.1872,0.9258
re0,eN,0.35,30,LLGC,x1,0.1,0.1363,0.1742,0.9022
re0,eN,0.35,30,LLGC,x1,0.3,0.1364,0.1744,0.9022
re0,eN,0.35,30,LLGC,x1,0.5,0.1365,0.1744,0.9022
re0,eN,0.35,30,LLGC,x1,0.7,0.1367,0.1746,0.9022
re0,eN,0.35,30,LLGC,x1,0.9,0.1368,0.1747,0.9022
re0,eN,0.35,30,LLGC,x2,0.1,0.1385,0.1761,0.9181
re0,eN,0.35,30,LLGC,x2,0.3,0.1390,0.1765,0.9181
re0,eN,0.35,30,LLGC,x2,0.5,0.1392,0.1765,0.9181
re0,eN,0.35,30,LLGC,x2,0.7,0.1392,0.1765,0.9181
re0,eN,0.35,30,LLGC,x2,0.9,0.1392,0.1762,0.9181
re0,eN,0.35,30,LLGC,x5,0.1,0.1452,0.1778,0.9245
re0,eN,0.35,30,LLGC,x5,0.3,0.1462,0.1787,0.9245
re0,eN,0.35,30,LLGC,x5,0.5,0.1468,0.1790,0.9245
re0,eN,0.35,30,LLGC,x5,0.7,0.1480,0.1800,0.9245
re0,eN,0.35,30,LLGC,x5,0.9,0.1508,0.1826,0.9245
re0,eN,0.35,30,LLGC,x10,0.1,0.1621,0.1837,0.9301
re0,eN,0.35,30,LLGC,x10,0.3,0.1655,0.1860,0.9301
re0,eN,0.35,30,LLGC,x10,0.5,0.1691,0.1884,0.9301
re0,eN,0.35,30,LLGC,x10,0.7,0.1734,0.1904,0.9301
re0,eN,0.35,30,LLGC,x10,0.9,0.1814,0.1924,0.9301
re0,eN,0.4,1,LLGC,x1,0.1,0.0764,0.1230,0.8538
re0,eN,0.4,1,LLGC,x1,0.3,0.0767,0.1237,0.8538
re0,eN,0.4,1,LLGC,x1,0.5,0.0766,0.1235,0.8538
re0,eN,0.4,1,LLGC,x1,0.7,0.0781,0.1250,0.8538
re0,eN,0.4,1,LLGC,x1,0.9,0.0789,0.1267,0.8538
re0,eN,0.4,1,LLGC,x2,0.1,0.0751,0.1236,0.8808
re0,eN,0.4,1,LLGC,x2,0.3,0.0752,0.1239,0.8808
re0,eN,0.4,1,LLGC,x2,0.5,0.0755,0.1246,0.8808
re0,eN,0.4,1,LLGC,x2,0.7,0.0761,0.1260,0.8808
re0,eN,0.4,1,LLGC,x2,0.9,0.0773,0.1286,0.8808
re0,eN,0.4,1,LLGC,x5,0.1,0.0748,0.1248,0.9000
re0,eN,0.4,1,LLGC,x5,0.3,0.0748,0.1250,0.9000
re0,eN,0.4,1,LLGC,x5,0.5,0.0749,0.1257,0.9000
re0,eN,0.4,1,LLGC,x5,0.7,0.0753,0.1269,0.9000
re0,eN,0.4,1,LLGC,x5,0.9,0.0729,0.1226,0.9000
re0,eN,0.4,1,LLGC,x10,0.1,0.0743,0.1270,0.9131
re0,eN,0.4,1,LLGC,x10,0.3,0.0746,0.1277,0.9131
re0,eN,0.4,1,LLGC,x10,0.5,0.0750,0.1283,0.9131
re0,eN,0.4,1,LLGC,x10,0.7,0.0743,0.1254,0.9131
re0,eN,0.4,1,LLGC,x10,0.9,0.0720,0.1201,0.9131
re0,eN,0.4,5,LLGC,x1,0.1,0.1127,0.1466,0.9277
re0,eN,0.4,5,LLGC,x1,0.3,0.1126,0.1459,0.9277
re0,eN,0.4,5,LLGC,x1,0.5,0.1128,0.1460,0.9277
