Text Collection,Graph Constructor Algorithm,Graph Parameter (k or ε),# of Positive Labeled Documents (D+),Label Propagation Algorithm,"Extracted Negatives Docs (num_neg = {1,2,5,10} x |D+|)",LLGC parameter (α),F1 Score,Standard Deviation,Negative Precision
oh10,MkNN,27,5,LLGC,x5,0.3,0.4315,0.1697,0.9640
oh10,MkNN,27,5,LLGC,x5,0.5,0.4623,0.1851,0.9640
oh10,MkNN,27,5,LLGC,x5,0.7,0.4987,0.2030,0.9640
oh10,MkNN,27,5,LLGC,x5,0.9,0.5069,0.2466,0.9640
oh10,MkNN,27,5,LLGC,x10,0.1,0.4646,0.1870,0.9674
oh10,MkNN,27,5,LLGC,x10,0.3,0.4852,0.1993,0.9674
oh10,MkNN,27,5,LLGC,x10,0.5,0.5030,0.2100,0.9674
oh10,MkNN,27,5,LLGC,x10,0.7,0.5014,0.2294,0.9674
oh10,MkNN,27,5,LLGC,x10,0.9,0.3446,0.2700,0.9674
oh10,MkNN,27,10,LLGC,x1,0.1,0.2630,0.1090,0.9620
oh10,MkNN,27,10,LLGC,x1,0.3,0.2622,0.1092,0.9620
oh10,MkNN,27,10,LLGC,x1,0.5,0.2603,0.1089,0.9620
oh10,MkNN,27,10,LLGC,x1,0.7,0.2517,0.1067,0.9620
oh10,MkNN,27,10,LLGC,x1,0.9,0.2130,0.0937,0.9620
oh10,MkNN,27,10,LLGC,x2,0.1,0.3274,0.1285,0.9640
oh10,MkNN,27,10,LLGC,x2,0.3,0.3357,0.1317,0.9640
oh10,MkNN,27,10,LLGC,x2,0.5,0.3491,0.1366,0.9640
oh10,MkNN,27,10,LLGC,x2,0.7,0.3661,0.1437,0.9640
oh10,MkNN,27,10,LLGC,x2,0.9,0.4044,0.1601,0.9640
oh10,MkNN,27,10,LLGC,x5,0.1,0.4300,0.1573,0.9686
oh10,MkNN,27,10,LLGC,x5,0.3,0.4521,0.1655,0.9686
oh10,MkNN,27,10,LLGC,x5,0.5,0.4769,0.1740,0.9686
oh10,MkNN,27,10,LLGC,x5,0.7,0.5150,0.1898,0.9686
oh10,MkNN,27,10,LLGC,x5,0.9,0.5498,0.2368,0.9686
oh10,MkNN,27,10,LLGC,x10,0.1,0.4946,0.1806,0.9729
oh10,MkNN,27,10,LLGC,x10,0.3,0.5077,0.1864,0.9729
oh10,MkNN,27,10,LLGC,x10,0.5,0.5240,0.1997,0.9729
oh10,MkNN,27,10,LLGC,x10,0.7,0.5398,0.2187,0.9729
oh10,MkNN,27,10,LLGC,x10,0.9,0.3243,0.2942,0.9729
oh10,MkNN,27,20,LLGC,x1,0.1,0.2568,0.1136,0.9625
oh10,MkNN,27,20,LLGC,x1,0.3,0.2567,0.1139,0.9625
oh10,MkNN,27,20,LLGC,x1,0.5,0.2547,0.1137,0.9625
oh10,MkNN,27,20,LLGC,x1,0.7,0.2460,0.1120,0.9625
oh10,MkNN,27,20,LLGC,x1,0.9,0.2074,0.1008,0.9625
oh10,MkNN,27,20,LLGC,x2,0.1,0.3262,0.1318,0.9673
oh10,MkNN,27,20,LLGC,x2,0.3,0.3350,0.1359,0.9673
oh10,MkNN,27,20,LLGC,x2,0.5,0.3458,0.1413,0.9673
oh10,MkNN,27,20,LLGC,x2,0.7,0.3600,0.1491,0.9673
oh10,MkNN,27,20,LLGC,x2,0.9,0.4001,0.1674,0.9673
oh10,MkNN,27,20,LLGC,x5,0.1,0.4367,0.1657,0.9770
oh10,MkNN,27,20,LLGC,x5,0.3,0.4532,0.1706,0.9770
oh10,MkNN,27,20,LLGC,x5,0.5,0.4768,0.1801,0.9770
oh10,MkNN,27,20,LLGC,x5,0.7,0.5251,0.1960,0.9770
oh10,MkNN,27,20,LLGC,x5,0.9,0.5647,0.2284,0.9770
oh10,MkNN,27,20,LLGC,x10,0.1,0.4983,0.1903,0.9813
oh10,MkNN,27,20,LLGC,x10,0.3,0.5130,0.1945,0.9813
oh10,MkNN,27,20,LLGC,x10,0.5,0.5440,0.2067,0.9813
oh10,MkNN,27,20,LLGC,x10,0.7,0.5674,0.2198,0.9813
oh10,MkNN,27,20,LLGC,x10,0.9,0.2797,0.2977,0.9813
oh10,MkNN,27,30,LLGC,x1,0.1,0.2408,0.1184,0.9680
oh10,MkNN,27,30,LLGC,x1,0.3,0.2406,0.1186,0.9680
oh10,MkNN,27,30,LLGC,x1,0.5,0.2380,0.1180,0.9680
oh10,MkNN,27,30,LLGC,x1,0.7,0.2298,0.1164,0.9680
oh10,MkNN,27,30,LLGC,x1,0.9,0.1946,0.1065,0.9680
oh10,MkNN,27,30,LLGC,x2,0.1,0.3117,0.1412,0.9758
oh10,MkNN,27,30,LLGC,x2,0.3,0.3188,0.1447,0.9758
oh10,MkNN,27,30,LLGC,x2,0.5,0.3284,0.1492,0.9758
oh10,MkNN,27,30,LLGC,x2,0.7,0.3428,0.1573,0.9758
oh10,MkNN,27,30,LLGC,x2,0.9,0.3932,0.1808,0.9758
oh10,MkNN,27,30,LLGC,x5,0.1,0.4224,0.1797,0.9834
oh10,MkNN,27,30,LLGC,x5,0.3,0.4357,0.1872,0.9834
oh10,MkNN,27,30,LLGC,x5,0.5,0.4662,0.1968,0.9834
oh10,MkNN,27,30,LLGC,x5,0.7,0.5271,0.2106,0.9834
oh10,MkNN,27,30,LLGC,x5,0.9,0.5444,0.2424,0.9834
oh10,MkNN,27,30,LLGC,x10,0.1,0.4971,0.1997,0.9852
oh10,MkNN,27,30,LLGC,x10,0.3,0.5207,0.2072,0.9852
oh10,MkNN,27,30,LLGC,x10,0.5,0.5574,0.2199,0.9852
oh10,MkNN,27,30,LLGC,x10,0.7,0.5612,0.2310,0.9852
oh10,MkNN,27,30,LLGC,x10,0.9,0.2514,0.2916,0.9852
oh10,MkNN,31,1,LLGC,x1,0.1,0.2587,0.1106,0.9600
oh10,MkNN,31,1,LLGC,x1,0.3,0.2598,0.1106,0.9600
oh10,MkNN,31,1,LLGC,x1,0.5,0.2592,0.1121,0.9600
oh10,MkNN,31,1,LLGC,x1,0.7,0.2550,0.1118,0.9600
oh10,MkNN,31,1,LLGC,x1,0.9,0.2320,0.1101,0.9600
oh10,MkNN,31,1,LLGC,x2,0.1,0.3049,0.1368,0.9500
oh10,MkNN,31,1,LLGC,x2,0.3,0.3122,0.1400,0.9500
oh10,MkNN,31,1,LLGC,x2,0.5,0.3217,0.1459,0.9500
oh10,MkNN,31,1,LLGC,x2,0.7,0.3339,0.1530,0.9500
oh10,MkNN,31,1,LLGC,x2,0.9,0.3572,0.1732,0.9500
oh10,MkNN,31,1,LLGC,x5,0.1,0.3571,0.1688,0.9640
oh10,MkNN,31,1,LLGC,x5,0.3,0.3655,0.1751,0.9640
oh10,MkNN,31,1,LLGC,x5,0.5,0.3760,0.1841,0.9640
oh10,MkNN,31,1,LLGC,x5,0.7,0.3945,0.2044,0.9640
oh10,MkNN,31,1,LLGC,x5,0.9,0.3480,0.2432,0.9640
oh10,MkNN,31,1,LLGC,x10,0.1,0.3642,0.1831,0.9660
oh10,MkNN,31,1,LLGC,x10,0.3,0.3684,0.1896,0.9660
oh10,MkNN,31,1,LLGC,x10,0.5,0.3745,0.2064,0.9660
oh10,MkNN,31,1,LLGC,x10,0.7,0.3547,0.2255,0.9660
oh10,MkNN,31,1,LLGC,x10,0.9,0.2079,0.1928,0.9660
oh10,MkNN,31,5,LLGC,x1,0.1,0.2719,0.1093,0.9680
oh10,MkNN,31,5,LLGC,x1,0.3,0.2708,0.1092,0.9680
oh10,MkNN,31,5,LLGC,x1,0.5,0.2681,0.1087,0.9680
oh10,MkNN,31,5,LLGC,x1,0.7,0.2588,0.1065,0.9680
oh10,MkNN,31,5,LLGC,x1,0.9,0.2172,0.0916,0.9680
oh10,MkNN,31,5,LLGC,x2,0.1,0.3358,0.1294,0.9670
oh10,MkNN,31,5,LLGC,x2,0.3,0.3432,0.1326,0.9670
oh10,MkNN,31,5,LLGC,x2,0.5,0.3555,0.1371,0.9670
oh10,MkNN,31,5,LLGC,x2,0.7,0.3728,0.1432,0.9670
oh10,MkNN,31,5,LLGC,x2,0.9,0.4117,0.1575,0.9670
oh10,MkNN,31,5,LLGC,x5,0.1,0.4303,0.1638,0.9684
oh10,MkNN,31,5,LLGC,x5,0.3,0.4528,0.1752,0.9684
oh10,MkNN,31,5,LLGC,x5,0.5,0.4807,0.1886,0.9684
oh10,MkNN,31,5,LLGC,x5,0.7,0.5096,0.2055,0.9684
oh10,MkNN,31,5,LLGC,x5,0.9,0.5092,0.2523,0.9684
oh10,MkNN,31,5,LLGC,x10,0.1,0.4829,0.1972,0.9740
oh10,MkNN,31,5,LLGC,x10,0.3,0.4989,0.2038,0.9740
oh10,MkNN,31,5,LLGC,x10,0.5,0.5109,0.2127,0.9740
oh10,MkNN,31,5,LLGC,x10,0.7,0.5028,0.2327,0.9740
oh10,MkNN,31,5,LLGC,x10,0.9,0.3163,0.2816,0.9740
oh10,MkNN,31,10,LLGC,x1,0.1,0.2703,0.1103,0.9740
oh10,MkNN,31,10,LLGC,x1,0.3,0.2693,0.1104,0.9740
oh10,MkNN,31,10,LLGC,x1,0.5,0.2662,0.1099,0.9740
oh10,MkNN,31,10,LLGC,x1,0.7,0.2564,0.1073,0.9740
oh10,MkNN,31,10,LLGC,x1,0.9,0.2158,0.0949,0.9740
oh10,MkNN,31,10,LLGC,x2,0.1,0.3394,0.1321,0.9710
oh10,MkNN,31,10,LLGC,x2,0.3,0.3499,0.1359,0.9710
oh10,MkNN,31,10,LLGC,x2,0.5,0.3621,0.1407,0.9710
oh10,MkNN,31,10,LLGC,x2,0.7,0.3778,0.1485,0.9710
oh10,MkNN,31,10,LLGC,x2,0.9,0.4169,0.1633,0.9710
oh10,MkNN,31,10,LLGC,x5,0.1,0.4504,0.1653,0.9730
oh10,MkNN,31,10,LLGC,x5,0.3,0.4704,0.1713,0.9730
oh10,MkNN,31,10,LLGC,x5,0.5,0.4923,0.1793,0.9730
oh10,MkNN,31,10,LLGC,x5,0.7,0.5288,0.1942,0.9730
oh10,MkNN,31,10,LLGC,x5,0.9,0.5464,0.2428,0.9730
oh10,MkNN,31,10,LLGC,x10,0.1,0.5046,0.1836,0.9772
oh10,MkNN,31,10,LLGC,x10,0.3,0.5151,0.1904,0.9772
oh10,MkNN,31,10,LLGC,x10,0.5,0.5353,0.2033,0.9772
oh10,MkNN,31,10,LLGC,x10,0.7,0.5449,0.2237,0.9772
oh10,MkNN,31,10,LLGC,x10,0.9,0.2831,0.3005,0.9772
oh10,MkNN,31,20,LLGC,x1,0.1,0.2612,0.1152,0.9675
oh10,MkNN,31,20,LLGC,x1,0.3,0.2605,0.1151,0.9675
oh10,MkNN,31,20,LLGC,x1,0.5,0.2575,0.1143,0.9675
oh10,MkNN,31,20,LLGC,x1,0.7,0.2469,0.1119,0.9675
oh10,MkNN,31,20,LLGC,x1,0.9,0.2068,0.1000,0.9675
oh10,MkNN,31,20,LLGC,x2,0.1,0.3379,0.1381,0.9728
oh10,MkNN,31,20,LLGC,x2,0.3,0.3468,0.1412,0.9728
oh10,MkNN,31,20,LLGC,x2,0.5,0.3554,0.1452,0.9728
oh10,MkNN,31,20,LLGC,x2,0.7,0.3680,0.1511,0.9728
oh10,MkNN,31,20,LLGC,x2,0.9,0.4127,0.1699,0.9728
oh10,MkNN,31,20,LLGC,x5,0.1,0.4483,0.1689,0.9801
oh10,MkNN,31,20,LLGC,x5,0.3,0.4618,0.1748,0.9801
oh10,MkNN,31,20,LLGC,x5,0.5,0.4881,0.1843,0.9801
oh10,MkNN,31,20,LLGC,x5,0.7,0.5432,0.1995,0.9801
oh10,MkNN,31,20,LLGC,x5,0.9,0.5561,0.2418,0.9801
oh10,MkNN,31,20,LLGC,x10,0.1,0.5083,0.1951,0.9831
oh10,MkNN,31,20,LLGC,x10,0.3,0.5247,0.2022,0.9831
oh10,MkNN,31,20,LLGC,x10,0.5,0.5580,0.2133,0.9831
oh10,MkNN,31,20,LLGC,x10,0.7,0.5709,0.2258,0.9831
oh10,MkNN,31,20,LLGC,x10,0.9,0.2366,0.3006,0.9831
oh10,MkNN,31,30,LLGC,x1,0.1,0.2458,0.1205,0.9723
oh10,MkNN,31,30,LLGC,x1,0.3,0.2453,0.1209,0.9723
oh10,MkNN,31,30,LLGC,x1,0.5,0.2421,0.1205,0.9723
oh10,MkNN,31,30,LLGC,x1,0.7,0.2326,0.1183,0.9723
oh10,MkNN,31,30,LLGC,x1,0.9,0.1948,0.1063,0.9723
oh10,MkNN,31,30,LLGC,x2,0.1,0.3212,0.1457,0.9805
oh10,MkNN,31,30,LLGC,x2,0.3,0.3288,0.1491,0.9805
oh10,MkNN,31,30,LLGC,x2,0.5,0.3376,0.1528,0.9805
oh10,MkNN,31,30,LLGC,x2,0.7,0.3524,0.1599,0.9805
oh10,MkNN,31,30,LLGC,x2,0.9,0.4092,0.1853,0.9805
oh10,MkNN,31,30,LLGC,x5,0.1,0.4318,0.1848,0.9847
oh10,MkNN,31,30,LLGC,x5,0.3,0.4461,0.1921,0.9847
oh10,MkNN,31,30,LLGC,x5,0.5,0.4824,0.2049,0.9847
oh10,MkNN,31,30,LLGC,x5,0.7,0.5474,0.2189,0.9847
oh10,MkNN,31,30,LLGC,x5,0.9,0.5300,0.2585,0.9847
oh10,MkNN,31,30,LLGC,x10,0.1,0.5109,0.2045,0.9869
oh10,MkNN,31,30,LLGC,x10,0.3,0.5377,0.2134,0.9869
oh10,MkNN,31,30,LLGC,x10,0.5,0.5681,0.2283,0.9869
oh10,MkNN,31,30,LLGC,x10,0.7,0.5586,0.2383,0.9869
oh10,MkNN,31,30,LLGC,x10,0.9,0.2072,0.2873,0.9869
oh10,MkNN,3,1,GFHF,x1,0.1,0.0759,0.0970,0.7100
oh10,MkNN,3,1,GFHF,x2,0.1,0.0678,0.0926,0.7400
oh10,MkNN,3,1,GFHF,x5,0.1,0.0556,0.0839,0.7720
oh10,MkNN,3,1,GFHF,x10,0.1,0.0437,0.0766,0.7990
oh10,MkNN,3,5,GFHF,x1,0.1,0.2003,0.1197,0.7860
oh10,MkNN,3,5,GFHF,x2,0.1,0.1921,0.1183,0.7490
oh10,MkNN,3,5,GFHF,x5,0.1,0.1520,0.1236,0.7580
oh10,MkNN,3,5,GFHF,x10,0.1,0.1221,0.1341,0.8016
oh10,MkNN,3,10,GFHF,x1,0.1,0.2577,0.1107,0.7840
oh10,MkNN,3,10,GFHF,x2,0.1,0.2434,0.1090,0.7845
oh10,MkNN,3,10,GFHF,x5,0.1,0.2006,0.1442,0.8132
oh10,MkNN,3,10,GFHF,x10,0.1,0.1767,0.1619,0.8677
oh10,MkNN,3,20,GFHF,x1,0.1,0.2871,0.1205,0.8540
oh10,MkNN,3,20,GFHF,x2,0.1,0.2698,0.1378,0.8505
oh10,MkNN,3,20,GFHF,x5,0.1,0.2560,0.1672,0.8946
oh10,MkNN,3,20,GFHF,x10,0.1,0.1093,0.1001,0.8541
oh10,MkNN,3,30,GFHF,x1,0.1,0.2714,0.1349,0.8683
oh10,MkNN,3,30,GFHF,x2,0.1,0.2837,0.1499,0.9022
oh10,MkNN,3,30,GFHF,x5,0.1,0.2503,0.1589,0.9000
oh10,MkNN,3,30,GFHF,x10,0.1,0.0047,0.0282,0.8675
oh10,MkNN,7,1,GFHF,x1,0.1,0.1774,0.0674,0.9000
oh10,MkNN,7,1,GFHF,x2,0.1,0.1748,0.0701,0.8850
oh10,MkNN,7,1,GFHF,x5,0.1,0.1621,0.0767,0.8860
oh10,MkNN,7,1,GFHF,x10,0.1,0.1569,0.1546,0.8950
oh10,MkNN,7,5,GFHF,x1,0.1,0.1718,0.0680,0.8940
oh10,MkNN,7,5,GFHF,x2,0.1,0.1720,0.0682,0.9080
oh10,MkNN,7,5,GFHF,x5,0.1,0.2468,0.1552,0.9212
oh10,MkNN,7,5,GFHF,x10,0.1,0.4006,0.2420,0.9304
oh10,MkNN,7,10,GFHF,x1,0.1,0.1647,0.0686,0.9040
oh10,MkNN,7,10,GFHF,x2,0.1,0.1669,0.0710,0.9165
oh10,MkNN,7,10,GFHF,x5,0.1,0.3727,0.2038,0.9328
oh10,MkNN,7,10,GFHF,x10,0.1,0.4795,0.2183,0.9469
oh10,MkNN,7,20,GFHF,x1,0.1,0.1506,0.0707,0.9230
oh10,MkNN,7,20,GFHF,x2,0.1,0.1784,0.0905,0.9350
oh10,MkNN,7,20,GFHF,x5,0.1,0.4279,0.2093,0.9539
oh10,MkNN,7,20,GFHF,x10,0.1,0.5037,0.2083,0.9601
oh10,MkNN,7,30,GFHF,x1,0.1,0.1366,0.0731,0.9397
oh10,MkNN,7,30,GFHF,x2,0.1,0.2117,0.1283,0.9535
oh10,MkNN,7,30,GFHF,x5,0.1,0.4280,0.2080,0.9628
oh10,MkNN,7,30,GFHF,x10,0.1,0.4892,0.2155,0.9687
oh10,MkNN,11,1,GFHF,x1,0.1,0.1780,0.0661,0.9000
oh10,MkNN,11,1,GFHF,x2,0.1,0.1819,0.0783,0.8850
oh10,MkNN,11,1,GFHF,x5,0.1,0.1668,0.1385,0.9140
oh10,MkNN,11,1,GFHF,x10,0.1,0.0861,0.1630,0.9190
oh10,MkNN,11,5,GFHF,x1,0.1,0.1720,0.0669,0.9040
oh10,MkNN,11,5,GFHF,x2,0.1,0.1731,0.0674,0.9210
oh10,MkNN,11,5,GFHF,x5,0.1,0.4255,0.2343,0.9432
oh10,MkNN,11,5,GFHF,x10,0.1,0.3238,0.2494,0.9508
oh10,MkNN,11,10,GFHF,x1,0.1,0.1651,0.0680,0.9250
oh10,MkNN,11,10,GFHF,x2,0.1,0.1736,0.0802,0.9350
oh10,MkNN,11,10,GFHF,x5,0.1,0.4973,0.2187,0.9536
oh10,MkNN,11,10,GFHF,x10,0.1,0.4684,0.2428,0.9611
oh10,MkNN,11,20,GFHF,x1,0.1,0.1518,0.0709,0.9400
oh10,MkNN,11,20,GFHF,x2,0.1,0.2355,0.1560,0.9540
oh10,MkNN,11,20,GFHF,x5,0.1,0.5121,0.2175,0.9674
oh10,MkNN,11,20,GFHF,x10,0.1,0.5418,0.2153,0.9722
oh10,MkNN,11,30,GFHF,x1,0.1,0.1403,0.0748,0.9523
oh10,MkNN,11,30,GFHF,x2,0.1,0.2701,0.1864,0.9652
oh10,MkNN,11,30,GFHF,x5,0.1,0.4983,0.2259,0.9753
oh10,MkNN,11,30,GFHF,x10,0.1,0.5420,0.2208,0.9778
oh10,MkNN,15,1,GFHF,x1,0.1,0.1779,0.0662,0.8500
oh10,MkNN,15,1,GFHF,x2,0.1,0.1778,0.0661,0.8450
oh10,MkNN,15,1,GFHF,x5,0.1,0.1587,0.1423,0.8860
oh10,MkNN,15,1,GFHF,x10,0.1,0.0614,0.1475,0.9170
oh10,MkNN,15,5,GFHF,x1,0.1,0.1723,0.0669,0.9220
oh10,MkNN,15,5,GFHF,x2,0.1,0.1729,0.0669,0.9260
oh10,MkNN,15,5,GFHF,x5,0.1,0.4454,0.2636,0.9432
oh10,MkNN,15,5,GFHF,x10,0.1,0.2638,0.2514,0.9556
oh10,MkNN,15,10,GFHF,x1,0.1,0.1655,0.0677,0.9360
oh10,MkNN,15,10,GFHF,x2,0.1,0.1740,0.0786,0.9410
oh10,MkNN,15,10,GFHF,x5,0.1,0.5294,0.2440,0.9574
oh10,MkNN,15,10,GFHF,x10,0.1,0.4322,0.2598,0.9634
oh10,MkNN,15,20,GFHF,x1,0.1,0.1517,0.0702,0.9460
oh10,MkNN,15,20,GFHF,x2,0.1,0.2829,0.2152,0.9552
oh10,MkNN,15,20,GFHF,x5,0.1,0.5581,0.2319,0.9690
oh10,MkNN,15,20,GFHF,x10,0.1,0.5500,0.2272,0.9749
oh10,MkNN,15,30,GFHF,x1,0.1,0.1434,0.0746,0.9533
oh10,MkNN,15,30,GFHF,x2,0.1,0.3167,0.2370,0.9670
oh10,MkNN,15,30,GFHF,x5,0.1,0.5516,0.2406,0.9764
oh10,MkNN,15,30,GFHF,x10,0.1,0.5699,0.2332,0.9809
oh10,MkNN,19,1,GFHF,x1,0.1,0.1806,0.0756,0.9100
oh10,MkNN,19,1,GFHF,x2,0.1,0.1678,0.0987,0.9400
oh10,MkNN,19,1,GFHF,x5,0.1,0.1321,0.1829,0.9460
oh10,MkNN,19,1,GFHF,x10,0.1,0.0272,0.0905,0.9490
oh10,MkNN,19,5,GFHF,x1,0.1,0.1725,0.0672,0.9440
oh10,MkNN,19,5,GFHF,x2,0.1,0.1744,0.0676,0.9480
oh10,MkNN,19,5,GFHF,x5,0.1,0.4260,0.2697,0.9556
oh10,MkNN,19,5,GFHF,x10,0.1,0.2071,0.2457,0.9622
oh10,MkNN,19,10,GFHF,x1,0.1,0.1658,0.0681,0.9540
oh10,MkNN,19,10,GFHF,x2,0.1,0.2017,0.1143,0.9560
oh10,MkNN,19,10,GFHF,x5,0.1,0.5312,0.2495,0.9628
oh10,MkNN,19,10,GFHF,x10,0.1,0.3936,0.2692,0.9690
oh10,MkNN,19,20,GFHF,x1,0.1,0.1528,0.0705,0.9590
oh10,MkNN,19,20,GFHF,x2,0.1,0.3021,0.2238,0.9642
oh10,MkNN,19,20,GFHF,x5,0.1,0.5798,0.2396,0.9739
oh10,MkNN,19,20,GFHF,x10,0.1,0.5463,0.2362,0.9781
oh10,MkNN,19,30,GFHF,x1,0.1,0.1561,0.0817,0.9630
oh10,MkNN,19,30,GFHF,x2,0.1,0.3393,0.2488,0.9727
oh10,MkNN,19,30,GFHF,x5,0.1,0.5773,0.2508,0.9800
oh10,MkNN,19,30,GFHF,x10,0.1,0.5839,0.2378,0.9830
oh10,MkNN,23,1,GFHF,x1,0.1,0.1683,0.0746,0.9500
oh10,MkNN,23,1,GFHF,x2,0.1,0.1566,0.0831,0.9500
oh10,MkNN,23,1,GFHF,x5,0.1,0.0973,0.1638,0.9420
oh10,MkNN,23,1,GFHF,x10,0.1,0.0191,0.0663,0.9500
oh10,MkNN,23,5,GFHF,x1,0.1,0.1727,0.0670,0.9560
oh10,MkNN,23,5,GFHF,x2,0.1,0.1792,0.0786,0.9560
oh10,MkNN,23,5,GFHF,x5,0.1,0.3759,0.2747,0.9596
oh10,MkNN,23,5,GFHF,x10,0.1,0.1481,0.2232,0.9636
oh10,MkNN,23,10,GFHF,x1,0.1,0.1658,0.0680,0.9550
oh10,MkNN,23,10,GFHF,x2,0.1,0.2025,0.1199,0.9565
oh10,MkNN,23,10,GFHF,x5,0.1,0.5139,0.2581,0.9654
oh10,MkNN,23,10,GFHF,x10,0.1,0.3420,0.2735,0.9696
oh10,MkNN,23,20,GFHF,x1,0.1,0.1521,0.0703,0.9540
oh10,MkNN,23,20,GFHF,x2,0.1,0.3096,0.2222,0.9657
oh10,MkNN,23,20,GFHF,x5,0.1,0.5934,0.2325,0.9743
oh10,MkNN,23,20,GFHF,x10,0.1,0.5225,0.2466,0.9790
oh10,MkNN,23,30,GFHF,x1,0.1,0.1442,0.0763,0.9623
oh10,MkNN,23,30,GFHF,x2,0.1,0.3605,0.2577,0.9750
oh10,MkNN,23,30,GFHF,x5,0.1,0.5940,0.2534,0.9816
oh10,MkNN,23,30,GFHF,x10,0.1,0.5734,0.2387,0.9836
oh10,MkNN,27,1,GFHF,x1,0.1,0.1714,0.0733,0.9600
oh10,MkNN,27,1,GFHF,x2,0.1,0.1743,0.1241,0.9400
oh10,MkNN,27,1,GFHF,x5,0.1,0.0894,0.1760,0.9520
oh10,MkNN,27,1,GFHF,x10,0.1,0.0070,0.0308,0.9560
oh10,MkNN,27,5,GFHF,x1,0.1,0.1727,0.0672,0.9660
oh10,MkNN,27,5,GFHF,x2,0.1,0.1888,0.0979,0.9610
oh10,MkNN,27,5,GFHF,x5,0.1,0.3250,0.2742,0.9640
oh10,MkNN,27,5,GFHF,x10,0.1,0.1104,0.1988,0.9674
oh10,MkNN,27,10,GFHF,x1,0.1,0.1659,0.0681,0.9620
oh10,MkNN,27,10,GFHF,x2,0.1,0.2029,0.1190,0.9640
oh10,MkNN,27,10,GFHF,x5,0.1,0.4972,0.2638,0.9686
oh10,MkNN,27,10,GFHF,x10,0.1,0.2909,0.2798,0.9729
oh10,MkNN,27,20,GFHF,x1,0.1,0.1523,0.0702,0.9625
oh10,MkNN,27,20,GFHF,x2,0.1,0.3177,0.2285,0.9673
oh10,MkNN,27,20,GFHF,x5,0.1,0.5968,0.2318,0.9770
oh10,MkNN,27,20,GFHF,x10,0.1,0.5049,0.2585,0.9813
oh10,MkNN,27,30,GFHF,x1,0.1,0.1431,0.0760,0.9680
oh10,MkNN,27,30,GFHF,x2,0.1,0.3714,0.2642,0.9758
oh10,MkNN,27,30,GFHF,x5,0.1,0.6030,0.2454,0.9834
oh10,MkNN,27,30,GFHF,x10,0.1,0.5624,0.2416,0.9852
oh10,MkNN,31,1,GFHF,x1,0.1,0.1771,0.0945,0.9600
oh10,MkNN,31,1,GFHF,x2,0.1,0.1573,0.1098,0.9500
oh10,MkNN,31,1,GFHF,x5,0.1,0.0666,0.1458,0.9640
oh10,MkNN,31,1,GFHF,x10,0.1,0.0015,0.0087,0.9660
oh10,MkNN,31,5,GFHF,x1,0.1,0.1728,0.0672,0.9680
oh10,MkNN,31,5,GFHF,x2,0.1,0.1947,0.1108,0.9670
oh10,MkNN,31,5,GFHF,x5,0.1,0.2853,0.2833,0.9684
oh10,MkNN,31,5,GFHF,x10,0.1,0.0734,0.1587,0.9740
oh10,MkNN,31,10,GFHF,x1,0.1,0.1661,0.0682,0.9740
oh10,MkNN,31,10,GFHF,x2,0.1,0.2130,0.1290,0.9710
oh10,MkNN,31,10,GFHF,x5,0.1,0.4648,0.2725,0.9730
oh10,MkNN,31,10,GFHF,x10,0.1,0.2493,0.2810,0.9772
oh10,MkNN,31,20,GFHF,x1,0.1,0.1524,0.0704,0.9675
oh10,MkNN,31,20,GFHF,x2,0.1,0.3389,0.2388,0.9728
oh10,MkNN,31,20,GFHF,x5,0.1,0.5940,0.2351,0.9801
oh10,MkNN,31,20,GFHF,x10,0.1,0.4784,0.2737,0.9831
oh10,MkNN,31,30,GFHF,x1,0.1,0.1451,0.0775,0.9723
oh10,MkNN,31,30,GFHF,x2,0.1,0.3889,0.2716,0.9805
oh10,MkNN,31,30,GFHF,x5,0.1,0.6094,0.2436,0.9847
oh10,MkNN,31,30,GFHF,x10,0.1,0.5496,0.2521,0.9869
oh10,kNN,3,1,LLGC,x1,0.1,0.2179,0.0917,0.9400
oh10,kNN,3,1,LLGC,x1,0.3,0.2185,0.0914,0.9400
oh10,kNN,3,1,LLGC,x1,0.5,0.2193,0.0921,0.9400
oh10,kNN,3,1,LLGC,x1,0.7,0.2203,0.0937,0.9400
oh10,kNN,3,1,LLGC,x1,0.9,0.2206,0.0949,0.9400
oh10,kNN,3,1,LLGC,x2,0.1,0.2376,0.1060,0.9450
oh10,kNN,3,1,LLGC,x2,0.3,0.2400,0.1069,0.9450
oh10,kNN,3,1,LLGC,x2,0.5,0.2426,0.1087,0.9450
oh10,kNN,3,1,LLGC,x2,0.7,0.2467,0.1104,0.9450
oh10,kNN,3,1,LLGC,x2,0.9,0.2619,0.1192,0.9450
oh10,kNN,3,1,LLGC,x5,0.1,0.2682,0.1254,0.9420
oh10,kNN,3,1,LLGC,x5,0.3,0.2723,0.1276,0.9420
oh10,kNN,3,1,LLGC,x5,0.5,0.2774,0.1326,0.9420
oh10,kNN,3,1,LLGC,x5,0.7,0.2878,0.1416,0.9420
oh10,kNN,3,1,LLGC,x5,0.9,0.3113,0.1694,0.9420
oh10,kNN,3,1,LLGC,x10,0.1,0.2939,0.1515,0.9460
oh10,kNN,3,1,LLGC,x10,0.3,0.2979,0.1555,0.9460
oh10,kNN,3,1,LLGC,x10,0.5,0.3016,0.1627,0.9460
